Id,ParentId,Code,Name,IsVisible,IsDeleted,UpdatedDateTime,CreatedDateTime
15,0,01,物品分类,1,0,2010-12-21 19:35:00.873,2010-08-11 08:59:44.23
16,15,0101,01_板材基材,1,0,2010-12-21 19:35:00.873,2010-08-11 09:00:12.267
17,15,0102,02_铝框基材,1,0,2010-12-21 19:35:00.873,2010-08-11 09:00:42.267
18,15,0103,03_贴面板,1,0,2010-12-21 19:35:00.873,2010-08-11 09:00:59.76
19,15,0104,04_门型材,1,0,2010-12-21 19:35:00.873,2010-08-11 09:01:24.763
20,15,0105,05_玻璃,1,0,2010-12-21 19:35:00.873,2010-08-11 09:02:15.76
21,18,010301,06_五金配件,1,1,2010-12-21 19:35:00.873,2010-08-11 09:03:21.773
22,15,0106,06_五金配件,1,0,2010-12-21 19:35:00.873,2010-08-11 09:03:41.197
23,15,0107,07_封边带,1,0,2010-12-21 19:35:00.873,2010-08-11 09:04:04.327
24,15,0108,08_生产用品,1,0,2010-12-21 19:35:00.873,2010-08-11 09:04:18.313
25,15,0109,09_饰品_宣传品,1,0,2010-12-21 19:35:00.873,2010-08-11 09:04:41.74
26,15,0110,10_包装用品,1,0,2010-12-21 19:35:00.873,2010-08-11 09:04:54.657
27,15,0111,11_维修工具,0,1,2010-12-21 19:35:00.873,2010-08-11 09:05:05.53
28,15,0112,11_衣柜系列,1,0,2010-12-21 19:35:00.873,2010-08-11 09:05:39.267
29,15,0113,12_配套家具,1,0,2010-12-21 19:35:00.873,2010-08-11 09:05:51.04
30,15,0114,13_非标件,1,0,2010-12-21 19:35:00.873,2010-08-11 09:06:10.757
31,15,0115,14_趟门,1,0,2010-12-21 19:35:00.873,2010-08-11 09:06:20.837
32,16,010101,素板,1,0,2010-12-21 19:35:00.873,2010-08-11 09:06:38.797
33,16,010102,素板相关,1,0,2010-12-21 19:35:00.873,2010-08-11 09:06:45.99
34,32,01010101,刨花板素板,1,0,2010-12-21 19:35:00.873,2010-08-11 09:06:58.683
35,32,01010102,中纤板素板,1,0,2010-12-21 19:35:00.873,2010-08-11 09:07:08.67
36,33,01010201,家具贴面纸,1,0,2010-12-21 19:35:00.873,2010-08-11 09:07:20.03
37,33,01010202,皮纹贴皮,1,0,2010-12-21 19:35:00.873,2010-08-11 09:07:32.763
38,33,01010203,实木贴皮,1,0,2010-12-21 19:35:00.873,2010-08-11 09:07:42.47
39,33,01010204,原纸,1,0,2010-12-21 19:35:00.873,2010-08-11 09:07:49.163
40,33,01010205,PVC膜,1,0,2010-12-21 19:35:00.873,2010-08-11 09:07:56.687
41,17,010201,其它,1,0,2010-12-21 19:35:00.873,2010-08-11 09:08:04.14
42,17,010202,竖框,1,0,2010-12-21 19:35:00.873,2010-08-11 09:08:14.737
43,17,010203,横框,1,0,2010-12-21 19:35:00.873,2010-08-11 09:08:20.957
44,17,010204,轨道,1,0,2010-12-21 19:35:00.873,2010-08-11 09:08:25.51
45,18,010302,刨花贴面板,1,0,2010-12-21 19:35:00.873,2010-08-11 09:08:58.49
46,18,010303,中纤贴面板,1,0,2010-12-21 19:35:00.873,2010-08-11 09:09:09.25
47,18,010304,实木贴皮板,1,0,2010-12-21 19:35:00.873,2010-08-11 09:09:20.093
48,18,010305,皮纹板,1,0,2010-12-21 19:35:00.873,2010-08-11 09:09:31.973
49,18,010306,线条半成品,1,0,2010-12-21 19:35:00.873,2010-08-11 09:09:38.357
50,18,010307,待定,1,0,2010-12-21 19:35:00.873,2010-08-11 09:09:46.497
51,18,010308,线条产品,1,0,2010-12-21 19:35:00.873,2010-08-11 09:09:59.047
52,45,01030201,18mm,1,0,2010-12-21 19:35:00.873,2010-08-11 09:10:20.597
53,45,01030202,25mm,1,0,2010-12-21 19:35:00.873,2010-08-11 09:10:26.413
54,46,01030301,3mm,1,0,2010-12-21 19:35:00.873,2010-08-11 09:15:21.273
55,46,01030302,5mm,1,0,2010-12-21 19:35:00.873,2010-08-11 09:15:26.997
56,46,01030303,10mm,1,0,2010-12-21 19:35:00.873,2010-08-11 09:15:31.28
57,46,01030304,12mm,1,0,2010-12-21 19:35:00.873,2010-08-11 09:15:36.283
58,46,01030305,15mm,1,0,2010-12-21 19:35:00.873,2010-08-11 09:15:41.187
59,46,01030306,18mm,1,0,2010-12-21 19:35:00.873,2010-08-11 09:15:44.803
60,46,01030307,25mm,1,0,2010-12-21 19:35:00.873,2010-08-11 09:15:53.17
61,51,01030801,装饰顶线,1,0,2010-12-21 19:35:00.873,2010-08-11 09:16:09.28
62,51,01030802,圆弧装饰线,1,0,2010-12-21 19:35:00.873,2010-08-11 09:16:16.983
63,51,01030803,T型线,1,0,2010-12-21 19:35:00.873,2010-08-11 09:16:22.22
64,51,01030804,包角线,1,0,2010-12-21 19:35:00.873,2010-08-11 09:16:29.363
65,51,01030805,立体拼框条,1,0,2010-12-21 19:35:00.873,2010-08-11 09:16:36.817
66,51,01030806,百叶板,1,0,2010-12-21 19:35:00.873,2010-08-11 09:16:43.483
67,19,010401,其它,1,0,2010-12-21 19:35:00.873,2010-08-11 09:16:54.213
68,19,010402,竖框,1,0,2010-12-21 19:35:00.873,2010-08-11 09:16:59.39
69,19,010403,横框,1,0,2010-12-21 19:35:00.873,2010-08-11 09:17:07.91
70,19,010404,轨道,1,0,2010-12-21 19:35:00.873,2010-08-11 09:17:13.42
71,22,010601,移门五金,1,0,2010-12-21 19:35:00.873,2010-08-11 09:17:47.28
72,22,010602,普通五金,1,0,2010-12-21 19:35:00.873,2010-08-11 09:17:56.737
73,71,01060101,其它,1,0,2010-12-21 19:35:00.873,2010-08-11 09:20:36.287
74,71,01060102,垫条,1,0,2010-12-21 19:35:00.873,2010-08-11 09:20:50.37
75,71,01060103,定位_连接件,1,0,2010-12-21 19:35:00.873,2010-08-11 09:20:59.41
76,71,01060104,顶底轮,1,0,2010-12-21 19:35:00.873,2010-08-11 09:21:08.847
77,71,01060105,螺丝,1,0,2010-12-21 19:35:00.873,2010-08-11 09:21:14.337
78,71,01060106,饰盖_装饰件,1,0,2010-12-21 19:35:00.873,2010-08-11 09:21:32.273
79,71,01060107,掩门_折叠门配件,1,0,2010-12-21 19:35:00.873,2010-08-11 09:21:44.287
80,71,01060108,防尘_防撞条,1,0,2010-12-21 19:35:00.873,2010-08-11 09:22:05.993
81,72,01060201,其它,1,0,2010-12-21 19:35:00.873,2010-08-11 09:22:40.783
82,72,01060202,导轨,1,0,2010-12-21 19:35:00.873,2010-08-11 09:22:56.22
83,72,01060203,门铰,1,0,2010-12-21 19:35:00.873,2010-08-11 09:23:02.133
84,72,01060204,拉手,1,0,2010-12-21 19:35:00.873,2010-08-11 09:23:07.55
85,72,01060205,木塞,1,0,2010-12-21 19:35:00.873,2010-08-11 09:23:12.433
86,72,01060206,饰盖,1,0,2010-12-21 19:35:00.873,2010-08-11 09:23:18.087
87,72,01060207,组合件,1,0,2010-12-21 19:35:00.873,2010-08-11 09:23:25.423
