BomCodeId,GoodsId
166,46672
166,46673
166,46674
166,46675
166,46676
166,46677
166,46679
167,3243
167,3245
167,3246
167,3247
167,3249
167,3251
167,19380
167,19381
167,30836
167,32755
168,3253
168,3255
168,3256
168,3257
168,3259
168,3261
168,30837
168,32756
168,46680
168,46681
168,46684
168,46692
168,46693
168,46694
169,946
169,947
169,948
169,16712
169,18567
169,18721
169,31096
169,32620
169,46725
169,46730
170,950
170,951
170,952
170,16713
170,18568
170,18722
170,31097
170,32621
170,46732
170,46739
171,958
171,959
171,960
171,16714
171,18569
171,18723
171,31099
171,32623
171,46742
171,46744
172,962
172,963
172,964
172,16715
172,18570
172,18724
172,31100
172,32686
172,46748
172,46750
173,954
173,955
173,956
173,16716
173,18571
173,18725
173,31098
173,32622
173,46754
173,46756
174,966
174,967
174,968
174,16717
174,18572
174,18726
174,31103
174,32624
174,46759
174,46761
175,970
175,971
175,972
175,16718
175,18573
175,18727
175,31104
175,32625
175,46764
175,46767
176,974
176,975
176,976
176,16719
176,18574
176,18728
176,31105
176,32626
176,46772
176,46774
177,978
177,979
177,980
177,16720
177,18575
177,18729
177,31106
177,32627
177,46775
177,46776
178,986
178,987
178,988
178,16843
178,18577
178,18731
178,31108
178,32629
179,990
179,991
179,992
179,16721
179,18578
179,18732
179,31109
179,32630
179,46784
179,46786
180,982
180,983
180,984
180,16722
180,18576
180,18730
180,31107
180,32628
180,46787
180,46788
181,994
181,995
181,996
181,16723
181,18579
181,18733
181,31112
181,32631
181,46790
181,46792
182,998
182,999
182,1000
182,16724
182,18580
182,18734
182,31113
182,32632
182,46793
182,46794
183,1002
183,1003
183,1004
183,16725
183,18581
183,18735
183,31114
183,32633
183,46802
183,46803
184,1006
184,1007
184,1008
184,16726
184,18582
184,18736
184,31115
184,32634
184,46805
185,1010
185,1011
185,1012
185,16727
185,18583
185,31065
185,32635
185,46811
185,46812
186,3970
186,3971
186,3972
186,16728
186,18584
186,18738
186,31133
186,32700
186,46815
186,46816
187,1014
187,1015
187,1016
187,16729
187,18585
187,18739
187,31116
187,32636
187,46819
187,46820
188,1018
188,1019
188,1020
188,16730
188,18586
188,18740
188,31117
188,32637
188,46823
189,1022
189,1023
189,1024
189,16731
189,18587
189,18741
189,31118
189,32638
189,46826
189,46828
190,1026
190,1027
190,1028
190,16732
190,18588
190,18742
190,31119
190,32639
190,46829
190,46832
191,1030
191,1031
191,1032
191,16733
191,18589
191,18743
191,31120
191,32640
191,46837
191,46838
192,4933
192,16734
192,30993
192,34495
193,4934
193,16735
193,30994
193,34496
194,11473
194,11474
194,16824
194,31134
195,11475
195,11476
195,16825
195,31068
196,11477
196,11478
196,16826
196,31069
197,1036
197,1037
197,1038
197,16736
197,18590
197,18744
197,31156
197,32641
197,46841
197,46843
197,46844
197,46845
197,46847
198,1040
198,1041
198,1042
198,16737
198,18591
198,18745
198,31157
198,32772
198,46850
198,46851
198,46854
198,46857
198,46861
199,1044
199,1045
199,1046
199,16738
199,18592
199,18746
199,31158
199,32642
199,46678
199,46682
199,46683
199,46685
199,46686
200,1048
200,1049
200,1050
200,16739
200,18593
200,18747
200,31161
200,32643
201,1052
201,1053
201,1054
201,16740
201,18594
201,18748
201,31159
201,32773
202,1056
202,1057
202,1058
202,16741
202,18595
202,18749
202,31162
202,32644
203,1060
203,1061
203,1062
203,16742
203,18596
203,18750
203,31163
203,32645
204,1064
204,1065
204,1066
204,16743
204,18597
204,18751
204,31160
204,32646
204,46707
204,46708
204,46709
204,46710
204,46711
205,1068
205,1069
205,1070
205,16744
205,18598
205,18752
205,31101
205,32647
206,1072
206,1073
206,1074
206,16745
206,18599
206,18753
206,31110
206,32648
207,3263
207,3264
207,3265
207,18600
207,18754
207,18930
207,31066
208,3267
208,3268
208,3269
208,18601
208,18755
208,18931
208,31067
208,32774
208,46720
208,46723
208,46727
208,46729
208,46731
209,1082
209,1083
209,1084
209,16747
209,18605
209,18759
209,31121
209,32650
209,46733
210,1086
210,1087
210,1088
210,16748
210,18606
210,18760
210,31164
210,32775
211,1090
211,1091
211,1092
211,16749
211,18607
211,18761
211,31165
211,32689
212,1094
212,1095
212,1096
212,16750
212,18608
212,18762
212,31166
212,32690
213,1101
214,1102
215,1103
216,4001
217,13742
217,31177
218,13743
218,31178
219,13744
219,13745
219,13746
219,16887
219,18604
219,18758
219,31175
219,32649
219,46735
219,46737
219,46740
219,47059
220,1105
220,1106
220,1107
220,4408
220,4417
220,11406
220,16752
220,18556
220,18710
220,31122
220,32612
220,46747
220,46749
220,46751
220,46753
221,1109
221,1110
221,1111
221,4409
221,4416
221,11407
221,16753
221,18557
221,18711
221,31123
221,32613
221,46758
221,46763
221,46765
221,46766
222,1121
222,1122
222,1123
222,16756
222,18560
222,18714
222,31126
222,32616
222,46770
222,46773
223,1125
223,1126
223,1127
223,18561
223,18715
223,31127
223,32617
223,46777
223,46779
224,1133
224,1134
224,1135
224,16759
224,18563
224,18717
224,31128
224,32771
224,46789
224,46791
225,1137
225,1138
225,1139
225,16760
225,18564
225,18718
225,31124
225,32619
225,46795
225,46796
226,3279
226,3280
226,3281
226,18610
226,18764
226,19318
226,30995
226,32777
227,3283
227,3284
227,3285
227,18611
227,18765
227,30996
227,32691
228,4349
228,4377
228,4378
228,4407
228,4415
228,11408
228,16761
228,18565
228,18719
228,31129
228,32651
229,4350
229,4380
229,4381
229,4406
229,4414
229,11409
229,16762
229,18566
229,18720
229,31130
229,32652
229,46797
229,46798
229,46799
229,46800
230,20669
230,20670
230,20671
230,20672
230,20673
230,20674
230,31125
230,32614
230,46804
230,46806
231,20675
231,20676
231,20677
231,20678
231,20679
231,20680
231,31131
231,32615
231,46808
231,46810
232,20681
232,20682
232,20683
232,20684
232,20685
232,20686
232,31132
232,32618
232,46814
232,46817
233,3287
233,3288
233,3289
233,18612
233,18766
233,18879
233,30997
233,32692
234,3291
234,3292
234,3293
234,18613
234,18767
234,18872
234,30998
234,32693
235,3295
235,3296
235,3297
235,18614
235,18768
235,18873
235,30999
235,32694
236,3299
236,3300
236,3301
236,18615
236,18769
236,18874
236,31000
236,32695
237,3303
237,3304
237,3305
237,18616
237,18770
237,18875
237,31001
237,32696
238,3307
238,3308
238,3309
238,18617
238,18771
238,18876
238,31002
238,32697
239,4004
239,4005
239,4006
239,18618
239,18772
239,18877
239,31004
239,32698
240,3311
240,3312
240,3313
240,18619
240,18773
240,18878
240,31003
240,32699
241,1141
241,1143
241,1144
241,16763
241,31010
241,32601
241,46869
241,46874
241,47299
242,1146
242,1148
242,1149
242,16764
242,31011
242,32602
242,46882
242,46883
242,46891
243,1167
243,1169
243,1170
243,16767
243,31014
243,32605
243,46801
243,46809
243,46813
244,1172
244,1174
244,1175
244,16768
244,31015
244,32606
244,46818
244,46821
244,46824
245,4823
245,4824
245,4825
245,16769
245,31016
245,32604
245,46830
245,46833
245,46835
246,20853
246,20856
246,20857
246,20858
246,31018
246,32147
246,47300
246,47301
246,47302
246,47303
247,20847
247,20850
247,20851
247,20852
247,31017
247,33484
248,17275
248,17280
248,19792
248,31019
248,32607
248,46852
248,46856
248,46858
249,17276
249,17281
249,19793
249,31020
249,32608
249,46862
249,46866
249,46870
250,17277
250,17282
250,19794
250,31021
250,32609
250,46875
250,46877
250,46879
251,17279
251,17284
251,19795
251,31023
251,32610
251,46886
251,46887
251,46890
252,17278
252,17283
252,19796
252,31022
252,32611
252,46892
252,46895
252,46900
253,19584
253,19585
253,19586
253,19587
253,31025
253,32594
253,46913
253,46916
253,46917
254,19603
254,19604
254,19605
255,1482
255,1484
255,1485
255,20292
255,31006
255,46822
255,46825
255,46827
256,1488
256,1490
256,1491
256,20293
256,31007
256,46831
256,46834
256,46836
257,1500
257,1502
257,1503
257,20294
257,31008
257,32596
257,46840
257,46842
257,46853
258,1506
258,1508
258,1509
258,20297
258,31009
258,32597
258,46863
258,46864
258,46865
259,1616
259,1618
259,1619
259,18869
259,31027
259,32595
259,46903
259,46906
259,46907
260,16827
260,16854
260,16870
260,31036
260,46867
260,46868
261,16828
261,16855
261,16871
261,31037
261,46871
261,46873
262,16829
262,16856
262,16872
262,31038
262,46876
262,46878
263,16830
263,16857
263,16873
263,31039
263,46880
263,46881
264,16831
264,16858
264,16874
264,31040
264,46884
264,46885
265,16832
265,16859
265,16875
265,31041
265,46888
265,46889
266,16833
266,16860
266,16876
266,31042
267,16834
267,16861
267,16877
267,31043
268,16835
269,17187
269,17189
269,17190
269,30882
269,46898
269,46899
270,18886
270,18888
270,18889
270,30883
270,34369
270,46901
270,46902
271,1713
271,1714
271,16786
271,30884
271,46904
271,46905
272,17169
272,17171
272,17172
272,30888
272,46911
272,46912
273,1722
273,1723
273,16788
273,30885
273,46914
273,46915
274,17179
274,17181
274,17182
274,30889
274,46918
274,46919
275,1731
275,1732
275,16790
275,30886
275,46926
275,46927
276,1734
276,1735
276,16791
276,30887
276,39305
276,39306
276,39307
276,46930
276,46931
277,17183
277,17185
277,17186
277,30890
277,46933
277,46935
278,3994
278,3995
278,16793
278,30892
278,46924
278,46925
279,3999
279,4000
279,16795
279,30893
280,19591
280,19592
280,19593
280,30894
280,46946
280,46947
282,19624
283,1752
283,1753
283,30891
283,46948
283,46949
283,49791
285,3363
286,4663
286,30856
286,46950
287,4664
287,30857
287,46951
288,4669
288,30858
289,13761
289,30861
289,32680
289,47023
289,47024
290,17174
290,17176
290,17177
290,17178
290,31030
290,46920
290,46921
290,46922
290,46923
291,19091
291,19092
291,19093
291,19094
291,32598
291,46928
291,46929
291,46932
291,46934
292,22741
292,22742
292,22743
292,31034
292,33186
293,22796
293,22797
293,22798
293,31035
294,5827
294,30816
294,46547
295,6076
296,16844
296,30822
296,32828
297,16845
297,30823
297,32829
298,16846
298,30824
298,32830
299,16847
299,30825
299,32831
300,16850
300,30826
300,32832
301,16851
301,30827
301,32833
302,16852
302,30828
302,32834
303,16853
303,30829
304,14602
304,30818
304,46546
305,14603
305,30819
305,47327
307,3468
308,3488
309,3498
311,23206
312,23205
314,14413
315,14414
316,19921
317,4878
317,4880
317,4881
317,4882
317,4884
317,4886
317,14415
321,21169
322,21502
323,19922
324,14399
325,21546
326,14403
327,21547
328,14398
329,14408
330,14475
331,14476
332,14477
333,14478
334,14479
335,14480
336,14481
337,14483
338,14482
339,14335
340,14336
341,14337
342,19923
343,19924
344,19925
345,19926
346,23204
347,14486
348,14332
349,14333
350,14484
351,14485
352,14419
353,3417
354,14449
355,14450
356,14454
357,14457
358,14458
359,14460
360,14461
361,14462
362,14465
363,14468
364,3427
365,14469
366,14357
367,14370
368,14387
369,14393
370,14394
371,14395
372,14396
373,14386
374,19927
375,3437
376,19928
377,19929
378,19930
379,19931
380,19932
381,14441
382,14442
383,14443
384,14437
385,14438
386,14448
387,14420
388,3448
388,32886
389,14352
390,19933
391,3458
392,3478
392,32887
393,14452
394,14453
395,3538
396,3548
397,3558
398,4500
399,4510
400,3568
401,14416
402,14348
403,14381
404,14397
405,3578
405,32888
406,14410
407,14411
408,4464
409,5734
410,14466
411,14467
412,14405
413,3589
414,14431
415,14432
416,14360
417,23208
418,14361
419,3596
420,3603
421,3613
422,14428
423,14429
424,14380
425,21548
426,3931
427,14353
428,3643
429,14447
430,14455
431,14456
432,14350
433,14349
434,14373
435,14374
436,14356
437,14358
438,23207
439,14359
440,14451
441,14382
442,14383
443,14388
444,13914
445,14390
446,14391
447,14392
448,13915
449,19938
450,19939
451,14439
452,19940
453,19941
454,19942
455,19943
456,19944
457,14459
458,14463
459,14444
460,14351
461,14446
462,3653
462,32889
463,3673
464,3683
465,3921
466,4480
467,4490
468,3693
469,14389
470,19919
471,19948
472,19949
473,21549
474,23429
475,3703
475,32890
476,14371
477,14372
478,19950
479,3713
480,23431
481,14354
482,14355
483,14377
484,14378
485,14379
486,14406
487,19951
488,14407
489,19958
490,19959
491,20009
492,14409
493,14412
494,21550
494,33433
495,4972
496,21551
497,21552
498,14362
499,14363
500,14364
501,14365
502,14366
503,14367
504,14368
505,14369
506,21553
507,21554
508,21555
509,14404
510,4706
510,32085
512,14400
513,21556
514,21557
515,21558
516,21559
517,19956
518,19957
519,14401
520,14402
521,20846
522,20845
523,20844
524,31223
524,31224
524,31225
524,31236
524,32603
524,34472
524,46839
524,46846
524,46849
525,1978
526,1979
527,1977
528,5542
529,31631
530,5759
531,22275
532,22276
533,31632
534,31633
535,5660
536,5758
537,5756
538,31634
539,31182
542,31330
543,31332
544,31333
545,31334
546,31335
547,31336
548,31337
549,31338
550,31339
551,31340
552,31341
555,13403
555,13405
555,13406
555,13407
555,13410
555,13412
555,16621
555,18686
555,18840
555,31136
555,32670
555,32760
555,36951
555,37047
555,37666
555,46286
555,46287
555,46288
555,46289
555,46290
555,46291
555,46292
555,46293
555,46294
556,31463
557,31464
558,13458
558,13460
558,13461
558,13463
558,13465
558,16622
558,18688
558,18842
558,19816
558,31141
558,32763
558,32814
558,37667
559,23138
559,23139
559,23140
559,23141
559,23142
559,23143
559,23144
559,23145
559,23146
559,31147
559,32675
559,32765
559,37669
559,46304
559,46305
559,46306
559,46307
559,46308
559,46309
559,46310
559,46311
559,46312
560,23156
560,23157
560,23158
560,23159
560,23160
560,23161
560,23162
560,23163
560,23164
560,31153
560,32678
560,32769
560,37677
560,46434
560,46435
560,46436
560,46437
560,46438
560,46439
560,46440
560,46441
560,46442
561,23147
561,23148
561,23149
561,23150
561,23151
561,23152
