Id,StockUpDeptId,MaterialId,StockUpFlowId
32504,2,36819,10
32513,2,36821,10
27520,2,36830,10
27521,2,36831,10
27522,2,36832,10
27523,2,36834,10
27524,2,36835,10
27525,2,36836,10
27526,2,36837,10
27527,2,36838,10
27528,2,36839,10
27531,2,36840,10
27533,2,36841,10
27534,2,36842,10
27535,2,36843,10
27536,2,36844,10
27537,2,36845,10
27538,2,36846,10
27539,2,36847,10
27540,2,36848,10
27541,2,36849,10
27542,2,36850,10
27543,2,36851,10
27544,2,36852,10
27532,2,36853,10
27545,2,36854,10
27546,2,36855,10
27547,2,36856,10
27548,2,36857,10
27549,2,36858,10
27550,2,36859,10
27551,2,36860,10
27552,2,36861,10
27553,2,36862,10
27554,2,36863,10
27555,2,36864,10
27556,2,36865,10
31617,2,36906,10
31608,2,36907,10
31611,2,36908,10
28177,2,36916,10
28178,2,36919,10
44438,2,36976,10
31689,2,37010,10
31692,2,37013,10
32028,2,37023,10
27364,2,37027,10
27365,2,37028,10
28198,2,37031,10
32029,2,37034,10
27488,2,37098,10
27489,2,37099,10
27490,2,37100,10
27491,2,37102,10
27492,2,37103,10
27493,2,37104,10
27494,2,37105,10
27495,2,37106,10
27496,2,37107,10
27497,2,37108,10
27498,2,37109,10
27499,2,37110,10
27500,2,37111,10
27501,2,37112,10
27502,2,37114,10
27503,2,37115,10
27504,2,37117,10
27505,2,37119,10
27506,2,37120,10
27507,2,37121,10
27508,2,37122,10
27509,2,37123,10
27510,2,37124,10
27511,2,37125,10
27512,2,37127,10
27513,2,37128,10
27514,2,37130,10
27515,2,37132,10
27516,2,37133,10
28623,2,37134,10
28629,2,37135,10
28627,2,37136,10
27529,2,37137,10
27530,2,37138,10
27557,2,37139,10
27558,2,37140,10
31080,2,37261,10
28606,2,37287,10
28628,2,37288,10
28311,2,37290,10
28280,2,37303,10
31812,2,37308,10
34473,2,37309,10
28262,2,37313,10
28707,2,37318,10
31172,2,37357,10
27736,2,37384,10
27737,2,37385,10
27738,2,37386,10
27739,2,37387,10
27740,2,37388,10
27741,2,37389,10
27742,2,37390,10
27743,2,37391,10
27744,2,37392,10
27745,2,37393,10
27746,2,37394,10
27747,2,37397,10
27748,2,37398,10
27749,2,37399,10
27750,2,37400,10
27751,2,37401,10
27752,2,37402,10
27753,2,37403,10
27754,2,37404,10
27755,2,37405,10
27756,2,37406,10
27757,2,37407,10
27758,2,37408,10
27759,2,37409,10
27760,2,37410,10
27761,2,37411,10
27762,2,37412,10
27763,2,37413,10
27774,2,37426,10
27775,2,37427,10
27776,2,37428,10
27777,2,37429,10
27778,2,37430,10
27779,2,37431,10
27780,2,37432,10
27781,2,37433,10
27782,2,37434,10
27783,2,37435,10
27702,2,37453,10
27701,2,37454,10
27700,2,37455,10
27699,2,37456,10
28179,2,37457,10
27703,2,37458,10
32982,2,37470,10
34484,2,37550,10
28845,2,37581,10
29493,2,37604,10
29092,2,37643,10
29494,2,37648,10
28418,2,37650,10
29312,2,37652,10
28778,2,37748,10
28780,2,37750,10
28781,2,37751,10
28759,2,37752,10
29094,2,37753,10
28872,2,37754,10
28760,2,37755,10
28764,2,37772,10
28765,2,37774,10
28456,2,37778,10
28779,2,37930,10
31081,2,38010,10
28758,2,38132,10
33026,2,38205,10
31688,2,38381,10
32976,2,38455,10
32977,2,38456,10
34277,2,38613,10
34276,2,38616,10
34275,2,38617,10
28925,2,38622,10
29091,2,38718,10
29088,2,38811,10
29089,2,38812,10
29087,2,38815,10
35331,2,38971,10
36132,2,39078,10
33024,2,39118,10
33025,2,39119,10
33029,2,39120,10
30957,2,39136,10
32898,2,39137,10
30958,2,39138,10
30910,2,39218,10
30911,2,39219,10
30941,2,39251,10
41203,2,39290,10
35585,2,39292,10
31101,2,39366,10
31102,2,39367,10
30959,2,39405,10
31834,2,39477,10
31835,2,39478,10
31836,2,39479,10
31014,2,39638,10
31015,2,39639,10
30970,2,39646,10
31173,2,39652,10
30974,2,39653,10
30973,2,39654,10
31050,2,39712,10
34235,2,39917,10
34237,2,39918,10
34244,2,39919,10
30905,2,39970,10
30906,2,39971,10
30907,2,39972,10
34239,2,40020,10
34241,2,40021,10
34245,2,40023,10
35614,2,40069,10
33470,2,40070,10
35613,2,40071,10
30110,2,40076,10
31061,2,40192,10
30739,2,40216,10
30743,2,40217,10
30742,2,40218,10
31060,2,40223,10
30762,2,40250,10
30763,2,40251,10
30764,2,40252,10
31544,2,40253,10
30738,2,40287,10
30713,2,40291,10
30736,2,40292,10
30735,2,40293,10
30734,2,40294,10
30733,2,40295,10
30737,2,40296,10
30728,2,40297,10
30729,2,40298,10
30727,2,40299,10
30726,2,40300,10
30731,2,40301,10
30732,2,40302,10
30730,2,40303,10
30772,2,40708,10
30771,2,40711,10
30770,2,40714,10
30773,2,40720,10
30774,2,40723,10
30898,2,40746,10
30895,2,40773,10
30896,2,40774,10
30897,2,40777,10
30899,2,40778,10
30900,2,40779,10
30961,2,40808,10
30948,2,40827,10
30949,2,40828,10
30950,2,40832,10
30960,2,40834,10
30951,2,40837,10
30952,2,40838,10
30945,2,40844,10
30956,2,40848,10
42360,2,40850,10
30977,2,40851,10
30993,2,40858,10
31007,2,40968,10
31046,2,40969,10
31047,2,40971,10
31532,2,40985,10
31051,2,41040,10
38429,2,41041,10
31098,2,41070,10
31099,2,41072,10
31110,2,41080,10
31536,2,41103,10
31090,2,41107,10
31092,2,41108,10
31093,2,41109,10
31094,2,41110,10
31095,2,41111,10
31096,2,41112,10
31097,2,41113,10
31924,2,41131,10
31462,2,41134,10
31111,2,41136,10
44439,2,41233,10
31479,2,41408,10
31480,2,41409,10
31538,2,41459,10
31540,2,41460,10
31542,2,41461,10
31549,2,41465,10
31551,2,41466,10
31553,2,41467,10
31645,2,41508,10
31654,2,41516,10
31694,2,41534,10
31719,2,41555,10
31721,2,41559,10
33429,2,41588,10
31765,2,41597,10
31803,2,41624,10
31855,2,41651,10
31852,2,41652,10
31854,2,41653,10
31858,2,41655,10
31860,2,41656,10
31861,2,41657,10
31862,2,41659,10
31864,2,41660,10
31866,2,41661,10
31869,2,41663,10
31893,2,41681,10
31896,2,41688,10
31898,2,41689,10
31900,2,41691,10
31901,2,41694,10
31927,2,41697,10
31929,2,41698,10
31974,2,41734,10
31975,2,41735,10
31992,2,41751,10
32005,2,41762,10
32007,2,41763,10
32036,2,41783,10
32037,2,41784,10
32135,2,41905,10
32136,2,41906,10
32137,2,41907,10
32138,2,41908,10
32139,2,41909,10
32140,2,41910,10
32141,2,41911,10
32142,2,41912,10
32143,2,41913,10
32178,2,41937,10
32231,2,42001,10
32233,2,42003,10
32273,2,42047,10
32274,2,42048,10
32277,2,42049,10
32278,2,42050,10
32292,2,42058,10
32296,2,42059,10
32299,2,42060,10
32301,2,42061,10
32450,2,42123,10
32449,2,42124,10
32494,2,42154,10
32496,2,42155,10
32498,2,42156,10
32500,2,42157,10
32502,2,42158,10
32525,2,42165,10
32524,2,42166,10
32527,2,42167,10
32529,2,42168,10
32535,2,42171,10
32537,2,42172,10
32539,2,42173,10
32541,2,42174,10
32543,2,42175,10
32550,2,42181,10
32575,2,42205,10
32578,2,42206,10
32596,2,42221,10
32598,2,42222,10
32602,2,42225,10
32609,2,42230,10
32677,2,42303,10
32780,2,42385,10
32782,2,42386,10
32788,2,42387,10
32793,2,42388,10
32795,2,42389,10
32838,2,42417,10
33057,2,42467,10
33056,2,42469,10
33058,2,42470,10
33413,2,42471,10
33397,2,42472,10
32906,2,42479,10
32908,2,42480,10
32910,2,42481,10
32914,2,42485,10
32915,2,42486,10
33444,2,42497,10
33445,2,42498,10
33446,2,42499,10
33447,2,42500,10
33448,2,42501,10
33449,2,42502,10
32947,2,42509,10
33530,2,42522,10
32967,2,42528,10
32969,2,42529,10
32997,2,42541,10
32999,2,42542,10
33001,2,42543,10
33013,2,42554,10
33028,2,42564,10
34615,2,42569,10
34616,2,42570,10
33044,2,42571,10
33045,2,42572,10
33046,2,42597,10
33047,2,42609,10
33049,2,42610,10
33256,2,42835,10
33257,2,42836,10
33393,2,42958,10
33392,2,42959,10
33398,2,42963,10
33399,2,42964,10
33414,2,42970,10
33415,2,42971,10
33416,2,42972,10
33417,2,42973,10
33423,2,42979,10
33424,2,42980,10
33452,2,42995,10
33451,2,42996,10
33453,2,42997,10
33501,2,43066,10
33505,2,43069,10
33551,2,43130,10
33554,2,43131,10
33563,2,43137,10
33581,2,43155,10
33591,2,43161,10
33593,2,43162,10
33683,2,43249,10
33686,2,43250,10
33717,2,43272,10
33716,2,43273,10
34612,2,43476,10
34613,2,43477,10
34614,2,43478,10
34610,2,43479,10
34611,2,43480,10
33937,2,43482,10
33938,2,43483,10
33939,2,43484,10
33940,2,43485,10
33956,2,43545,10
33958,2,43546,10
33960,2,43547,10
38467,2,43698,10
38468,2,43700,10
38469,2,43701,10
38470,2,43702,10
38471,2,43703,10
38472,2,43704,10
38473,2,43705,10
38474,2,43706,10
34163,2,43744,10
34164,2,43745,10
34186,2,43763,10
34190,2,43766,10
34191,2,43767,10
34192,2,43768,10
34193,2,43769,10
34343,2,43886,10
34407,2,43951,10
34409,2,43952,10
34440,2,43981,10
34441,2,43982,10
34515,2,44031,10
34517,2,44032,10
34519,2,44033,10
34521,2,44034,10
34527,2,44037,10
34529,2,44038,10
34551,2,44039,10
34532,2,44040,10
34536,2,44043,10
34538,2,44044,10
34559,2,44050,10
34561,2,44051,10
34620,2,44102,10
34621,2,44103,10
34622,2,44104,10
34623,2,44105,10
34624,2,44106,10
34639,2,44117,10
34650,2,44118,10
34673,2,44140,10
34676,2,44141,10
34680,2,44144,10
34682,2,44172,10
34721,2,44185,10
34751,2,44222,10
34752,2,44223,10
34753,2,44224,10
34781,2,44251,10
34794,2,44263,10
34796,2,44265,10
34799,2,44268,10
34942,2,44269,10
34939,2,44271,10
34816,2,44276,10
34821,2,44280,10
34822,2,44281,10
34823,2,44282,10
35042,2,44298,10
34848,2,44304,10
34863,2,44319,10
34864,2,44320,10
34868,2,44324,10
34869,2,44325,10
34870,2,44326,10
34871,2,44327,10
34913,2,44366,10
34914,2,44367,10
34915,2,44368,10
34916,2,44369,10
34928,2,44382,10
34936,2,44388,10
34938,2,44389,10
34937,2,44390,10
34940,2,44391,10
34945,2,44394,10
34951,2,44400,10
34961,2,44403,10
34963,2,44404,10
34965,2,44405,10
34978,2,44415,10
34979,2,44416,10
35020,2,44454,10
35021,2,44455,10
35022,2,44456,10
35029,2,44458,10
35032,2,44459,10
35034,2,44460,10
35035,2,44461,10
35038,2,44463,10
35039,2,44464,10
35040,2,44465,10
35044,2,44468,10
35045,2,44469,10
35046,2,44470,10
35049,2,44473,10
35050,2,44474,10
35053,2,44475,10
35055,2,44476,10
35062,2,44480,10
35064,2,44481,10
35066,2,44482,10
35080,2,44491,10
35105,2,44515,10
35181,2,44546,10
35160,2,44549,10
35161,2,44550,10
35162,2,44551,10
35178,2,44554,10
35176,2,44555,10
35180,2,44556,10
35174,2,44563,10
35175,2,44564,10
35177,2,44565,10
35179,2,44566,10
35201,2,44572,10
35202,2,44573,10
35214,2,44590,10
35319,2,44607,10
35320,2,44609,10
35321,2,44620,10
35246,2,44622,10
35247,2,44623,10
35322,2,44650,10
35323,2,44652,10
35324,2,44654,10
35325,2,44656,10
35326,2,44658,10
35282,2,44659,10
35280,2,44661,10
35327,2,44662,10
35328,2,44663,10
35329,2,44664,10
35330,2,44665,10
35332,2,44666,10
35333,2,44667,10
35334,2,44668,10
35335,2,44669,10
35336,2,44670,10
35337,2,44671,10
35371,2,44692,10
35422,2,44746,10
35429,2,44752,10
35431,2,44753,10
35433,2,44754,10
45392,2,44796,10
39912,2,44804,10
35488,2,44813,10
35489,2,44815,10
35490,2,44816,10
35559,2,44886,10
35584,2,44907,10
35792,2,45109,10
35844,2,45120,10
35843,2,45121,10
35842,2,45122,10
35841,2,45123,10
35840,2,45124,10
35839,2,45125,10
35838,2,45126,10
35837,2,45127,10
35836,2,45128,10
35835,2,45129,10
35834,2,45130,10
35833,2,45131,10
35832,2,45132,10
35831,2,45133,10
35866,2,45134,10
35865,2,45135,10
35864,2,45136,10
35863,2,45137,10
35862,2,45138,10
35861,2,45139,10
35860,2,45140,10
35859,2,45141,10
35858,2,45142,10
35857,2,45143,10
35856,2,45144,10
35903,2,45145,10
35904,2,45146,10
35905,2,45147,10
35906,2,45148,10
35907,2,45149,10
35908,2,45150,10
35909,2,45151,10
35910,2,45152,10
35911,2,45153,10
35912,2,45154,10
35913,2,45155,10
35914,2,45156,10
35927,2,45157,10
35928,2,45158,10
35929,2,45159,10
35930,2,45160,10
35931,2,45161,10
35932,2,45162,10
35933,2,45163,10
35934,2,45164,10
35935,2,45165,10
35936,2,45166,10
35937,2,45167,10
35938,2,45168,10
35983,2,45169,10
35982,2,45170,10
35981,2,45171,10
35980,2,45172,10
35979,2,45173,10
35978,2,45174,10
35977,2,45175,10
35976,2,45176,10
35975,2,45177,10
35974,2,45178,10
35973,2,45179,10
35986,2,45180,10
35987,2,45181,10
35993,2,45182,10
35992,2,45183,10
36037,2,45184,10
36036,2,45185,10
36035,2,45186,10
36034,2,45187,10
36033,2,45188,10
36032,2,45189,10
36031,2,45190,10
36030,2,45191,10
36029,2,45192,10
36028,2,45193,10
36027,2,45194,10
36026,2,45195,10
36025,2,45196,10
36024,2,45197,10
36063,2,45198,10
36062,2,45199,10
36061,2,45200,10
36060,2,45201,10
36059,2,45202,10
36058,2,45203,10
36057,2,45204,10
36056,2,45205,10
36055,2,45206,10
36054,2,45207,10
36053,2,45208,10
36052,2,45209,10
36051,2,45210,10
36082,2,45212,10
36083,2,45213,10
36084,2,45214,10
36089,2,45222,10
36090,2,45223,10
36091,2,45224,10
36092,2,45225,10
36093,2,45226,10
36094,2,45227,10
36095,2,45228,10
36096,2,45229,10
36102,2,45233,10
36104,2,45234,10
36106,2,45235,10
36108,2,45236,10
36110,2,45237,10
36112,2,45238,10
36126,2,45250,10
36127,2,45251,10
36144,2,45268,10
36145,2,45269,10
36146,2,45270,10
36147,2,45271,10
36180,2,45297,10
36227,2,45337,10
36257,2,45359,10
36268,2,45373,10
36275,2,45377,10
36276,2,45378,10
37043,2,45381,10
37049,2,45382,10
37045,2,45383,10
37047,2,45384,10
36916,2,45822,10
36915,2,45823,10
36893,2,45958,10
36894,2,45959,10
36939,2,45994,10
36940,2,45995,10
36949,2,46011,10
36950,2,46012,10
36951,2,46013,10
36989,2,46049,10
36990,2,46050,10
37105,2,46058,10
37106,2,46059,10
37009,2,46067,10
37010,2,46068,10
37011,2,46069,10
37014,2,46072,10
37015,2,46073,10
37016,2,46074,10
37018,2,46076,10
37044,2,46102,10
37046,2,46103,10
37048,2,46104,10
37050,2,46105,10
37107,2,46139,10
37108,2,46140,10
37109,2,46141,10
37110,2,46142,10
37136,2,46145,10
37137,2,46146,10
37138,2,46147,10
37157,2,46179,10
37159,2,46180,10
37162,2,46181,10
38066,2,47027,10
38069,2,47028,10
38070,2,47029,10
38113,2,47064,10
38114,2,47065,10
38117,2,47066,10
38136,2,47085,10
38143,2,47086,10
38144,2,47087,10
38147,2,47088,10
38227,2,47167,10
38230,2,47168,10
38231,2,47169,10
38298,2,47293,10
38301,2,47294,10
38303,2,47295,10
38306,2,47297,10
38308,2,47298,10
38342,2,47314,10
38393,2,47358,10
38394,2,47359,10
38410,2,47369,10
38413,2,47370,10
38426,2,47380,10
38431,2,47381,10
38440,2,47387,10
38443,2,47388,10
38476,2,47407,10
38592,2,47523,10
38593,2,47524,10
44308,2,47614,10
38697,2,47632,10
38700,2,47633,10
38712,2,47645,10
38713,2,47646,10
38714,2,47647,10
38717,2,47648,10
38720,2,47650,10
38722,2,47651,10
38728,2,47652,10
38729,2,47653,10
38730,2,47654,10
38731,2,47655,10
38732,2,47656,10
38733,2,47657,10
38734,2,47658,10
38736,2,47659,10
38739,2,47660,10
38740,2,47661,10
38743,2,47663,10
38746,2,47666,10
38751,2,47670,10
38754,2,47671,10
38759,2,47673,10
38768,2,47679,10
38771,2,47680,10
38775,2,47682,10
38776,2,47683,10
38779,2,47684,10
38805,2,47706,10
38808,2,47707,10
38809,2,47708,10
38812,2,47709,10
39032,2,47910,10
39033,2,47911,10
39084,2,47948,10
39093,2,47953,10
39096,2,47954,10
39097,2,47955,10
39099,2,47956,10
39148,2,48007,10
39151,2,48008,10
39152,2,48009,10
39155,2,48010,10
39167,2,48023,10
