Id,StockUpDeptId,MaterialId,StockUpFlowId
28580,3,37692,13
28581,3,37693,13
28582,3,37694,13
33795,3,37695,13
33803,3,37696,13
28583,3,37697,13
28584,3,37699,13
33817,3,37701,13
33677,3,37702,13
33950,3,37705,13
33701,3,37718,13
33812,3,37719,13
37583,3,37720,13
37588,3,37721,13
37615,3,37723,13
37624,3,37724,13
37666,3,37725,13
34274,3,37726,13
33702,3,37728,13
34503,3,37729,13
28459,3,37778,13
28355,3,37815,13
28859,3,38144,13
32480,3,38300,13
28882,3,38353,13
28883,3,38354,13
29409,3,38400,13
32481,3,38510,13
28933,3,38625,13
28934,3,38626,13
29373,3,38980,13
29374,3,38981,13
29375,3,38982,13
29363,3,38983,13
29376,3,38984,13
29377,3,38985,13
29366,3,38986,13
29367,3,38987,13
29378,3,38988,13
29368,3,38989,13
29379,3,38990,13
29381,3,38991,13
29380,3,38992,13
29383,3,38993,13
29384,3,38994,13
29385,3,38995,13
29364,3,38996,13
29391,3,38997,13
29392,3,38998,13
29369,3,38999,13
29370,3,39000,13
29386,3,39001,13
29387,3,39002,13
29388,3,39003,13
29390,3,39004,13
29389,3,39005,13
29411,3,39006,13
29412,3,39007,13
29413,3,39008,13
29414,3,39009,13
29415,3,39010,13
29416,3,39011,13
29359,3,39012,13
29360,3,39013,13
29417,3,39014,13
29418,3,39015,13
29419,3,39016,13
29421,3,39017,13
29420,3,39018,13
29394,3,39019,13
29395,3,39020,13
29396,3,39021,13
29397,3,39022,13
29398,3,39023,13
29399,3,39024,13
29400,3,39025,13
29401,3,39026,13
29402,3,39027,13
29403,3,39028,13
29404,3,39029,13
29405,3,39030,13
29372,3,39039,13
29382,3,39040,13
29410,3,39041,13
29393,3,39042,13
29361,3,39092,13
29362,3,39093,13
32479,3,39193,13
29642,3,39313,13
34553,3,39314,13
29547,3,39347,13
29509,3,39355,13
35264,3,39489,13
31827,3,39698,13
31825,3,39699,13
31824,3,39700,13
31826,3,39701,13
31828,3,39702,13
31829,3,39703,13
29791,3,39740,13
29792,3,39741,13
29793,3,39742,13
29794,3,39743,13
29796,3,39745,13
32491,3,39838,13
30025,3,39921,13
30013,3,39947,13
30076,3,39981,13
31037,3,40012,13
30096,3,40031,13
30095,3,40032,13
30094,3,40033,13
30093,3,40034,13
30092,3,40035,13
30091,3,40036,13
31004,3,40258,13
31005,3,40259,13
31006,3,40260,13
31790,3,40862,13
31789,3,40863,13
31791,3,40864,13
31912,3,40866,13
31913,3,40867,13
31166,3,41046,13
31165,3,41047,13
31167,3,41049,13
31162,3,41051,13
31163,3,41052,13
31161,3,41053,13
31170,3,41061,13
31169,3,41062,13
31168,3,41063,13
31171,3,41066,13
31164,3,41085,13
41543,3,41230,13
31187,3,41244,13
31198,3,41245,13
31197,3,41246,13
31196,3,41247,13
31195,3,41248,13
31194,3,41249,13
31193,3,41250,13
31192,3,41251,13
31191,3,41252,13
31190,3,41253,13
31189,3,41254,13
31188,3,41255,13
31199,3,41256,13
31200,3,41257,13
31202,3,41258,13
31201,3,41259,13
31203,3,41260,13
31299,3,41261,13
31298,3,41262,13
31297,3,41263,13
31293,3,41264,13
31294,3,41265,13
31291,3,41266,13
31292,3,41267,13
31289,3,41268,13
31290,3,41269,13
31287,3,41270,13
31288,3,41271,13
31286,3,41272,13
31296,3,41273,13
31295,3,41274,13
31284,3,41275,13
31285,3,41276,13
31282,3,41277,13
31283,3,41278,13
31281,3,41279,13
31300,3,41280,13
31301,3,41281,13
31302,3,41282,13
31305,3,41283,13
31306,3,41284,13
31303,3,41285,13
31304,3,41286,13
31309,3,41287,13
31308,3,41288,13
31455,3,41392,13
31453,3,41393,13
31454,3,41395,13
31456,3,41396,13
31517,3,41397,13
31516,3,41398,13
31879,3,41669,13
32023,3,41777,13
32109,3,41843,13
32121,3,41854,13
32122,3,41855,13
32123,3,41858,13
32124,3,41859,13
32125,3,41860,13
32127,3,41862,13
32128,3,41863,13
32126,3,41864,13
32214,3,41958,13
32216,3,41959,13
32218,3,41960,13
32220,3,41961,13
32212,3,41962,13
32204,3,41963,13
32210,3,41964,13
32205,3,41965,13
32206,3,41967,13
32208,3,41968,13
32209,3,41972,13
32203,3,41979,13
32207,3,41980,13
32211,3,41983,13
32213,3,41984,13
32215,3,41985,13
32217,3,41986,13
32219,3,41987,13
32228,3,41998,13
32245,3,42006,13
32236,3,42007,13
32237,3,42008,13
32238,3,42009,13
32239,3,42010,13
32240,3,42011,13
32242,3,42012,13
32244,3,42013,13
32243,3,42014,13
32241,3,42015,13
32262,3,42036,13
32259,3,42037,13
32261,3,42038,13
32260,3,42039,13
32258,3,42040,13
32267,3,42041,13
32264,3,42042,13
32266,3,42043,13
32265,3,42044,13
32268,3,42045,13
32263,3,42046,13
32482,3,42145,13
32613,3,42234,13
32614,3,42235,13
32615,3,42236,13
32616,3,42237,13
32617,3,42238,13
32618,3,42239,13
32758,3,42384,13
32814,3,42397,13
32815,3,42398,13
32816,3,42399,13
32817,3,42400,13
32818,3,42401,13
32819,3,42402,13
32820,3,42403,13
32821,3,42404,13
32822,3,42405,13
32823,3,42406,13
32824,3,42407,13
32825,3,42408,13
32826,3,42409,13
32827,3,42410,13
32828,3,42411,13
32829,3,42412,13
32830,3,42413,13
32831,3,42414,13
32832,3,42415,13
32833,3,42416,13
32844,3,42424,13
32845,3,42425,13
32846,3,42426,13
32952,3,42514,13
33059,3,42611,13
33060,3,42612,13
33061,3,42613,13
33062,3,42614,13
33063,3,42615,13
33064,3,42616,13
33065,3,42617,13
33066,3,42618,13
33067,3,42619,13
33068,3,42620,13
33069,3,42621,13
33075,3,42622,13
33074,3,42623,13
33073,3,42624,13
33072,3,42625,13
33071,3,42626,13
33070,3,42627,13
33078,3,42628,13
33077,3,42629,13
33076,3,42630,13
33081,3,42631,13
33080,3,42632,13
33079,3,42633,13
33086,3,42634,13
33085,3,42635,13
33084,3,42636,13
33083,3,42637,13
33082,3,42638,13
33089,3,42639,13
33088,3,42640,13
33090,3,42641,13
33087,3,42642,13
33096,3,42644,13
33095,3,42645,13
33094,3,42646,13
33093,3,42647,13
33092,3,42648,13
33091,3,42649,13
33102,3,42651,13
33101,3,42652,13
33100,3,42653,13
33099,3,42654,13
33098,3,42655,13
33097,3,42656,13
33108,3,42658,13
33107,3,42659,13
33106,3,42660,13
33105,3,42661,13
33104,3,42662,13
33103,3,42663,13
33114,3,42665,13
33113,3,42666,13
33112,3,42667,13
33111,3,42668,13
33110,3,42669,13
33109,3,42670,13
33120,3,42672,13
33119,3,42673,13
33118,3,42674,13
33117,3,42675,13
33116,3,42676,13
33115,3,42677,13
33126,3,42679,13
33125,3,42680,13
33124,3,42681,13
33123,3,42682,13
33122,3,42683,13
33121,3,42684,13
33132,3,42686,13
33131,3,42687,13
33130,3,42688,13
33129,3,42689,13
33128,3,42690,13
33127,3,42691,13
33138,3,42693,13
33137,3,42694,13
33136,3,42695,13
33135,3,42696,13
33134,3,42697,13
33133,3,42698,13
33144,3,42700,13
33143,3,42701,13
33142,3,42702,13
33141,3,42703,13
33140,3,42704,13
33139,3,42705,13
34266,3,42706,13
33150,3,42707,13
33149,3,42708,13
33148,3,42709,13
33147,3,42710,13
33146,3,42711,13
33145,3,42712,13
34269,3,42713,13
33156,3,42714,13
33155,3,42715,13
33154,3,42716,13
33153,3,42717,13
33152,3,42718,13
33151,3,42719,13
34265,3,42720,13
33165,3,42721,13
33166,3,42722,13
33167,3,42723,13
33168,3,42724,13
33171,3,42725,13
33172,3,42726,13
34268,3,42727,13
33173,3,42728,13
34256,3,42729,13
33160,3,42730,13
33159,3,42731,13
33158,3,42732,13
33174,3,42733,13
33157,3,42734,13
33170,3,42735,13
33164,3,42736,13
34254,3,42737,13
33161,3,42738,13
33163,3,42739,13
33162,3,42740,13
33169,3,42741,13
33189,3,42742,13
33188,3,42743,13
34259,3,42744,13
34263,3,42745,13
33175,3,42746,13
33176,3,42747,13
33177,3,42748,13
33194,3,42749,13
33193,3,42750,13
33192,3,42751,13
33190,3,42752,13
34261,3,42753,13
33200,3,42754,13
33197,3,42755,13
33196,3,42756,13
33178,3,42757,13
33195,3,42758,13
33179,3,42759,13
33180,3,42760,13
34257,3,42761,13
34271,3,42762,13
33203,3,42763,13
33199,3,42764,13
33181,3,42765,13
33202,3,42766,13
33201,3,42767,13
33183,3,42768,13
33182,3,42769,13
33854,3,42770,13
33184,3,42771,13
33187,3,42772,13
33185,3,42773,13
33186,3,42774,13
33191,3,42775,13
33198,3,42776,13
33204,3,42777,13
34267,3,42778,13
33205,3,42779,13
34253,3,42780,13
33206,3,42781,13
33207,3,42782,13
33213,3,42783,13
33208,3,42784,13
33212,3,42785,13
33209,3,42786,13
33211,3,42787,13
33210,3,42788,13
33214,3,42789,13
33224,3,42790,13
34262,3,42791,13
33223,3,42792,13
33215,3,42793,13
33216,3,42794,13
34255,3,42795,13
33217,3,42796,13
33221,3,42797,13
33218,3,42798,13
33219,3,42799,13
33222,3,42800,13
33220,3,42801,13
33225,3,42802,13
33226,3,42803,13
33251,3,42804,13
33252,3,42805,13
34264,3,42809,13
33245,3,42810,13
33246,3,42812,13
33247,3,42814,13
33248,3,42816,13
33249,3,42819,13
33250,3,42821,13
34270,3,42825,13
33239,3,42826,13
33240,3,42827,13
33241,3,42828,13
33242,3,42829,13
33243,3,42830,13
33244,3,42831,13
33261,3,42840,13
33274,3,42853,13
33275,3,42854,13
33276,3,42855,13
33277,3,42856,13
33278,3,42857,13
33279,3,42858,13
33280,3,42859,13
33281,3,42860,13
33282,3,42861,13
33283,3,42862,13
33284,3,42863,13
33285,3,42864,13
33287,3,42865,13
33286,3,42866,13
33288,3,42867,13
33289,3,42868,13
33290,3,42869,13
33291,3,42870,13
33292,3,42871,13
33293,3,42872,13
33294,3,42873,13
33296,3,42874,13
33295,3,42875,13
33297,3,42876,13
33298,3,42877,13
33299,3,42878,13
33300,3,42879,13
33301,3,42880,13
33303,3,42881,13
33302,3,42882,13
33304,3,42883,13
33305,3,42884,13
33306,3,42885,13
33308,3,42886,13
33309,3,42887,13
33307,3,42888,13
33331,3,42899,13
33332,3,42900,13
33344,3,42901,13
33333,3,42902,13
33343,3,42903,13
33342,3,42904,13
33341,3,42905,13
33340,3,42906,13
33339,3,42907,13
33338,3,42908,13
33337,3,42909,13
33336,3,42910,13
33335,3,42911,13
33334,3,42912,13
33357,3,42913,13
33358,3,42914,13
33355,3,42915,13
33356,3,42916,13
33354,3,42918,13
33353,3,42919,13
33352,3,42926,13
33351,3,42927,13
33359,3,42928,13
33360,3,42929,13
33361,3,42933,13
33363,3,42934,13
33364,3,42935,13
33365,3,42937,13
33371,3,42945,13
33375,3,42946,13
33372,3,42947,13
33374,3,42948,13
33373,3,42949,13
33376,3,42950,13
33528,3,43105,13
33700,3,43264,13
33767,3,43323,13
33768,3,43324,13
33769,3,43325,13
33770,3,43326,13
33771,3,43327,13
33772,3,43328,13
33773,3,43329,13
33774,3,43330,13
33775,3,43331,13
33776,3,43332,13
33777,3,43333,13
33778,3,43334,13
33785,3,43335,13
33791,3,43336,13
33794,3,43337,13
33801,3,43338,13
33802,3,43339,13
33810,3,43340,13
33811,3,43341,13
33814,3,43342,13
33815,3,43343,13
33818,3,43344,13
33819,3,43345,13
33820,3,43346,13
33821,3,43347,13
33855,3,43384,13
33856,3,43385,13
34258,3,43391,13
33857,3,43392,13
33858,3,43393,13
33859,3,43394,13
33860,3,43395,13
34260,3,43397,13
33863,3,43398,13
33864,3,43400,13
33865,3,43401,13
33866,3,43402,13
33867,3,43404,13
33868,3,43405,13
33869,3,43407,13
33871,3,43408,13
33873,3,43410,13
33874,3,43411,13
33875,3,43412,13
33876,3,43414,13
33877,3,43416,13
33878,3,43417,13
33879,3,43418,13
33880,3,43419,13
33881,3,43421,13
33882,3,43422,13
33883,3,43423,13
33884,3,43424,13
33900,3,43441,13
33901,3,43442,13
33902,3,43443,13
33903,3,43444,13
33904,3,43445,13
33905,3,43446,13
33906,3,43448,13
33907,3,43449,13
33908,3,43450,13
33909,3,43451,13
33910,3,43452,13
33911,3,43453,13
33912,3,43455,13
33913,3,43456,13
33914,3,43457,13
33915,3,43458,13
33916,3,43459,13
33917,3,43460,13
33918,3,43462,13
33919,3,43463,13
33920,3,43464,13
33921,3,43465,13
33922,3,43466,13
33923,3,43467,13
33951,3,43541,13
33961,3,43548,13
33962,3,43549,13
33963,3,43550,13
33964,3,43551,13
33965,3,43552,13
33966,3,43553,13
33967,3,43554,13
33968,3,43555,13
33969,3,43556,13
33970,3,43557,13
33971,3,43558,13
33972,3,43559,13
33973,3,43560,13
33974,3,43561,13
33975,3,43562,13
33982,3,43569,13
33983,3,43570,13
33984,3,43571,13
33985,3,43572,13
33986,3,43573,13
33987,3,43574,13
33988,3,43575,13
33989,3,43576,13
33990,3,43577,13
33991,3,43578,13
33992,3,43579,13
33993,3,43580,13
33994,3,43581,13
33995,3,43582,13
33996,3,43583,13
33997,3,43584,13
33998,3,43585,13
33999,3,43586,13
34000,3,43587,13
34001,3,43588,13
34002,3,43589,13
34003,3,43590,13
34004,3,43591,13
34005,3,43592,13
34006,3,43593,13
34007,3,43594,13
34009,3,43595,13
34008,3,43596,13
34010,3,43597,13
34012,3,43599,13
34013,3,43600,13
34014,3,43602,13
34015,3,43603,13
34016,3,43604,13
34018,3,43605,13
34019,3,43606,13
34020,3,43607,13
34021,3,43608,13
34022,3,43609,13
34017,3,43610,13
34023,3,43612,13
34024,3,43613,13
34026,3,43614,13
34027,3,43615,13
34028,3,43616,13
34029,3,43617,13
34030,3,43618,13
34031,3,43619,13
34025,3,43620,13
34464,3,43998,13
34486,3,44008,13
34506,3,44025,13
34507,3,44026,13
34508,3,44027,13
34509,3,44028,13
34510,3,44029,13
34511,3,44030,13
34778,3,44249,13
34779,3,44250,13
34809,3,44275,13
35098,3,44509,13
36911,3,44607,13
35373,3,44700,13
35374,3,44701,13
35375,3,44702,13
35376,3,44703,13
35377,3,44704,13
35378,3,44705,13
35379,3,44706,13
35380,3,44707,13
35381,3,44708,13
35382,3,44709,13
35383,3,44710,13
35384,3,44711,13
35385,3,44712,13
35386,3,44713,13
35387,3,44714,13
35388,3,44715,13
35389,3,44716,13
35390,3,44717,13
35391,3,44718,13
35392,3,44719,13
35393,3,44720,13
35394,3,44721,13
35395,3,44722,13
35396,3,44723,13
35410,3,44735,13
35411,3,44736,13
35412,3,44737,13
35414,3,44739,13
35477,3,44797,13
35507,3,44814,13
35508,3,44833,13
35509,3,44834,13
35510,3,44835,13
35511,3,44836,13
35512,3,44837,13
35513,3,44838,13
35514,3,44839,13
35516,3,44841,13
35517,3,44842,13
35518,3,44843,13
35519,3,44844,13
35520,3,44845,13
35521,3,44846,13
35522,3,44847,13
35523,3,44848,13
35524,3,44849,13
35525,3,44850,13
35526,3,44851,13
35527,3,44852,13
35528,3,44853,13
35529,3,44854,13
35530,3,44855,13
35531,3,44856,13
35532,3,44857,13
35533,3,44858,13
35534,3,44859,13
35535,3,44860,13
35536,3,44861,13
35537,3,44862,13
35538,3,44863,13
35539,3,44864,13
35540,3,44865,13
35541,3,44866,13
35542,3,44867,13
35544,3,44868,13
35543,3,44869,13
35545,3,44870,13
35548,3,44871,13
35546,3,44872,13
35547,3,44873,13
35549,3,44874,13
35550,3,44875,13
35551,3,44876,13
35552,3,44877,13
35564,3,44891,13
35565,3,44892,13
35636,3,44950,13
35637,3,44951,13
35638,3,44952,13
35639,3,44953,13
35640,3,44954,13
35641,3,44955,13
35642,3,44956,13
35643,3,44957,13
35644,3,44958,13
35645,3,44959,13
35646,3,44960,13
35647,3,44961,13
35648,3,44962,13
35649,3,44963,13
35650,3,44964,13
35651,3,44965,13
35652,3,44966,13
35653,3,44967,13
35654,3,44968,13
35655,3,44969,13
35656,3,44970,13
35657,3,44971,13
35658,3,44972,13
35659,3,44973,13
35660,3,44974,13
35661,3,44975,13
35662,3,44976,13
35663,3,44977,13
35664,3,44978,13
35665,3,44979,13
35666,3,44980,13
35667,3,44981,13
35668,3,44982,13
35669,3,44983,13
35670,3,44984,13
35671,3,44985,13
35672,3,44986,13
35673,3,44988,13
35674,3,44989,13
35675,3,44990,13
35676,3,44991,13
35677,3,44992,13
35678,3,44993,13
35679,3,44994,13
35680,3,44995,13
35681,3,44996,13
35682,3,44997,13
35683,3,44998,13
35684,3,44999,13
35685,3,45000,13
35686,3,45001,13
35687,3,45002,13
35688,3,45003,13
35689,3,45004,13
35690,3,45005,13
35691,3,45006,13
35692,3,45007,13
35693,3,45008,13
35694,3,45009,13
35695,3,45010,13
35696,3,45011,13
35697,3,45012,13
35698,3,45013,13
35699,3,45014,13
35700,3,45016,13
35701,3,45017,13
35702,3,45018,13
35703,3,45019,13
35704,3,45020,13
35705,3,45021,13
35706,3,45022,13
35707,3,45023,13
35708,3,45024,13
35709,3,45025,13
35710,3,45026,13
35711,3,45027,13
35712,3,45028,13
35713,3,45029,13
35714,3,45030,13
35715,3,45031,13
35716,3,45032,13
35717,3,45033,13
35723,3,45040,13
35724,3,45041,13
35725,3,45042,13
35726,3,45043,13
35727,3,45044,13
35728,3,45045,13
35729,3,45046,13
35730,3,45047,13
35731,3,45048,13
35732,3,45049,13
35733,3,45050,13
35734,3,45051,13
35735,3,45052,13
35736,3,45053,13
35737,3,45054,13
35738,3,45055,13
35739,3,45056,13
35740,3,45057,13
35741,3,45058,13
35742,3,45059,13
35743,3,45060,13
35744,3,45061,13
35745,3,45062,13
35746,3,45063,13
35747,3,45064,13
35748,3,45065,13
35749,3,45066,13
35750,3,45067,13
35751,3,45068,13
35752,3,45069,13
35753,3,45070,13
35754,3,45071,13
35755,3,45072,13
35756,3,45073,13
35757,3,45074,13
35758,3,45075,13
35759,3,45076,13
35760,3,45077,13
35761,3,45078,13
35762,3,45079,13
35763,3,45080,13
35764,3,45081,13
35765,3,45082,13
35766,3,45083,13
35767,3,45084,13
35768,3,45085,13
35769,3,45086,13
35770,3,45087,13
35771,3,45088,13
35772,3,45089,13
35773,3,45090,13
35774,3,45091,13
35775,3,45092,13
35776,3,45093,13
35777,3,45094,13
35778,3,45095,13
35779,3,45096,13
35780,3,45097,13
35781,3,45098,13
35782,3,45099,13
35783,3,45100,13
35784,3,45101,13
35785,3,45102,13
35786,3,45103,13
35787,3,45104,13
35788,3,45105,13
35789,3,45106,13
36217,3,45320,13
36218,3,45321,13
36219,3,45322,13
36220,3,45323,13
36221,3,45324,13
36222,3,45331,13
36223,3,45332,13
36224,3,45333,13
36225,3,45334,13
36226,3,45335,13
36230,3,45342,13
36231,3,45343,13
36232,3,45344,13
36233,3,45345,13
36234,3,45346,13
36235,3,45347,13
36236,3,45348,13
36237,3,45349,13
36238,3,45350,13
36239,3,45351,13
36240,3,45352,13
36241,3,45353,13
36270,3,45374,13
36294,3,45389,13
36295,3,45390,13
36296,3,45391,13
36297,3,45392,13
36298,3,45393,13
36299,3,45394,13
36300,3,45395,13
36301,3,45396,13
36302,3,45397,13
36704,3,45796,13
36749,3,45837,13
36771,3,45858,13
36772,3,45859,13
36769,3,45860,13
36770,3,45861,13
36881,3,45945,13
36882,3,45946,13
36883,3,45947,13
36884,3,45948,13
36885,3,45950,13
37070,3,46113,13
37072,3,46114,13
37071,3,46115,13
37073,3,46116,13
37074,3,46117,13
37075,3,46118,13
37077,3,46119,13
37076,3,46120,13
37078,3,46121,13
37079,3,46122,13
37274,3,46265,13
37275,3,46266,13
37276,3,46267,13
37277,3,46268,13
37278,3,46269,13
37279,3,46270,13
37280,3,46271,13
37281,3,46272,13
37282,3,46273,13
37283,3,46274,13
37284,3,46275,13
37285,3,46276,13
37286,3,46277,13
37287,3,46278,13
37288,3,46279,13
37289,3,46280,13
37290,3,46281,13
37291,3,46282,13
37292,3,46283,13
37293,3,46284,13
37294,3,46285,13
37295,3,46286,13
37296,3,46287,13
37297,3,46288,13
37298,3,46289,13
37299,3,46290,13
37300,3,46291,13
37301,3,46292,13
37302,3,46293,13
37304,3,46294,13
37305,3,46295,13
37306,3,46296,13
37307,3,46297,13
37308,3,46298,13
37309,3,46299,13
37310,3,46300,13
37311,3,46301,13
37312,3,46302,13
37313,3,46303,13
37322,3,46304,13
37314,3,46305,13
37315,3,46306,13
37316,3,46307,13
37317,3,46308,13
37318,3,46309,13
37319,3,46310,13
37320,3,46311,13
37321,3,46312,13
37323,3,46313,13
37324,3,46314,13
37325,3,46315,13
37326,3,46316,13
37327,3,46317,13
37328,3,46318,13
37329,3,46319,13
37330,3,46320,13
37331,3,46321,13
37332,3,46322,13
37333,3,46323,13
37334,3,46324,13
37335,3,46325,13
37336,3,46326,13
37337,3,46327,13
37338,3,46328,13
37339,3,46329,13
37340,3,46330,13
37341,3,46331,13
37343,3,46332,13
37344,3,46333,13
37345,3,46334,13
37346,3,46335,13
37347,3,46336,13
37348,3,46337,13
37349,3,46338,13
37350,3,46339,13
37351,3,46340,13
37352,3,46341,13
37353,3,46342,13
37354,3,46343,13
37355,3,46344,13
37356,3,46345,13
37357,3,46346,13
37358,3,46347,13
37359,3,46348,13
37360,3,46349,13
37361,3,46350,13
37363,3,46351,13
37362,3,46352,13
37364,3,46353,13
37371,3,46354,13
37365,3,46355,13
37368,3,46356,13
37369,3,46357,13
37366,3,46358,13
37367,3,46359,13
37370,3,46360,13
37372,3,46362,13
37373,3,46363,13
37374,3,46364,13
37377,3,46365,13
37378,3,46366,13
37379,3,46367,13
37380,3,46368,13
37381,3,46369,13
37382,3,46370,13
37383,3,46371,13
37384,3,46372,13
37385,3,46373,13
37386,3,46374,13
37387,3,46375,13
37388,3,46376,13
37390,3,46377,13
37389,3,46378,13
37391,3,46379,13
37392,3,46380,13
37393,3,46381,13
37394,3,46382,13
37395,3,46383,13
37396,3,46384,13
37397,3,46385,13
37398,3,46386,13
37399,3,46387,13
37400,3,46388,13
37401,3,46389,13
37402,3,46390,13
37403,3,46391,13
37404,3,46392,13
37405,3,46393,13
37406,3,46394,13
37407,3,46395,13
37408,3,46396,13
37409,3,46397,13
37412,3,46398,13
37410,3,46399,13
37411,3,46400,13
37413,3,46401,13
37414,3,46402,13
37415,3,46403,13
37416,3,46404,13
37417,3,46405,13
37418,3,46406,13
37419,3,46407,13
37420,3,46408,13
37421,3,46409,13
37422,3,46410,13
37423,3,46411,13
37426,3,46412,13
37424,3,46413,13
37425,3,46414,13
37427,3,46415,13
37428,3,46416,13
37429,3,46417,13
37430,3,46418,13
37431,3,46419,13
37432,3,46420,13
37433,3,46421,13
37434,3,46422,13
37435,3,46423,13
37436,3,46424,13
37445,3,46425,13
37437,3,46426,13
37438,3,46427,13
37439,3,46428,13
37440,3,46429,13
37441,3,46430,13
37442,3,46431,13
37443,3,46432,13
37444,3,46433,13
37454,3,46434,13
37446,3,46435,13
37447,3,46436,13
37448,3,46437,13
37449,3,46438,13
37450,3,46439,13
37451,3,46440,13
37452,3,46441,13
37453,3,46442,13
37455,3,46443,13
37456,3,46444,13
37457,3,46445,13
37458,3,46446,13
37459,3,46447,13
37460,3,46448,13
37461,3,46449,13
37462,3,46450,13
37463,3,46451,13
37466,3,46452,13
37467,3,46453,13
37468,3,46454,13
37469,3,46455,13
37470,3,46456,13
37471,3,46457,13
37472,3,46458,13
37473,3,46459,13
37474,3,46460,13
37475,3,46461,13
37476,3,46462,13
37478,3,46463,13
37479,3,46465,13
37480,3,46466,13
37481,3,46467,13
37482,3,46468,13
37483,3,46469,13
37484,3,46470,13
37485,3,46471,13
37486,3,46472,13
37487,3,46473,13
37488,3,46474,13
37489,3,46475,13
37490,3,46476,13
37491,3,46477,13
37492,3,46478,13
37493,3,46479,13
37494,3,46480,13
37495,3,46481,13
37496,3,46482,13
37497,3,46483,13
37498,3,46484,13
37499,3,46485,13
37500,3,46486,13
37501,3,46487,13
37502,3,46488,13
37504,3,46489,13
37503,3,46490,13
37505,3,46491,13
37526,3,46492,13
37506,3,46493,13
37507,3,46494,13
37508,3,46495,13
37509,3,46496,13
37510,3,46497,13
37511,3,46498,13
37512,3,46499,13
37513,3,46500,13
37514,3,46501,13
37515,3,46502,13
37516,3,46503,13
37517,3,46504,13
37518,3,46505,13
37519,3,46506,13
37520,3,46507,13
37521,3,46508,13
37522,3,46509,13
37523,3,46510,13
38385,3,46511,13
37525,3,46512,13
37524,3,46513,13
37528,3,46520,13
37529,3,46521,13
37530,3,46522,13
37531,3,46523,13
37532,3,46524,13
37533,3,46525,13
37534,3,46526,13
37535,3,46527,13
37536,3,46528,13
37537,3,46529,13
37538,3,46530,13
37539,3,46531,13
37540,3,46532,13
37541,3,46533,13
37542,3,46534,13
37543,3,46535,13
37544,3,46536,13
37547,3,46537,13
37548,3,46538,13
37549,3,46539,13
37550,3,46540,13
37551,3,46541,13
37552,3,46542,13
37553,3,46543,13
37554,3,46544,13
37555,3,46545,13
37556,3,46546,13
37557,3,46547,13
37558,3,46548,13
37559,3,46549,13
37560,3,46550,13
37561,3,46551,13
37562,3,46552,13
37563,3,46553,13
37564,3,46554,13
37565,3,46555,13
37566,3,46556,13
37567,3,46557,13
37568,3,46558,13
37569,3,46559,13
37570,3,46560,13
37571,3,46561,13
37572,3,46562,13
37573,3,46563,13
37574,3,46564,13
37575,3,46565,13
37576,3,46566,13
37577,3,46567,13
37578,3,46568,13
37579,3,46569,13
37589,3,46570,13
37586,3,46571,13
37590,3,46572,13
37581,3,46573,13
37584,3,46574,13
37591,3,46575,13
37580,3,46576,13
37585,3,46577,13
37592,3,46578,13
37582,3,46579,13
37587,3,46580,13
37593,3,46581,13
37594,3,46582,13
37595,3,46583,13
37602,3,46584,13
37603,3,46585,13
37604,3,46586,13
37605,3,46587,13
37631,3,46588,13
37606,3,46589,13
37596,3,46590,13
37597,3,46591,13
37598,3,46592,13
37607,3,46593,13
37632,3,46594,13
37599,3,46595,13
37608,3,46596,13
37600,3,46597,13
37601,3,46598,13
37633,3,46599,13
37609,3,46600,13
37614,3,46601,13
37610,3,46602,13
37634,3,46603,13
37616,3,46604,13
37611,3,46605,13
37635,3,46606,13
37617,3,46607,13
37612,3,46608,13
37618,3,46609,13
37636,3,46610,13
37613,3,46611,13
37620,3,46612,13
37637,3,46613,13
37622,3,46614,13
37625,3,46615,13
37626,3,46616,13
37623,3,46617,13
37627,3,46618,13
37628,3,46619,13
37629,3,46620,13
37630,3,46621,13
37645,3,46622,13
37646,3,46623,13
37638,3,46624,13
37647,3,46625,13
37639,3,46626,13
37640,3,46627,13
37641,3,46628,13
37691,3,46629,13
37642,3,46630,13
37643,3,46631,13
37644,3,46632,13
37648,3,46633,13
37692,3,46634,13
37649,3,46635,13
37652,3,46636,13
37653,3,46637,13
37650,3,46638,13
37654,3,46639,13
37651,3,46640,13
37655,3,46641,13
37656,3,46642,13
37657,3,46643,13
37658,3,46644,13
37665,3,46645,13
37659,3,46646,13
37667,3,46647,13
37660,3,46648,13
37669,3,46649,13
37661,3,46650,13
37671,3,46651,13
37663,3,46652,13
37662,3,46653,13
37672,3,46654,13
37664,3,46655,13
37673,3,46656,13
37693,3,46657,13
37674,3,46658,13
37675,3,46659,13
37694,3,46660,13
37677,3,46661,13
37676,3,46662,13
37678,3,46663,13
37695,3,46664,13
37679,3,46665,13
37680,3,46666,13
37696,3,46667,13
37681,3,46668,13
37682,3,46669,13
37697,3,46670,13
37683,3,46671,13
37684,3,46672,13
37685,3,46673,13
37686,3,46674,13
37687,3,46675,13
37688,3,46676,13
37689,3,46677,13
37699,3,46678,13
37690,3,46679,13
37706,3,46680,13
37707,3,46681,13
37708,3,46684,13
37705,3,46686,13
37717,3,46687,13
37718,3,46688,13
37719,3,46689,13
37720,3,46690,13
37721,3,46691,13
37709,3,46692,13
37710,3,46693,13
37711,3,46694,13
37712,3,46695,13
37713,3,46696,13
37714,3,46697,13
