id,BomCode,BomCodeName,CanPacking,Remark,LastUpdatedDateTime,NeedPicking
10187,X206140,25mm做旧L型圆角台面(两边)(右前圆角),0,,2017-08-16 16:05:37.717,
10188,X206143,25mm做旧L型圆角台面(三边)(左前左后圆角),0,,2017-08-16 16:05:37.717,
10189,X206144,25mm做旧L型圆角台面(三边)(右前右后圆角),0,,2017-08-16 16:05:37.72,
10190,X221149,25mm做旧左切斜台面,0,,2017-08-16 16:05:37.72,
10191,X221150,25mm做旧右切斜台面,0,,2017-08-16 16:05:37.72,
10192,X206153,25mm做旧L型切斜台面,0,,2017-08-16 16:05:37.723,
10193,X206154,25mm做旧L型圆角台面,0,,2017-08-16 16:05:37.727,
10194,X221163,25mm做旧左切斜台面(1H1L),0,,2017-08-16 16:05:37.727,
10195,X221164,25mm做旧左切斜台面(1H),0,,2017-08-16 16:05:37.73,
10196,X221165,25mm做旧左切斜台面(1L),0,,2017-08-16 16:05:37.73,
10197,X221166,25mm做旧右切斜台面(1H1L),0,,2017-08-16 16:05:37.73,
10198,X221167,25mm做旧右切斜台面(1H),0,,2017-08-16 16:05:37.733,
10199,X221168,25mm做旧右切斜台面(1L),0,,2017-08-16 16:05:37.733,
10200,X210091,格子架吸塑做旧面板,0,,2017-08-16 16:05:37.737,
10201,X217021,25mm做旧方型台面阿维尼翁边造型台面(1H),0,,2017-08-16 16:05:37.737,
10202,X217027,25mm做旧方型台面阿维尼翁边造型台面(1H1L)(左圆角),0,,2017-08-16 16:05:37.74,
10203,X217028,25mm做旧方型台面阿维尼翁边造型台面(2H),0,,2017-08-16 16:05:37.74,
10204,X217029,25mm做旧方型台面阿维尼翁边造型台面(1H2L)(左右圆角),0,,2017-08-16 16:05:37.743,
10205,X217030,25mm做旧方型台面阿维尼翁边造型台面(四)(四圆角),0,,2017-08-16 16:05:37.747,
10206,X217032,25mm做旧方形台面阿维尼翁边造型台面(1H1L)(右圆角),0,,2017-08-16 16:05:37.747,
10207,X217060,18mm做旧方形台面阿维尼翁边造型台面(1H),0,,2017-08-16 16:05:37.75,
10208,X217061,18mm做旧方形台面阿维尼翁边造型台面(1H1L)(左圆角),0,,2017-08-16 16:05:37.75,
10209,X217062,18mm做旧方形台面阿维尼翁边造型台面(2H),0,,2017-08-16 16:05:37.753,
10210,X217063,18mm做旧方形台面阿维尼翁边造型台面(1H2L)(左右圆角),0,,2017-08-16 16:05:37.753,
10211,X217064,18mm做旧方形台面阿维尼翁边造型台面(四)(四圆角),0,,2017-08-16 16:05:37.757,
10212,X217065,18mm做旧方形台面阿维尼翁边造型台面(1H1L)(右圆角),0,,2017-08-16 16:05:37.757,
10213,X217162,25mm做旧方形台面圆角边造型台面,0,,2017-08-16 16:05:37.76,
10214,X217066,25mm做旧方形台面圆角边造型台面(左圆角),0,,2017-08-16 16:05:37.76,
10215,X217067,25mm做旧方形台面圆角边造型台面(右圆角),0,,2017-08-16 16:05:37.76,
10216,X217068,25mm做旧方形台面圆角边造型台面(左右圆角),0,,2017-08-16 16:05:37.763,
10217,X217069,25mm做旧方形台面圆角边造型台面(四圆角),0,,2017-08-16 16:05:37.763,
10218,X217070,18mm做旧方形台面圆角边造型台面,0,,2017-08-16 16:05:37.767,
10219,X217072,18mm做旧方形台面圆角边造型台面(左圆角),0,,2017-08-16 16:05:37.767,
10220,X217073,18mm做旧方形台面圆角边造型台面(右圆角),0,,2017-08-16 16:05:37.77,
10221,X217074,18mm做旧方形台面圆角边造型台面(左右圆角),0,,2017-08-16 16:05:37.77,
10222,X217075,18mm做旧方形台面圆角边造型台面(四圆角),0,,2017-08-16 16:05:37.77,
10223,X218030,25mm做旧圆弧台面阿维尼翁边造型板(四),0,,2017-08-16 16:05:37.773,
10224,X218064,18mm做旧圆弧台面阿维尼翁边造型板(四),0,,2017-08-16 16:05:37.773,
10225,X218029,25mm做旧前凸台面阿维尼翁边造型(1H2L),0,,2017-08-16 16:05:37.777,
10226,X218021,25mm做旧前凸台面阿维尼翁边造型(1H),0,,2017-08-16 16:05:37.777,
10227,X218063,18mm做旧前凸台面阿维尼翁边造型(1H2L),0,,2017-08-16 16:05:37.78,
10228,X218060,18mm做旧前凸台面阿维尼翁边造型(1H),0,,2017-08-16 16:05:37.78,
10229,X218069,25mm做旧圆弧台面圆角边造型板,0,,2017-08-16 16:05:37.78,
10230,X218075,18mm做旧圆弧台面圆角边造型板,0,,2017-08-16 16:05:37.783,
10231,X220067,25mm做旧L型台面圆角边造型台面(左圆角),0,,2017-08-16 16:05:37.787,
10232,X220068,25mm做旧L型台面圆角边造型台面(右圆角),0,,2017-08-16 16:05:37.787,
10233,X220069,25mm做旧L型台面圆角边造型台面(左右圆角),0,,2017-08-16 16:05:37.79,
10234,X220073,18mm做旧L型台面圆角边造型台面(左圆角),0,,2017-08-16 16:05:37.793,
10235,X220074,18mm做旧L型台面圆角边造型台面(右圆角),0,,2017-08-16 16:05:37.793,
10236,X220075,18mm做旧L型台面圆角边造型台面(左右圆角),0,,2017-08-16 16:05:37.797,
10237,X220027,25mm做旧L型台面阿维尼翁边造型板(两边)(1H1L),0,,2017-08-16 16:05:37.8,
10238,X220061,18mm做旧L型台面阿维尼翁边造型板(两边)(1H1L),0,,2017-08-16 16:05:37.8,
10239,X220078,25mm做旧L型台面阿维尼翁边造型板(三边)(2H1L)(左圆角),0,,2017-08-16 16:05:37.803,
10240,X220079,25mm做旧L型台面阿维尼翁边造型板(三边)(2H1L)(右圆角),0,,2017-08-16 16:05:37.803,
10241,X220084,25mm做旧L型台面阿维尼翁边造型板(三边)(1H2L)(左圆角),0,,2017-08-16 16:05:37.807,
10242,X220085,25mm做旧L型台面阿维尼翁边造型板(三边)(1H2L)(右圆角),0,,2017-08-16 16:05:37.81,
10243,X220080,18mm做旧L型台面阿维尼翁边造型板(三边)(2H1L)(左圆角),0,,2017-08-16 16:05:37.81,
10244,X220081,18mm做旧L型台面阿维尼翁边造型板(三边)(2H1L)(右圆角),0,,2017-08-16 16:05:37.813,
10245,X220086,18mm做旧L型台面阿维尼翁边造型板(三边)(1H2L)(左圆角),0,,2017-08-16 16:05:37.817,
10246,X220087,18mm做旧L型台面阿维尼翁边造型板(三边)(1H2L)(右圆角),0,,2017-08-16 16:05:37.817,
10247,X220030,25mm做旧L型台面阿维尼翁边造型板(四边)(左右圆角),0,,2017-08-16 16:05:37.82,
10248,X220064,18mm做旧L型台面阿维尼翁边造型板(四边)(左右圆角),0,,2017-08-16 16:05:37.823,
10249,X219060,18mm做旧上翻台面阿维尼翁边造型板(1H),0,,2017-08-16 16:05:37.823,
10250,X219061,18mm做旧上翻台面阿维尼翁边造型板(1H1L)(左圆角),0,,2017-08-16 16:05:37.827,
10251,X219065,18mm做旧上翻台面阿维尼翁边造型板(1H1L)(右圆角),0,,2017-08-16 16:05:37.83,
10252,X219063,18mm做旧上翻台面阿维尼翁边造型板(1H2L)(左右圆角),0,,2017-08-16 16:05:37.83,
10253,X219072,18mm做旧上翻台面圆角边造型板,0,,2017-08-16 16:05:37.833,
10254,X219073,18mm做旧上翻台面圆角边造型板(左圆角),0,,2017-08-16 16:05:37.837,
10255,X219074,18mm做旧上翻台面圆角边造型板(右圆角),0,,2017-08-16 16:05:37.84,
10256,X219075,18mm做旧上翻台面圆角边造型板(左右圆角),0,,2017-08-16 16:05:37.84,
10257,X219076,18mm做旧上翻台面圆角边造型板(四圆角),0,,2017-08-16 16:05:37.843,
10258,X218099,18mm做旧圆弧台面三边做型,0,,2017-08-16 16:05:37.847,
10259,X223103,18mm做旧左切斜台面(1斜边),0,,2017-08-16 16:05:37.85,
10260,X223104,18mm做旧左切斜台面(1斜边1L),0,,2017-08-16 16:05:37.85,
10261,X223105,18mm做旧左切斜台面(1斜边1H),0,,2017-08-16 16:05:37.853,
10262,X223106,18mm做旧左切斜台面(1斜边1H1L),0,,2017-08-16 16:05:37.857,
10263,X223107,18mm做旧右切斜台面(1斜边),0,,2017-08-16 16:05:37.86,
10264,X223108,18mm做旧右切斜台面(1斜边1L),0,,2017-08-16 16:05:37.86,
10265,X223109,18mm做旧右切斜台面(1斜边1H),0,,2017-08-16 16:05:37.863,
10266,X223110,18mm做旧右切斜台面(1斜边1H1L),0,,2017-08-16 16:05:37.867,
10267,X220112,18mm做旧L型切斜台面(一边)(正面),0,,2017-08-16 16:05:37.87,
10268,X220113,18mm做旧L型切斜台面(两边)(左前圆角),0,,2017-08-16 16:05:37.87,
10269,X220114,18mm做旧L型切斜台面(两边)(右前圆角),0,,2017-08-16 16:05:37.873,
10270,X220115,18mm做旧L型切斜台面(三边)(左前左后圆角),0,,2017-08-16 16:05:37.873,
10271,X220116,18mm做旧L型切斜台面(三边)(右前右后圆角),0,,2017-08-16 16:05:37.877,
10272,X220117,18mm做旧L型圆角台面(一边)(正面),0,,2017-08-16 16:05:37.88,
10273,X220119,18mm做旧L型圆角台面(两边)(左前圆角),0,,2017-08-16 16:05:37.88,
10274,X220120,18mm做旧L型圆角台面(两边)(右前圆角),0,,2017-08-16 16:05:37.883,
10275,X220122,18mm做旧L型圆角台面(三边)(左前左后圆角),0,,2017-08-16 16:05:37.887,
10276,X220123,18mm做旧L型圆角台面(三边)(右前右后圆角),0,,2017-08-16 16:05:37.887,
10277,X223145,18mm做旧左切斜台面,0,,2017-08-16 16:05:37.89,
10278,X223146,18mm做旧右切斜台面,0,,2017-08-16 16:05:37.89,
10279,X220147,18mm做旧L型切斜台面,0,,2017-08-16 16:05:37.893,
10280,X220148,18mm做旧L型圆角台面,0,,2017-08-16 16:05:37.897,
10281,X223155,18mm做旧左切斜台面(1H1L),0,,2017-08-16 16:05:37.9,
10282,X223156,18mm做旧左切斜台面(1H),0,,2017-08-16 16:05:37.9,
10283,X223157,18mm做旧左切斜台面(1L),0,,2017-08-16 16:05:37.903,
10284,X223158,18mm做旧右切斜台面(1H1L),0,,2017-08-16 16:05:37.907,
10285,X223159,18mm做旧右切斜台面(1H),0,,2017-08-16 16:05:37.91,
10286,X223160,18mm做旧右切斜台面(1L),0,,2017-08-16 16:05:37.91,
10287,X218100,25mm做旧圆弧台面三边做型,0,,2017-08-16 16:05:37.913,
10288,X223124,25mm做旧左切斜台面(1斜边),0,,2017-08-16 16:05:37.917,
10289,X223125,25mm做旧左切斜台面(1斜边1L),0,,2017-08-16 16:05:37.92,
10290,X223126,25mm做旧左切斜台面(1斜边1H),0,,2017-08-16 16:05:37.92,
10291,X223127,25mm做旧左切斜台面(1斜边1H1L),0,,2017-08-16 16:05:37.923,
10292,X223128,25mm做旧右切斜台面(1斜边),0,,2017-08-16 16:05:37.927,
10293,X223129,25mm做旧右切斜台面(1斜边1L),0,,2017-08-16 16:05:37.927,
10294,X223223,25mm做旧右切斜台面(1斜边1H),0,,2017-08-16 16:05:37.93,
10295,X223131,25mm做旧右切斜台面(1斜边1H1L),0,,2017-08-16 16:05:37.93,
10296,X220133,25mm做旧L型切斜台面(一边)(正面),0,,2017-08-16 16:05:37.933,
10297,X220134,25mm做旧L型切斜台面(两边)(左前圆角),0,,2017-08-16 16:05:37.937,
10298,X220135,25mm做旧L型切斜台面(两边)(右前圆角),0,,2017-08-16 16:05:37.94,
10299,X220136,25mm做旧L型切斜台面(三边)(左前左后圆角),0,,2017-08-16 16:05:37.94,
10300,X220137,25mm做旧L型切斜台面(三边)(右前右后圆角),0,,2017-08-16 16:05:37.943,
10301,X220138,25mm做旧L型圆角台面(一边)(正面),0,,2017-08-16 16:05:37.947,
10302,X220139,25mm做旧L型圆角台面(两边)(左前圆角),0,,2017-08-16 16:05:37.95,
10303,X220140,25mm做旧L型圆角台面(两边)(右前圆角),0,,2017-08-16 16:05:37.953,
10304,X220143,25mm做旧L型圆角台面(三边)(左前左后圆角),0,,2017-08-16 16:05:37.953,
10305,X220144,25mm做旧L型圆角台面(三边)(右前右后圆角),0,,2017-08-16 16:05:37.957,
10306,X223149,25mm做旧左切斜台面,0,,2017-08-16 16:05:37.96,
10307,X223150,25mm做旧右切斜台面,0,,2017-08-16 16:05:37.96,
10308,X220153,25mm做旧L型切斜台面,0,,2017-08-16 16:05:37.963,
10309,X220154,25mm做旧L型圆角台面,0,,2017-08-16 16:05:37.967,
10310,X223163,25mm做旧左切斜台面(1H1L),0,,2017-08-16 16:05:37.967,
10311,X223164,25mm做旧左切斜台面(1H),0,,2017-08-16 16:05:37.97,
10312,X223165,25mm做旧左切斜台面(1L),0,,2017-08-16 16:05:37.973,
10313,X223166,25mm做旧右切斜台面(1H1L),0,,2017-08-16 16:05:37.973,
10314,X223167,25mm做旧右切斜台面(1H),0,,2017-08-16 16:05:37.977,
10315,X223168,25mm做旧右切斜台面(1L),0,,2017-08-16 16:05:37.98,
10316,X108169,化妆抽铰链吸塑挡板,0,,2017-08-16 16:05:37.98,
10317,X125169,化妆抽铰链吸塑挡板,0,,2017-08-16 16:05:37.983,
10318,104104007F,推拉式收纳窄柜男士模式柜芯(新),0,,2017-08-17 11:39:50.863,
10319,104104006F,推拉式收纳窄柜女士模式柜芯(新),0,,2017-08-17 11:39:50.89,
10320,FX902001,圆弧装饰望板(切割),0,,2017-08-17 11:39:50.91,
10321,921013A03,一体机上柜底板(白色烤漆十分光),0,,2017-08-17 11:39:50.913,
10322,921013A05,一体机下柜顶板(白色烤漆十分光),0,,2017-08-17 11:39:50.913,
10323,921013A14,一体机下柜层板,0,,2017-08-17 11:39:50.917,
10324,921013A09,一体机显示器支撑板(白色烤漆十分光),0,,2017-08-17 11:39:50.92,
10325,921013A15,一体机下柜底板,0,,2017-08-17 11:39:50.92,
10326,921013A04,一体机门板(白色烤漆十分光),0,,2017-08-17 11:39:50.923,
10327,921013A13,一体机下柜背板,0,,2017-08-17 11:39:50.927,
10328,921013A10,一体机上柜左侧板(白色烤漆十分光),0,,2017-08-17 11:39:50.93,
10329,921013A11,一体机上柜右侧板(白色烤漆十分光),0,,2017-08-17 11:39:50.933,
10330,921013A06,一体机假门板(白色烤漆十分光),0,,2017-08-17 11:39:50.94,
10331,921013A08,一体机脚线(白色烤漆十分光),0,,2017-08-17 11:39:50.95,
10332,921013A16,一体机下柜前侧板,0,,2017-08-17 11:39:50.953,
10333,921013A12,一体机下柜后侧板(白色烤漆十分光),0,,2017-08-17 11:39:50.96,
10334,921013A01,一体机上柜面板(白色烤漆十分光),0,,2017-08-17 11:39:50.96,
10335,921013A07,一体机上柜背板(白色烤漆十分光),0,,2017-08-17 11:39:50.967,
10336,921013A02,一体机下柜面板(白色烤漆十分光),0,,2017-08-17 11:39:50.97,
10337,FMX9010,非标冲浪百叶(油漆纸),0,,2017-08-17 11:39:50.997,
10338,FMX9110,非标斜拼冲浪百叶(油漆纸)(左斜),0,,2017-08-17 11:39:51.0,
10339,FMX9210,非标斜拼冲浪百叶(油漆纸)(右斜),0,,2017-08-17 11:39:51.003,
10340,FMX9310,非标斜拼冲浪百叶(油漆纸)(V字型),0,,2017-08-17 11:39:51.007,
10341,FMX9410,非标马赛大百叶(油漆纸),0,,2017-08-17 11:39:51.01,
10342,FMX9510,非标斜拼马赛大百叶(油漆纸)(左斜),0,,2017-08-17 11:39:51.013,
10343,FMX9610,非标斜拼马赛大百叶(油漆纸)(右斜),0,,2017-08-17 11:39:51.013,
10344,FMX9710,非标斜拼马赛大百叶(油漆纸)(V字型),0,,2017-08-17 11:39:51.017,
10345,FMX9810,非标尼斯百叶(油漆纸),0,,2017-08-17 11:39:51.02,
10346,FMX9910,非标斜拼尼斯百叶(油漆纸)(左斜),0,,2017-08-17 11:39:51.023,
10347,FMX10010,非标斜拼尼斯百叶(油漆纸)(右斜),0,,2017-08-17 11:39:51.027,
10348,FMX10110,非标斜拼尼斯百叶(油漆纸)(V字型),0,,2017-08-17 11:39:51.03,
10349,N-Z-ZSX-LNRW,内圆弧装饰底线（左内右外）,0,,2017-08-17 11:39:51.057,
10350,N-Z-ZSX-LWRN,内圆弧装饰底线（左外右内）,0,,2017-08-17 11:39:51.06,
10351,FMX07301,非标18mm吸塑酒杯架,0,,2017-08-17 11:39:51.067,
10352,FMX07302,非标18mm吸塑酒杯架(202C),0,,2017-08-17 11:39:51.07,
10353,CG20100025,J款梳妆台4mm银镜(加工贴板）,0,,2017-08-17 11:39:51.093,
10354,FC11865L,18mm斜切造型矮柜左侧板,0,,2017-08-17 11:39:51.117,
10355,FC12525L,25mm斜切造型矮柜左侧板,0,,2017-08-17 11:39:51.14,
10356,FC13501L,35mm斜切造型矮柜左侧板,0,,2017-08-17 11:39:51.143,
10357,FC11865R,18mm斜切造型矮柜右侧板,0,,2017-08-17 11:39:51.147,
10358,FC12525R,25mm斜切造型矮柜右侧板,0,,2017-08-17 11:39:51.15,
10359,FC13501R,35mm斜切造型矮柜右侧板,0,,2017-08-17 11:39:51.153,
10360,FT118163,18mm斜切造型矮柜台面,0,,2017-08-17 11:39:51.16,
10361,FT125104,25mm斜切造型矮柜台面,0,,2017-08-17 11:39:51.16,
10362,FT13513,35mm斜切造型矮柜台面,0,,2017-08-17 11:39:51.163,
10363,FT118164,18mm斜切造型矮柜台面(做形),0,,2017-08-17 11:39:51.167,
10364,FT125105,25mm斜切造型矮柜台面(做形),0,,2017-08-17 11:39:51.17,
10365,FT13514,35mm斜切造型矮柜台面(做形),0,,2017-08-17 11:39:51.173,
10366,FZM021801,唯尔枫光封边拉手抽面,0,,2017-08-17 11:39:51.177,
10367,FZM021802,唯尔枫光按弹封边拉手抽面,0,,2017-08-17 11:39:51.18,
10368,FZM021803,唯尔枫光阻尼封边拉手抽面,0,,2017-08-17 11:39:51.183,
10369,FMM051801,唯尔枫光封边拉手门板(竖纹 封1L),0,,2017-08-17 11:39:51.203,
10370,FMM051802,唯尔枫光封边拉手门板(竖纹 封1H),0,,2017-08-17 11:39:51.203,
10371,FMM051803,唯尔枫光封边拉手门板(横纹 封1H),0,,2017-08-17 11:39:51.207,
10372,FMM051804,唯尔枫光封边拉手门板(横纹 封1L),0,,2017-08-17 11:39:51.21,
10373,FMM081801,唯尔枫光封边拉手上翻门板(竖纹),0,,2017-08-17 11:39:51.21,
10374,FMM081802,唯尔枫光封边拉手上翻门板(横纹),0,,2017-08-17 11:39:51.213,
10375,FMM081803,唯尔枫光封边拉手下翻门板(竖纹),0,,2017-08-17 11:39:51.217,
10376,FMM081804,唯尔枫光封边拉手下翻门板(横纹),0,,2017-08-17 11:39:51.22,
10377,FMM081805,唯尔枫光封边拉手上翻门板(随意停)(竖纹),0,,2017-08-17 11:39:51.243,
10378,FMM081806,唯尔枫光封边拉手上翻门板(随意停)(横纹),0,,2017-08-17 11:39:51.247,
10379,FMM081807,唯尔枫光封边拉手下翻门板(随意停)(竖纹),0,,2017-08-17 11:39:51.25,
10380,FMM081808,唯尔枫光封边拉手下翻门板(随意停)(横纹),0,,2017-08-17 11:39:51.25,
10381,FZ991803,塞纳枫晴墙板,0,,2017-08-17 11:39:51.253,
10382,FZ991804,塞纳枫晴墙板(做形),0,,2017-08-17 11:39:51.257,
10383,FZ061836,吸塑酒杯架后挡板,0,,2017-08-17 11:39:51.26,
10384,FZC031803,非标18mm阻尼四边抽抽侧(18mm抽芯),0,,2017-08-17 11:39:51.28,
10385,FZH031803,非标18mm阻尼四边抽抽后(18mm抽芯),0,,2017-08-17 11:39:51.28,
10386,FZQ031804,非标18mm阻尼四边抽抽前(18mm抽芯),0,,2017-08-17 11:39:51.283,
10387,FZD011011,非标10mm阻尼四边抽抽底(18mm抽芯),0,,2017-08-17 11:39:51.287,
10388,FZC031802,非标18mm阻尼三边抽抽侧(18mm抽芯),0,,2017-08-17 11:39:51.29,
10389,FZH031804,非标18mm阻尼三边抽抽后(18mm抽芯),0,,2017-08-17 11:39:51.29,
10390,FZD011012,非标10mm阻尼三边抽底板(18mm抽芯),0,,2017-08-17 11:39:51.293,
10391,FMM062501,25mm梗门板,0,,2017-08-17 11:39:51.297,
10392,FZQ031805,非标加锁18mm阻尼抽屉前板(18mm抽芯),0,,2017-08-17 11:39:51.323,
10393,FZC031804,非标18mm四边抽按弹轨抽侧(18mm抽芯),0,,2017-08-17 11:39:51.35,
10394,FZH031805,非标18mm四边抽按弹轨抽后(18mm抽芯),0,,2017-08-17 11:39:51.35,
10395,FZQ031806,非标18mm四边抽按弹轨抽前(18mm抽芯),0,,2017-08-17 11:39:51.353,
10396,FZM021804,唯尔枫光封边拉手假抽面,0,,2017-08-17 11:39:51.357,
10397,FMM081809,唯尔枫光封边拉手假门板(竖纹1L),0,,2017-08-17 11:39:51.36,
10398,FMM081810,唯尔枫光封边拉手假门板(竖纹1H),0,,2017-08-17 11:39:51.363,
10399,FMM081811,唯尔枫光封边拉手假门板(横纹1H),0,,2017-08-17 11:39:51.367,
10400,FMM081812,唯尔枫光封边拉手假门板(横纹1L),0,,2017-08-17 11:39:51.37,
10401,FZM062001,安纳西/吉维尼横抽A吸塑单面板,0,,2017-08-17 11:39:51.4,
10402,FZM062002,安纳西横抽B门框,0,,2017-08-17 11:39:51.43,
10403,FZM062003,安纳西横抽C门框,0,,2017-08-17 11:39:51.433,
10404,FZM062004,安纳西横抽D门框,0,,2017-08-17 11:39:51.437,
10405,FZM062005,安纳西/吉维尼直抽A吸塑单面板,0,,2017-08-17 11:39:51.44,
10406,FZM062006,安纳西直抽B门框,0,,2017-08-17 11:39:51.443,
10407,FZM062007,安纳西直抽C门框,0,,2017-08-17 11:39:51.447,
10408,FZM062008,安纳西直抽D门框,0,,2017-08-17 11:39:51.45,
10409,FMX082001,安纳西吸塑掩门门框(真门),0,,2017-08-17 11:39:51.45,
10410,FMX082002,安纳西吸塑掩门门框(假门),0,,2017-08-17 11:39:51.453,
10411,FMX082003,安纳西吸塑上翻门门框,0,,2017-08-17 11:39:51.457,
10412,FMX082058,安纳西吸塑下翻门门框,0,,2017-08-17 11:39:51.46,
10413,FMX082004,安纳西吸塑玻璃掩门门框(真门),0,,2017-08-17 11:39:51.46,
10414,FMX082005,安纳西吸塑玻璃掩门门框(假门),0,,2017-08-17 11:39:51.463,
10415,FMX082006,安纳西吸塑上翻玻璃掩门门框,0,,2017-08-17 11:39:51.467,
10416,FMX082059,安纳西吸塑下翻玻璃掩门门框,0,,2017-08-17 11:39:51.47,
10417,FMX082007,安纳西吸塑工字型清波掩门门框(真门),0,,2017-08-17 11:39:51.47,
10418,FMX082008,安纳西吸塑工字型清波掩门门框(假门),0,,2017-08-17 11:39:51.473,
10419,FMX082009,安纳西吸塑工字型上翻清波掩门门框,0,,2017-08-17 11:39:51.477,
10420,FMX082060,安纳西吸塑工字型下翻清波掩门门框,0,,2017-08-17 11:39:51.48,
10421,FMX082010,安纳西吸塑双格掩门门框(真门),0,,2017-08-17 11:39:51.48,
10422,FMX082011,安纳西吸塑双格掩门门框(假门),0,,2017-08-17 11:39:51.483,
10423,FMX082012,安纳西吸塑清玻双格掩门门框(真门),0,,2017-08-17 11:39:51.487,
10424,FMX082013,安纳西吸塑清玻双格掩门门框(假门),0,,2017-08-17 11:39:51.49,
10425,FMX082014,安纳西吸塑工字型玻璃双格掩门门框(真门),0,,2017-08-17 11:39:51.49,
10426,FMX082015,安纳西吸塑工字型玻璃双格掩门门框(假门),0,,2017-08-17 11:39:51.493,
10427,FMX082018,安纳西上工字型玻璃下吸塑双格掩门门框(真门),0,,2017-08-17 11:39:51.497,
10428,FMX082019,安纳西上工字型玻璃下吸塑双格掩门门框(假门),0,,2017-08-17 11:39:51.5,
10429,FZM062009,吉维尼横抽B门框,0,,2017-08-17 11:39:51.5,
10430,FZM062010,吉维尼横抽C门框,0,,2017-08-17 11:39:51.503,
10431,FZM062011,吉维尼横抽D门框,0,,2017-08-17 11:39:51.507,
10432,FZM062012,吉维尼直抽B门框,0,,2017-08-17 11:39:51.51,
10433,FZM062013,吉维尼直抽C门框,0,,2017-08-17 11:39:51.51,
10434,FZM062014,吉维尼直抽D门框,0,,2017-08-17 11:39:51.513,
10435,FMX082020,吉维尼吸塑掩门门框(真门),0,,2017-08-17 11:39:51.517,
10436,FMX082021,吉维尼吸塑掩门门框(假门),0,,2017-08-17 11:39:51.52,
10437,FMX082022,吉维尼吸塑上翻门门框,0,,2017-08-17 11:39:51.523,
10438,FMX082061,吉维尼吸塑下翻门门框,0,,2017-08-17 11:39:51.523,
10439,FMX082023,吉维尼吸塑玻璃掩门门框(真门),0,,2017-08-17 11:39:51.527,
10440,FMX082024,吉维尼吸塑玻璃掩门门框(假门),0,,2017-08-17 11:39:51.53,
10441,FMX082025,吉维尼吸塑上翻玻璃掩门门框,0,,2017-08-17 11:39:51.533,
10442,FMX082062,吉维尼吸塑下翻玻璃掩门门框,0,,2017-08-17 11:39:51.533,
10443,FMX082026,吉维尼吸塑工字型清波掩门门框(真门),0,,2017-08-17 11:39:51.537,
10444,FMX082027,吉维尼吸塑工字型清波掩门门框(假门),0,,2017-08-17 11:39:51.54,
10445,FMX082028,吉维尼吸塑工字型上翻清波掩门门框,0,,2017-08-17 11:39:51.54,
10446,FMX082063,吉维尼吸塑工字型下翻清波掩门门框,0,,2017-08-17 11:39:51.543,
10447,FMX082029,吉维尼吸塑双格掩门门框(真门),0,,2017-08-17 11:39:51.547,
10448,FMX082030,吉维尼吸塑双格掩门门框(假门),0,,2017-08-17 11:39:51.55,
10449,FMX082031,吉维尼吸塑清玻双格掩门门框(真门),0,,2017-08-17 11:39:51.55,
10450,FMX082032,吉维尼吸塑清玻双格掩门门框(假门),0,,2017-08-17 11:39:51.553,
10451,FMX082033,吉维尼吸塑工字型玻璃双格掩门门框(真门),0,,2017-08-17 11:39:51.557,
10452,FMX082034,吉维尼吸塑工字型玻璃双格掩门门框(假门),0,,2017-08-17 11:39:51.557,
10453,FMX082037,吉维尼上工字型玻璃下吸塑双格掩门门框(真门),0,,2017-08-17 11:39:51.56,
10454,FMX082038,吉维尼上工字型玻璃下吸塑双格掩门门框(假门),0,,2017-08-17 11:39:51.563,
10455,FZM062015,卡尔卡松横抽A吸塑单面板,0,,2017-08-17 11:39:51.563,
10456,FZM062016,卡尔卡松横抽B门框,0,,2017-08-17 11:39:51.567,
10457,FZM062017,卡尔卡松横抽C门框,0,,2017-08-17 11:39:51.57,
10458,FZM062018,卡尔卡松横抽D门框,0,,2017-08-17 11:39:51.573,
10459,FZM062019,卡尔卡松直抽A吸塑单面板,0,,2017-08-17 11:39:51.577,
10460,FZM062020,卡尔卡松直抽B门框,0,,2017-08-17 11:39:51.577,
10461,FZM062021,卡尔卡松直抽C门框,0,,2017-08-17 11:39:51.58,
10462,FZM062022,卡尔卡松直抽D门框,0,,2017-08-17 11:39:51.583,
10463,FMX082039,卡尔卡松吸塑掩门门框(真门),0,,2017-08-17 11:39:51.587,
10464,FMX082040,卡尔卡松吸塑掩门门框(假门),0,,2017-08-17 11:39:51.59,
10465,FMX082041,卡尔卡松吸塑上翻门门框,0,,2017-08-17 11:39:51.59,
10466,FMX082064,卡尔卡松吸塑下翻门门框,0,,2017-08-17 11:39:51.597,
10467,FMX082042,卡尔卡松吸塑玻璃掩门门框(真门),0,,2017-08-17 11:39:51.6,
10468,FMX082043,卡尔卡松吸塑玻璃掩门门框(假门),0,,2017-08-17 11:39:51.603,
10469,FMX082044,吉维尼吸塑上翻玻璃掩门门框,0,,2017-08-17 11:39:51.607,
10470,FMX082065,吉维尼吸塑下翻玻璃掩门门框,0,,2017-08-17 11:39:51.61,
10471,FMX082045,卡尔卡松吸塑工字型清波掩门门框(真门),0,,2017-08-17 11:39:51.613,
10472,FMX082046,卡尔卡松吸塑工字型清波掩门门框(假门),0,,2017-08-17 11:39:51.617,
10473,FMX082047,卡尔卡松吸塑工字型上翻清波掩门门框,0,,2017-08-17 11:39:51.62,
10474,FMX082066,卡尔卡松吸塑工字型下翻清波掩门门框,0,,2017-08-17 11:39:51.623,
