Id,Name,OrderIndex,UpdatedDateTime,CreatedDateTime,IsDeleted,Remark,EdgeBandingColor,Color2020,PriorityFlag,PaintGoods,IsOrder,EPType
1524,G32N,77321,2017-05-22 08:40:47.987,2016-03-29 15:18:28.797,0,5069SPGCN,G32T,,,Y,1,2
1525,H09Y,78091,2017-05-17 11:41:16.667,2016-03-29 15:29:41.927,0,5066SPGCY(ºáÎÆ),H09T,,,Y,1,2
1526,G27N,77271,2017-05-22 08:43:26.483,2016-03-29 15:31:16.797,0,5064SPGCN,G27T,,,Y,1,2
1527,H06N,78062,2017-05-17 11:43:01.083,2016-03-29 19:16:22.73,0,5166-1GCN,H06,,,N,1,2
1528,H10S,78101,2017-05-17 11:40:52.887,2016-03-30 17:49:23.93,0,6026GCS,H10,,,N,1,2
1529,H11Y,78111,2017-05-17 11:40:33.357,2016-03-30 17:49:53.76,0,6021SPGCY,H11T,,,Y,1,2
1530,H10,78100,2017-05-17 11:40:47.483,2016-03-30 17:50:59.84,0,6026GC,H10,,,N,1,2
1531,H10N,78103,2017-05-17 11:41:07.04,2016-03-31 09:56:50.587,0,6026GCN,H10,,,N,1,2
1532,H11N,78112,2017-05-17 11:40:40.74,2016-04-05 08:31:14.58,0,6021SPGCN,H11T,,,Y,1,2
1533,H11T,78110,2017-05-17 11:40:26.14,2016-04-05 08:31:28.36,0,6021SPGC,H11T,,,Y,1,2
1534,H12Y,78121,2017-05-17 11:40:13.007,2016-04-05 09:19:54.887,0,6034SPGCY,H12T,,,Y,1,2
1535,H12N,78122,2017-05-17 11:40:18.74,2016-04-05 09:20:10.873,0,6034SPGCN,H12T,,,Y,1,2
1536,H14T,78140,2017-05-17 11:38:51.477,2016-04-05 09:20:31.287,0,6034SPGC(ºáÎÆ),H14T,,,Y,1,2
1537,H13S,78131,2017-05-17 11:39:05.36,2016-04-05 09:21:17.48,0,6030GCS,H13,,,N,1,2
1538,H13N,78133,2017-05-17 11:39:21.033,2016-04-05 09:21:36.3,0,6030GCN,H13,,,N,1,2
1539,H15T,78150,2017-05-17 11:38:29.533,2016-04-05 16:54:09.943,0,6029SPGC,H15T,,,Y,1,2
1540,H15Y,78151,2017-05-17 11:38:34.693,2016-04-05 16:54:32.993,0,6029SPGCY,H15T,,,Y,1,2
1541,H15N,78152,2017-05-17 11:38:39.907,2016-04-05 16:55:02.45,0,6029SPGCN,H15T,,,Y,1,2
1542,H13,78130,2017-05-17 11:38:58.363,2016-04-05 19:38:17.267,0,6030GC,H13,,,N,1,2
1543,F58N,76582,2017-05-23 09:01:26.55,2016-04-06 14:20:36.313,0,5115GCN,F58,,,N,1,2
1544,201G,2012,2017-06-01 10:04:36.747,2016-04-12 15:58:40.623,0,·ÂÕæÎÚÄ¾×Ø,201,,,N,1,2
1545,H17Q,78170,2017-05-17 11:37:44.753,2016-04-15 17:21:09.553,0,YQ6010,,,,Y,1,2
1546,H16T,78160,2017-05-17 11:37:52.937,2016-04-16 14:09:08.197,0,6036SPGC,H16T,,,Y,1,2
1547,H16Y,78161,2017-05-17 11:38:01.937,2016-04-16 14:09:27.263,0,6036SPGCY,H16T,,,Y,1,2
1548,H16SY,78163,2017-05-17 11:38:13.537,2016-04-16 14:09:54.923,0,6036SPGCSY,H16T,,,Y,1,2
1549,H16ST,78162,2017-05-17 11:38:08.417,2016-04-16 14:10:14.41,0,6036SPGCST,H16T,,,Y,1,2
1550,H16N,78164,2017-05-17 11:38:20.883,2016-04-16 14:10:36.503,0,6036SPGCN,H16T,,,Y,1,2
1551,G75N,77753,2017-05-17 12:00:15.027,2016-04-19 11:33:52.927,0,6004GCN(MX206),206,,,N,1,2
1552,F28G,76283,2017-05-23 09:13:01.517,2016-04-20 15:50:49.747,0,5049GCG,F28,,,N,1,2
1553,F28F,76282,2017-05-23 09:12:55.48,2016-04-20 15:51:09.853,0,5049GCF,F28,,,N,1,2
1554,H13F,78132,2017-05-17 11:39:13.803,2016-04-25 21:24:21.233,0,6030GCF,H13,,,N,1,2
1555,H21,78210,2017-05-17 11:36:38.343,2016-04-26 15:07:50.01,0,5154-2GC,H21,,,N,1,2
1556,H21S,78211,2017-05-17 11:36:45.543,2016-04-26 15:08:18.207,0,5154-2GCS,H21,,,N,1,2
1557,H22ST,78221,2017-05-17 11:36:15.733,2016-04-29 11:00:02.517,0,6031SPGCST,H22T,,,Y,1,2
1558,H22SY,78222,2017-05-17 11:36:22.103,2016-04-29 11:00:19.52,0,6031SPGCSY,H22T,,,Y,1,2
1559,H22N,78223,2017-05-17 11:36:28.067,2016-04-29 11:00:52.023,0,6031SPGCN,H22T,,,Y,1,2
1560,H23S,78231,2017-05-17 11:35:54.453,2016-04-29 11:03:06.183,0,6029GCS,H23,,,N,1,2
1561,H23N,78232,2017-05-17 11:36:01.46,2016-04-29 11:03:39.16,0,6029GCN,H23,,,N,1,2
1562,H23,78230,2017-05-17 11:35:48.08,2016-04-29 11:03:52.797,0,6029GC,H23,,,N,1,2
1563,H25Q,78250,2017-05-17 11:34:43.68,2016-04-29 11:04:33.727,0,YQ6008,,,,Y,1,2
1564,H26Q,78260,2017-05-17 11:34:36.78,2016-04-29 11:05:11.24,0,YQ6009-1,,,,Y,1,2
1565,H24S,78241,2017-05-17 11:35:14.58,2016-04-29 11:06:15.477,0,6034GCS,H24,,,N,1,2
1566,H24J,78244,2017-05-17 11:35:37.587,2016-04-29 11:08:09.103,0,6034GCJ,H24,,,N,1,2
1567,H24N,78243,2017-05-17 11:35:29.577,2016-04-29 11:08:28.4,0,6034GCN,H24,,,N,1,2
1568,H24,78240,2017-05-17 11:35:02.077,2016-04-29 11:08:42.243,0,6034GC,H24,,,N,1,2
1569,H18T,78180,2017-05-17 11:37:28.51,2016-04-30 09:03:33.123,0,6025-1SPGC,H18T,,,Y,1,2
1570,H19T,78190,2017-05-17 11:37:22.187,2016-04-30 09:04:14.023,0,5076-1SPGC,H19T,,,Y,1,2
1571,H27S,78271,2017-05-17 11:34:23.3,2016-05-03 21:13:05.353,0,5142GCS,H27,,,N,1,2
1572,H27,78270,2017-05-17 11:34:18.04,2016-05-03 21:13:35.08,0,5142GC,H27,,,N,1,2
1573,H28,78280,2017-05-17 11:33:36.55,2016-05-03 21:13:57.9,0,6039GC,H28,,,N,1,2
1574,H21N,78212,2017-05-17 11:36:53.35,2016-05-05 08:40:48.21,0,5154-2GCN,H21,,,N,1,2
1575,H30T,78300,2017-05-17 11:32:28.967,2016-05-05 09:03:37.863,0,6035SPGC,H30T,,,Y,1,2
1576,H31T,78310,2017-05-17 11:31:30.543,2016-05-05 09:04:20.02,0,6037SPGC,H31T,,,Y,1,2
1577,G16,77160,2017-05-22 08:46:27.257,2016-05-05 16:00:58.06,0,5066GC,G16,,,N,1,2
1578,G22,77220,2017-05-22 08:44:12.56,2016-05-05 16:01:27.723,0,5072GC,G22,,,N,1,2
1579,536F,5363,2017-06-01 10:07:01.65,2016-05-05 20:24:16.37,0,Ë÷·ÆÑÇºì,536,,,N,1,2
1580,905F,9054,2017-06-01 10:20:12.687,2016-05-05 20:24:56.0,0,Èé°×É«,905,,,N,1,2
1581,H30ST,78302,2017-05-17 11:32:45.51,2016-05-06 09:17:40.737,0,6035SPGCST,H30T,,,Y,1,2
1582,H30SY,78303,2017-05-17 11:32:53.8,2016-05-06 09:17:59.42,0,6035SPGCSY,H30T,,,Y,1,2
1583,H30Y,78301,2017-05-17 11:32:35.067,2016-05-06 09:18:36.61,0,6035SPGCY,H30T,,,Y,1,2
1584,H30N,78304,2017-05-17 11:33:00.117,2016-05-06 09:19:01.45,0,6035SPGCN,H30T,,,Y,1,2
1585,H31SY,78313,2017-05-17 11:32:03.69,2016-05-06 09:41:21.363,0,6037SPGCSY,H31T,,,Y,1,2
1586,H31ST,78312,2017-05-17 11:31:58.233,2016-05-06 09:41:58.537,0,6037SPGCST,H31T,,,Y,1,2
1587,H31Y,78311,2017-05-17 11:31:43.93,2016-05-06 09:42:24.327,0,6037SPGCY,H31T,,,Y,1,2
1588,H31N,78314,2017-05-17 11:32:12.623,2016-05-06 09:43:04.233,0,6037SPGCN,H31T,,,Y,1,2
1589,H32S,78321,2017-05-17 11:31:17.693,2016-05-07 10:37:51.827,0,6045GCS,H32,,,N,1,2
1590,H32,78320,2017-05-17 11:31:10.787,2016-05-07 10:38:20.41,0,6045GC,H32,,,N,1,2
1591,H28S,78281,2017-05-17 11:33:43.96,2016-05-07 14:38:10.0,0,6039GCS,H28,,,N,1,2
1592,H29S,78291,2017-05-17 11:33:18.043,2016-05-07 15:28:30.397,0,6035GCS,H29,,,N,1,2
1593,H27N,78272,2017-05-17 11:34:29.42,2016-05-07 16:55:09.913,0,5142GCN,H27,,,N,1,2
1594,H28N,78283,2017-05-17 11:33:55.093,2016-05-07 16:56:06.14,0,6039GCN,H28,,,N,1,2
1595,H28G,78282,2017-05-17 11:33:49.193,2016-05-07 16:56:18.8,0,6039GCG,H28,,,N,1,2
1596,H33S,78331,2017-05-17 11:30:51.997,2016-05-09 17:18:14.58,0,5086GCS,H33,,,N,1,2
1597,H33,78330,2017-05-17 11:30:44.647,2016-05-09 17:18:27.237,0,5086GC,H33,,,N,1,2
1598,H34T,78340,2017-05-17 11:29:58.9,2016-05-09 17:58:56.55,0,4102SPGC,H34T,,,Y,1,2
1599,H35S,78351,2017-05-17 11:29:35.783,2016-05-09 19:06:22.083,0,6007GCS,H35,,,N,1,2
1600,H35,78350,2017-05-17 11:29:26.533,2016-05-09 19:06:37.09,0,6007GC,H35,,,N,1,2
1601,H29,78290,2017-05-17 11:33:10.173,2016-05-10 19:21:22.037,0,6035GC,H29,,,N,1,2
1602,H29N,78292,2017-05-17 11:33:24.52,2016-05-10 19:22:12.687,0,6035GCN,H29,,,N,1,2
1603,H34SY,78342,2017-05-17 11:30:22.317,2016-05-11 16:48:14.677,0,4102SPGCSY,H34T,,,Y,1,2
1604,H34Y,78341,2017-05-17 11:30:07.383,2016-05-11 16:49:10.97,0,4102SPGCY,H34T,,,Y,1,2
1605,H35N,78352,2017-05-17 11:29:42.95,2016-05-11 16:49:48.26,0,6007GCN,H35,,,N,1,2
1606,H34N,78343,2017-05-17 11:30:29.923,2016-05-11 17:54:47.05,0,4102SPGCN,H34T,,,Y,1,2
1607,G16F,77162,2017-05-22 08:46:42.633,2016-05-12 08:37:17.873,0,5066GCF,G16,,,N,1,2
1608,G22F,77222,2017-05-22 08:44:34.787,2016-05-12 08:38:05.42,0,5072GCF,G22,,,N,1,2
1609,H36S,78361,2017-05-17 11:26:36.707,2016-05-12 11:04:26.967,0,6031GCS,H36,,,N,1,2
1610,H36,78360,2017-05-17 11:26:29.54,2016-05-12 11:04:43.69,0,6031GC,H36,,,N,1,2
1611,G84N,77842,2017-05-17 11:51:28.477,2016-05-12 15:55:42.317,0,6018GCN,G84,,,N,1,2
1612,981G,9812,2017-06-01 10:13:01.623,2016-05-12 17:10:55.23,0,ÉîÉ«²¼ÎÆ,981,,,N,1,2
1613,G80ST,77801,2017-05-17 11:53:12.927,2016-05-13 17:49:04.19,0,6012SPGCST,G80T,,,Y,1,2
1614,H38Q,78380,2017-05-17 11:26:09.017,2016-05-17 17:39:13.387,0,YQ6012,,,,Y,1,2
1615,H39T,78390,2017-05-17 11:25:47.197,2016-05-17 17:49:56.063,0,6038SPGC,H39T,,,Y,1,2
1616,H39Y,78391,2017-05-17 11:25:56.08,2016-05-17 17:50:16.2,0,6038SPGCY,H39T,,,Y,1,2
1617,H33N,78332,2017-05-17 11:30:57.587,2016-05-17 17:57:11.51,0,5086GCN,H33,,,N,1,2
1618,H43,78430,2017-04-26 17:56:43.363,2016-05-18 16:37:09.627,0,S096,,,,N,1,3
1619,H40Y,78401,2017-04-26 17:57:48.32,2016-05-18 17:35:42.097,0,6043-2SPGCY,H40T,,,Y,1,2
1620,H40N,78402,2017-04-26 17:57:54.057,2016-05-18 17:36:02.8,0,6043-2SPGCN,H40T,,,Y,1,2
1621,H42T,78420,2017-04-26 17:57:14.983,2016-05-18 17:36:59.223,0,6043-2SPGC(ºáÎÆ),H42T,,,Y,1,2
1622,H41S,78411,2017-04-26 17:57:26.947,2016-05-18 17:37:42.323,0,5085-2GCS,H41,,,N,1,2
1623,H41N,78412,2017-04-26 17:57:33.153,2016-05-18 17:38:05.33,0,5085-2GCN,H41,,,N,1,2
1624,H41,78410,2017-04-26 17:57:21.003,2016-05-18 17:38:24.887,0,5085-2GC,H41,,,N,1,2
1625,H45S,78451,2017-04-26 17:55:40.11,2016-05-19 09:27:08.753,0,6024GCS,H45,,,N,1,2
1626,H45,78450,2017-04-26 17:55:25.15,2016-05-19 14:07:03.477,0,6024GC,H45,,,N,1,2
1627,H45G,78452,2017-04-26 17:55:45.443,2016-05-19 14:07:23.62,0,6024GCG,H45,,,N,1,2
1628,G18,77180,2017-05-22 08:45:54.893,2016-05-20 11:29:09.94,0,5068GC,G18,,,N,1,2
1629,H44T,78440,2017-04-26 17:56:25.84,2016-05-20 15:32:34.98,0,6039SPGC,H44T,,,Y,1,2
1630,H44Y,78441,2017-04-26 17:56:32.07,2016-05-20 15:33:24.167,0,6039SPGCY,H44T,,,Y,1,2
1631,H46Q,78460,2017-04-26 17:55:19.327,2016-05-23 09:45:33.817,0,YQ6005-1,,,,Y,1,2
1632,H47S,78471,2017-04-26 17:55:04.117,2016-05-23 11:07:03.3,0,6041GCS,H47,,,N,1,2
1633,H47G,78472,2017-04-26 17:55:10.633,2016-05-23 11:07:38.67,0,6041GCG,H47,,,N,1,2
1634,716F,7163,2017-06-01 10:07:33.72,2016-05-25 10:23:20.13,0,·ãÄ¾,716,,,N,1,2
1635,H48S,78481,2017-04-26 17:54:50.13,2016-05-25 17:29:14.297,0,YK6002,H48,,,N,1,2
1636,H48,78480,2017-04-26 17:54:44.783,2016-05-25 17:30:02.29,0,YK6002,H48,,,N,1,2
1637,947,9,2016-05-26 09:54:59.0,2016-05-26 08:31:45.737,1,ÐÂ²ÝÂÌ,947,,,N,1,
1638,C02S,73021,2017-05-31 16:58:57.99,2016-05-26 09:06:24.613,0,2131GCS,C02,,,N,1,2
1639,947,15,2016-05-28 10:45:09.0,2016-05-28 10:38:17.47,1,ÐÂ²ÝÂÌ,947,,,N,1,
1640,H49S,78491,2017-04-26 17:54:37.08,2016-05-28 11:14:23.553,0,6051GCS,H49,,,N,1,2
1641,H49,78490,2017-04-26 17:54:32.077,2016-05-28 11:14:47.61,0,6051GC,H49,,,N,1,2
1642,H50S,78501,2017-04-26 17:54:05.383,2016-05-28 15:01:11.013,0,6046-1GCS,H50,,,N,1,2
1643,H50G,78502,2017-04-26 17:54:14.497,2016-05-28 15:01:43.17,0,6046-1GCG,H50,,,N,1,2
1644,H50,78500,2017-04-26 17:53:59.213,2016-05-28 15:02:18.23,0,6046-1GC,H50,,,N,1,2
1645,H36N,78362,2017-05-17 11:26:44.97,2016-05-30 08:39:56.027,0,6031GCN,H36,,,N,1,2
1646,H50N,78503,2017-04-26 17:54:22.41,2016-06-01 15:37:32.92,0,6046-1GCN,H50,,,N,1,2
1647,H51S,78511,2017-04-26 17:53:17.453,2016-06-02 10:37:41.87,0,6023GCS,H51,,,N,1,2
1648,H52T,78520,2017-04-26 17:52:41.26,2016-06-03 10:07:59.793,0,6047SPGC,H52T,,,Y,1,2
1649,H53S,78531,2017-04-26 17:52:32.633,2016-06-03 10:08:29.81,0,6048GCS,H53,,,N,1,2
1650,H54T,78540,2017-04-26 17:51:48.293,2016-06-04 11:50:08.253,0,5076SPGC,H54T,,,Y,1,2
1651,H55S,78551,2017-04-26 17:51:38.753,2016-06-06 11:44:14.87,0,5001-1KGCS,H55,,,N,1,2
1652,H55,78550,2017-04-26 17:51:32.4,2016-06-06 11:44:36.62,0,5001-1KGC,H55,,,N,1,2
1653,H52Y,78521,2017-04-26 17:52:48.403,2016-06-06 11:45:33.467,0,6047SPGCY,H52T,,,Y,1,2
1654,H54SY,78542,2017-04-26 17:52:10.94,2016-06-06 11:45:59.773,0,5076SPGCSY,H54T,,,Y,1,2
1655,H51,78510,2017-04-26 17:53:12.3,2016-06-06 11:46:27.11,0,6023GC,H51,,,N,1,2
1656,H51F,78512,2017-04-26 17:53:36.98,2016-06-06 16:24:33.103,0,6023GCF,H51,,,N,1,2
1657,H51G,78513,2017-04-26 17:53:42.003,2016-06-06 17:10:50.143,0,6023GCG,H51,,,N,1,2
1658,H51N,78514,2017-04-26 17:53:49.033,2016-06-07 10:21:38.367,0,6023GCN,H51,,,N,1,2
1659,H54ST,78541,2017-04-26 17:52:03.9,2016-06-07 15:44:33.013,0,5076SPGCST,H54T,,,Y,1,2
1660,H54N,78543,2017-04-26 17:52:17.767,2016-06-07 15:44:49.353,0,5076SPGCN,H54T,,,Y,1,2
1661,H52N,78522,2017-04-26 17:52:54.323,2016-06-07 16:53:49.417,0,6047SPGCN,H52T,,,Y,1,2
1662,H57S,78571,2017-04-26 17:50:07.587,2016-06-07 17:35:05.56,0,6047-2GCS,H57,,,N,1,2
1663,H57,78570,2017-04-26 17:49:58.31,2016-06-07 17:35:29.39,0,6047-2GC,H57,,,N,1,2
1664,H56,78560,2017-04-26 17:51:13.42,2016-06-07 17:35:48.967,0,6038-2GC,H56,,,N,1,2
1665,H56S,78561,2017-04-26 17:51:19.32,2016-06-07 17:36:05.697,0,6038-2GCS,H56,,,N,1,2
1666,H37,78370,2017-05-17 11:26:20.067,2016-06-17 11:21:03.213,0,6032-1GC,H37,,,N,1,2
1667,H56N,78562,2017-04-26 17:51:25.603,2016-06-18 09:22:14.933,0,6038-2GCN,H56,,,N,1,2
1668,H62,78620,2017-04-26 17:48:16.357,2016-06-23 14:30:01.287,0,6033-2GC,H62,,,N,1,2
1669,H62S,78621,2017-04-26 17:48:23.12,2016-06-24 09:40:04.72,0,6033-2GCS,H62,,,N,1,2
1670,H62G,78622,2017-04-26 17:48:30.46,2016-06-25 11:44:07.493,0,6033-2GCG,H62,,,N,1,2
1671,H62S,862,2016-06-27 17:19:39.0,2016-06-25 11:44:45.587,1,6033-2GCS,H62,,,N,1,
1672,H61,78610,2017-04-26 17:50:26.457,2016-06-27 09:13:25.57,0,6033-1GC,H61,,,N,1,2
1673,H63,78630,2017-04-26 17:48:04.16,2016-06-27 10:47:26.483,0,6032-2GC,H63,,,N,1,2
1674,H62N,78623,2017-04-26 17:48:41.417,2016-06-29 16:53:39.12,0,6033-2GCN,H62,,,N,1,2
1675,H61N,78611,2017-04-26 17:48:54.883,2016-06-29 16:56:15.993,0,6033-1GCN,H61,,,N,1,2
1676,C26N,73264,2017-05-31 16:10:16.97,2016-06-30 10:04:44.857,0,3085GCN,C26,,,N,1,2
1677,H21J,78213,2017-05-17 11:37:01.46,2016-07-04 09:44:26.357,0,5154-2GCJ,H21,,,N,1,2
1678,H60S,78601,2017-04-26 17:49:13.09,2016-07-05 12:03:48.357,0,6055GCS,H60,,,N,1,2
1679,H59T,78590,2017-04-26 17:49:34.62,2016-07-06 08:02:31.583,0,6053SPGC,H59T,,,Y,1,2
1680,H59N,78592,2017-04-26 17:49:47.207,2016-07-06 08:03:04.42,0,6053SPGCN,H59T,,,Y,1,2
1681,H59Y,78591,2017-04-26 17:49:42.007,2016-07-06 08:03:26.7,0,6053SPGCY,H59T,,,Y,1,2
1682,H60,78600,2017-04-26 17:49:05.873,2016-07-06 08:04:18.983,0,6055GC,H60,,,N,1,2
1683,H65T,78650,2017-04-12 12:01:13.223,2016-07-06 14:27:42.2,0,6054SPGC,H65T,,,Y,1,2
1684,H66S,78661,2017-04-12 12:01:00.773,2016-07-06 14:28:56.37,0,6063GCS,H66,,,N,1,2
1685,H65Y,78651,2017-04-12 12:01:22.2,2016-07-06 14:30:00.36,0,6054SPGCY,H65T,,,Y,1,2
1686,H66,78660,2017-04-12 12:00:55.537,2016-07-06 14:30:24.5,0,6063GC,H66,,,N,1,2
1687,E01JQ,75011,2017-05-23 10:12:02.36,2016-07-06 20:08:59.163,0,YQ4029,,,,Y,1,2
1688,H67,78670,2017-04-12 12:00:48.773,2016-07-08 08:40:18.147,0,6028-1GC,H67,,,N,1,2
1689,H60N,78602,2017-04-26 17:49:22.153,2016-07-08 11:50:55.52,0,6055GCN,H60,,,N,1,2
1690,H65N,78652,2017-04-12 12:01:26.65,2016-07-08 11:55:25.36,0,6054SPGCN,H65T,,,Y,1,2
1691,H68S,78681,2017-04-12 12:00:34.153,2016-07-08 17:44:14.747,0,6062GCS,H68,,,N,1,2
1692,H68,78680,2017-04-12 12:00:26.993,2016-07-08 17:44:30.72,0,6062GC,H68,,,N,1,2
1693,G52N,77522,2017-05-17 17:19:27.873,2016-07-13 16:38:48.763,0,5084GCN,G52,,,N,1,2
1694,H69S,78691,2017-04-12 12:00:06.32,2016-07-13 17:16:59.947,0,6052GCS,H69,,,N,1,2
1695,H64T,78640,2017-04-12 12:01:36.223,2016-07-19 14:20:08.973,0,4102-3SPGC,H64T,,,Y,1,2
1696,H07JY,78073,2017-05-17 11:42:30.907,2016-07-20 09:40:25.53,0,5079-1SPGC,H07T,,,Y,1,2
1697,H07Y,78071,2017-05-17 11:42:16.46,2016-07-20 09:41:09.4,0,5079-1SPGC,H07T,,,Y,1,2
1698,H08S,78081,2017-05-17 11:41:31.253,2016-07-20 09:42:21.723,0,6028GCS,H08,,,N,1,2
1699,H18Y,78181,2017-05-17 11:37:38.23,2016-07-20 09:48:40.427,0,6025-1SPGCY,H18T,,,Y,1,2
1700,H70T,78700,2017-04-12 11:59:35.187,2016-07-20 09:49:56.407,0,6025-1SPGC(ºá),H70T,,,Y,1,2
1701,H71S,78711,2017-04-12 11:59:04.087,2016-07-20 11:44:20.89,0,5053GCS,H71,,,N,1,2
1702,H71,78710,2017-04-12 11:58:54.95,2016-07-20 11:44:35.577,0,5053GC,H71,,,N,1,2
1703,H72S,78721,2017-04-12 11:58:33.26,2016-07-20 11:45:12.877,0,3229GCS,H72,,,N,1,2
1704,H72,78720,2017-04-12 11:58:25.813,2016-07-20 11:45:23.707,0,3229GC,H72,,,N,1,2
1705,H71Y,78712,2017-04-12 11:59:14.83,2016-07-21 10:17:36.3,0,5053GCY,H71,,,N,1,2
1706,H72Y,78722,2017-04-12 11:58:47.393,2016-07-21 10:18:08.31,0,3229GCY,H72,,,N,1,2
1707,H73,78730,2017-04-26 18:01:37.673,2016-07-21 10:30:14.057,0,S102,,,,N,1,3
1708,H74T,78740,2017-04-12 11:58:00.57,2016-07-21 10:35:23.26,0,6028-2SPGC,H74T,,,Y,1,2
1709,H74Y,874,2016-07-21 14:05:15.0,2016-07-21 10:35:55.29,1,6028-2SPGCY,H74T,,,Y,1,
1710,H64SY,78642,2017-04-12 12:01:52.827,2016-07-21 17:29:02.507,0,4102-3SPGCSY,H64T,,,Y,1,2
1711,H64Y,78641,2017-04-12 12:01:42.303,2016-07-21 17:30:16.517,0,4102-3SPGCY,H64T,,,Y,1,2
1712,H64N,78643,2017-04-12 12:01:58.527,2016-07-23 11:47:35.24,0,4102-3SPGCN,H64T,,,Y,1,2
1713,H75T,78750,2017-04-12 11:57:28.003,2016-07-23 16:21:18.327,0,6042-2SPGC,H75T,,,Y,1,2
1714,H76T,78760,2017-04-12 11:56:44.397,2016-07-23 16:21:33.607,0,6051-1SPGC,H76T,,,Y,1,2
1715,H77T,78770,2017-04-12 11:56:03.033,2016-07-23 16:22:01.38,0,6052SPGC,H77T,,,Y,1,2
1716,H78Q,78780,2017-04-12 11:55:49.657,2016-07-23 16:22:23.843,0,YQ6020,,,,Y,1,2
1717,H40T,78400,2017-04-26 17:57:41.403,2016-07-27 08:28:25.883,0,6043-2SPGC,H40T,,,Y,1,2
1718,11,11110,2016-07-28 15:01:30.0,2016-07-28 14:47:37.937,1,1,11,11,,N,1,2
1719,A07N,71072,2017-05-31 17:58:16.557,2016-07-28 14:59:57.243,0,815N,A07,,,N,1,2
1720,H99,999,2016-07-28 15:13:43.0,2016-07-28 15:11:24.553,1,ASD,H99,,,N,1,2
1721,F77Y,76772,2017-05-22 17:56:01.457,2016-07-28 15:15:51.593,0,6052SPGC,F77T,,,Y,1,2
1722,H80S,78801,2017-04-12 11:55:17.23,2016-07-28 16:56:10.257,0,6077GC,H80,,,N,1,2
1723,H77ST,78772,2017-04-12 11:56:15.063,2016-07-28 17:28:37.33,0,6052SPGC,H77T,,,Y,1,2
1724,H77SY,78773,2017-04-12 11:56:21.033,2016-07-28 17:47:50.037,0,6052SPGC,H77T,,,Y,1,2
1727,H77Y,78771,2017-04-12 11:56:09.623,2016-07-28 17:50:02.093,0,6052SPGC,H77T,,,Y,1,2
1728,H77N,78774,2017-04-12 11:56:29.793,2016-07-28 17:50:45.53,0,6052SPGC,H77T,,,Y,1,2
1729,H79N,78791,2017-04-12 11:55:40.537,2016-07-28 17:51:53.353,0,6052SPGC(ºáÎÆ),H79T,,,Y,1,2
1730,H79T,78790,2017-04-12 11:55:34.46,2016-07-28 17:52:35.01,0,6052SPGC(ºáÎÆ),H79T,,,Y,1,2
1731,H75ST,78752,2017-04-12 11:57:49.453,2016-07-28 17:54:19.187,0,6042-2SPGC,H75T,,,Y,1,2
1732,H75SY,78753,2017-04-12 11:57:54.937,2016-07-28 17:54:53.063,0,6042-2SPGC,H75T,,,Y,1,2
1734,H76ST,78762,2017-04-12 11:57:00.297,2016-07-28 17:56:30.76,0,6051-1SPGC,H76T,,,Y,1,2
1735,H76SY,78763,2017-04-12 11:57:06.287,2016-07-28 17:57:09.63,0,6051-1SPGC,H76T,,,Y,1,2
1736,H76Y,78761,2017-04-12 11:56:53.137,2016-07-28 17:58:31.997,0,6051-1SPGC,H76T,,,Y,1,2
1738,H76N,78764,2017-04-12 11:57:14.973,2016-07-28 17:59:32.59,0,6051-1SPGC,H76T,,,Y,1,2
1739,H10Y,78102,2017-05-17 11:41:01.367,2016-07-29 08:22:59.937,0,6026GCY,H10,,,N,1,2
1740,H80,78800,2017-04-12 11:55:08.57,2016-07-29 09:40:17.453,0,6077GC,H80,,,N,1,2
1741,947,9470,2017-06-01 10:28:50.397,2016-07-29 15:01:07.61,0,ÐÂ²ÝÂÌ,947,947,,N,1,1
1742,947A,9471,2017-06-01 10:29:04.1,2016-07-29 15:01:53.297,0,ÐÂ²ÝÂÌA(¿µ´¿°å),947A,947A,,N,1,1
1743,947B,9472,2017-06-01 10:29:12.857,2016-07-29 15:02:24.967,0,ÐÂ²ÝÂÌB(¿µ´¿°å),947B,947B,,N,1,1
1744,H81S,78811,2017-04-12 11:54:37.83,2016-07-29 15:55:17.517,0,6078GC,H81,,,N,1,2
1745,H82S,78821,2017-04-12 11:54:12.983,2016-08-02 14:14:04.863,0,6076GCS,H82,,,N,1,2
1746,H83Q,78830,2017-04-10 18:02:44.647,2016-08-02 14:14:24.58,0,YQ6021,,,,Y,1,2
1747,H81,78810,2017-04-12 11:54:20.323,2016-08-03 16:07:25.373,0,6078GC,H81,,,N,1,2
1748,H81G,78812,2017-04-12 11:54:52.037,2016-08-03 16:11:37.803,0,6078GC,H81,,,N,1,2
1749,H81N,78813,2017-04-12 11:54:57.223,2016-08-03 16:12:10.537,0,6078GC,H81,,,N,1,2
1750,H85,78850,2017-04-10 18:01:19.87,2016-08-06 10:35:49.393,0,5014KGC(MP),H85,,,N,1,2
1751,H85F,78852,2017-04-10 18:01:31.25,2016-08-06 10:36:29.023,0,5014KGCF(MP),H85,,,N,1,2
1752,H86,78860,2017-04-10 18:00:56.853,2016-08-06 19:47:31.633,0,5015KGC,H86,,,N,1,2
1753,H86F,78862,2017-04-10 18:01:12.883,2016-08-06 19:48:01.07,0,5015KGCF,H86,,,N,1,2
1754,H84,78840,2017-04-10 18:02:00.23,2016-08-08 09:00:11.357,0,6075GC,H84,,,N,1,2
