Id,Name,OrderIndex,UpdatedDateTime,CreatedDateTime,IsDeleted,Remark,EdgeBandingColor,Color2020,PriorityFlag,PaintGoods,IsOrder,EPType
630,A15Y,71152,2017-05-31 17:54:56.827,2014-03-04 14:56:39.21,0,1039GCY,A15,,,N,1,2
631,D57,74570,2017-05-23 10:28:25.5,2014-03-06 08:45:59.52,0,4008GC,D57,,,N,1,2
632,D57S,74571,2017-05-23 10:28:30.7,2014-03-06 08:46:19.317,0,4008GC,D57,,,N,1,2
633,D58,74580,2017-05-23 10:27:55.387,2014-03-06 11:51:54.273,0,3239GC,D58,,,N,1,2
634,D58S,74581,2017-05-23 10:28:00.01,2014-03-06 11:52:10.107,0,3239GCS,D58,,,N,1,2
635,D59,74590,2017-05-23 10:27:44.45,2014-03-06 14:27:10.093,0,4003GC,D59,,,N,1,2
636,D57D,74573,2017-05-23 10:28:40.283,2014-03-08 11:01:32.57,0,4008GCD,D57,,,N,1,2
637,D57Y,74572,2017-05-23 10:28:35.91,2014-03-08 11:01:50.073,0,4008GCY,D57,,,N,1,2
638,D61T,74610,2017-05-23 10:27:32.707,2014-03-08 16:42:18.963,0,3142SPGC,D61T,,,Y,1,2
639,D61Y,74611,2017-05-23 10:27:38.513,2014-03-08 16:42:35.577,0,3142SPGCY,D61T,,,Y,1,2
640,D62T,74620,2017-05-23 10:26:50.697,2014-03-11 15:38:45.303,0,4004SPGC,D62T,,,Y,1,2
641,D63Q,74630,2017-05-23 10:26:41.13,2014-03-12 11:15:52.15,0,YQ4007,,,,Y,1,2
642,D62Y,74621,2017-05-23 10:26:56.53,2014-03-14 08:24:09.007,0,4004SPGCY,D62T,,,Y,1,2
643,D62N,74622,2017-05-23 10:27:01.743,2014-03-14 08:24:31.22,0,4004SPGCN,D62T,,,Y,1,2
644,982G,9822,2017-06-01 14:21:22.943,2014-03-15 09:49:01.95,0,Ç³É«²¼ÎÆ,982,,,N,1,2
645,D64,74640,2017-05-23 10:26:24.183,2014-03-15 14:40:18.583,0,4011GC,D64,,,N,1,2
646,D64S,74641,2017-05-23 10:26:29.613,2014-03-15 14:40:39.347,0,4011GCS,D64,,,N,1,2
647,D65,74650,2017-05-23 10:26:14.867,2014-03-15 14:40:55.227,0,4012GC,D65,,,N,1,2
648,D65S,74651,2017-05-23 10:26:19.2,2014-03-15 14:41:10.297,0,4012GCS,D65,,,N,1,2
649,A24D,71243,2017-05-31 17:53:15.827,2014-03-17 13:57:47.94,0,40221D,A24,,,N,1,2
650,D66,74660,2017-05-23 10:26:08.923,2014-03-18 14:25:15.417,0,4010GC,D66,,,N,1,2
651,A38D,71382,2017-05-31 17:50:46.227,2014-03-19 08:43:00.12,0,1007GCD,A38,,,N,1,2
652,D67S,74671,2017-05-23 10:26:02.507,2014-03-19 08:43:20.307,0,4015GCS,D67,,,N,1,2
653,D67,74670,2017-05-23 10:25:56.603,2014-03-19 08:43:35.19,0,4015GC,D67,,,N,1,2
654,D30Y,74301,2017-05-27 11:46:44.667,2014-03-19 21:20:00.74,0,3164SPGCY,D30T,,,Y,1,2
655,D30N,74303,2017-05-27 11:46:55.403,2014-03-19 21:20:23.92,0,3164SPGCN,D30T,,,Y,1,2
656,D30A,74302,2017-05-27 11:46:49.84,2014-03-20 11:30:51.393,0,3164SPGCA,D30T,,,Y,1,2
657,D68,74680,2017-05-23 10:25:44.53,2014-03-21 16:52:54.62,0,4013GC,D68,,,N,1,2
658,D47J,74472,2017-05-23 10:30:29.363,2014-03-21 16:58:35.213,0,3183SPGCJ,D47T,,,Y,1,2
659,D69,74690,2017-05-23 10:25:29.937,2014-03-22 08:34:18.933,0,S049,,,,N,1,3
660,001S,470,2016-08-24 14:13:49.0,2014-03-24 15:07:44.46,1,001S,001,,,N,1,
661,002S,471,2016-08-24 14:13:22.0,2014-03-24 15:08:37.233,1,002S,002,,,N,1,
662,D35N,74353,2017-05-26 17:10:16.527,2014-03-28 10:10:57.927,0,3169SPGCN,D35T,,,Y,1,2
663,904,9040,2017-06-01 10:18:15.503,2014-03-29 09:55:33.113,0,°×É«ÎÞÑ¹ÎÆ,903,,,N,1,2
664,D70Q,74700,2017-05-23 10:25:18.833,2014-04-01 10:19:05.247,0,YQ3005,,,,Y,1,2
665,D71Q,74710,2017-05-23 10:25:13.98,2014-04-01 10:19:20.333,0,YQ3006,,,,Y,1,2
666,D72Q,74720,2017-05-23 10:25:08.893,2014-04-01 10:19:42.233,0,YQ4013,,,,Y,1,2
667,D73Q,74730,2017-05-23 10:25:03.207,2014-04-01 10:20:04.853,0,YQ4013B,,,,Y,1,2
668,D74Q,74740,2017-05-23 10:24:58.243,2014-04-01 10:20:22.95,0,YQ4015,,,,Y,1,2
669,003S,472,2016-08-24 14:13:05.0,2014-04-01 16:53:23.903,1,003S,003,,,N,1,
670,001,470,2016-08-24 14:13:40.0,2014-04-01 16:53:49.037,1,001,001,,,N,1,
671,002,471,2016-08-24 14:13:27.0,2014-04-01 16:54:05.12,1,002,002,,,N,1,
672,003J,473,2016-08-24 14:13:01.0,2014-04-01 16:54:17.287,1,003J,003,,,N,1,
673,D75,74750,2017-05-23 10:24:24.67,2014-04-03 14:43:18.437,0,3185GC,D75,,,N,1,2
674,D75S,74751,2017-05-23 10:24:31.373,2014-04-03 16:50:06.943,0,3185GCS,D75,,,N,1,2
675,D76Y,74761,2017-05-23 10:23:48.217,2014-04-03 16:52:44.74,0,4013ASPGCY,D76T,,,Y,1,2
676,D76T,74760,2017-05-23 10:23:34.387,2014-04-03 16:54:17.933,0,4013ASPGC,D76T,,,Y,1,2
677,D77Q,74770,2017-05-23 10:23:19.277,2014-04-03 16:59:26.737,0,YQ4003,,,,Y,1,2
678,D76N,74762,2017-05-23 10:23:54.4,2014-04-03 17:03:10.69,0,4013ASPGC,D76T,,,Y,1,2
679,D78Q,74780,2017-05-23 10:23:13.383,2014-04-03 20:25:19.353,0,YQ3021B,,,,Y,1,2
680,D79Q,74790,2017-05-23 10:22:56.38,2014-04-09 08:55:12.583,0,YQ3018B,,,,Y,1,2
681,D80Q,74800,2017-05-23 10:19:19.0,2014-04-09 09:16:07.84,0,YQ4016,,,,Y,1,2
682,D81Q,74810,2017-05-23 10:19:05.577,2014-04-09 10:08:21.823,0,YQ3016,,,,Y,1,2
683,D82T,74820,2017-05-23 10:18:48.82,2014-04-09 10:14:21.217,0,3162SPGC,D82T,,,Y,1,2
684,D42N,74422,2017-05-23 10:31:22.237,2014-04-10 16:41:40.503,0,3184SPGCN,D42T,,,Y,1,2
685,D83Q,74830,2017-05-23 10:18:42.737,2014-04-11 08:46:27.837,0,YQ3021A,,,,Y,1,2
686,D84,74840,2017-05-23 10:18:24.45,2014-04-14 20:47:14.943,0,3161GC,D84,,,N,1,2
687,D84S,74841,2017-05-23 10:18:29.06,2014-04-14 20:47:32.04,0,3161GCS,D84,,,N,1,2
688,D85T,74850,2017-05-23 10:18:00.17,2014-04-14 20:47:59.577,0,3152SPGC,D85T,,,Y,1,2
689,D85Y,74851,2017-05-23 10:18:05.837,2014-04-14 20:48:17.61,0,3152SPGCY,D85T,,,Y,1,2
690,D85N,74853,2017-05-23 10:18:17.07,2014-04-14 20:48:41.087,0,3152SPGCN,D85T,,,Y,1,2
691,D85A,74852,2017-05-23 10:18:11.763,2014-04-14 20:48:57.107,0,3152SPGC,D85T,,,Y,1,2
692,D84Y,74842,2017-05-23 10:18:34.93,2014-04-14 20:52:22.827,0,3161GCY,D84,,,N,1,2
693,D86T,74860,2017-05-23 10:17:41.433,2014-04-17 16:16:22.44,0,3156SPGC,D86T,,,Y,1,2
694,D86Y,74861,2017-05-23 10:17:47.223,2014-04-17 17:55:36.733,0,3156SPGCY,D86T,,,Y,1,2
695,D86N,74862,2017-05-23 10:17:52.937,2014-04-17 17:55:55.207,0,3156SPGCN,D86T,,,Y,1,2
696,D80T,480,2014-04-18 15:04:14.0,2014-04-18 14:35:57.383,1,YQ4016,,,,Y,1,
697,D80T,480,2014-10-24 11:18:54.0,2014-04-18 14:49:54.217,1,4026SPGC,D80T,,,Y,1,
698,C27D,73273,2017-05-31 16:09:45.383,2014-04-18 20:57:17.537,0,3044GCD,C27,,,N,1,2
699,D87,74870,2017-05-23 10:17:35.63,2014-04-19 16:56:41.947,0,4030GC,D87,,,N,1,2
700,D88T,74880,2017-05-23 10:17:08.05,2014-04-19 16:57:17.89,0,4014SPGC(ÊúÎÆ),D88T,,,Y,1,2
701,D88Y,74881,2017-05-23 10:17:13.957,2014-04-19 16:57:37.217,0,4014SPGCY(ÊúÎÆ),D88T,,,Y,1,2
702,D88N,74882,2017-05-23 10:17:21.103,2014-04-19 16:57:53.94,0,4014SPGCN(ÊúÎÆ),D88T,,,Y,1,2
703,D89T,74890,2017-05-23 10:16:44.943,2014-04-19 16:58:14.97,0,4014SPGC(ºáÎÆ),D88T,,,Y,1,2
704,D89Y,74891,2017-05-23 10:16:49.307,2014-04-19 16:58:35.467,0,4014SPGCY(ºáÎÆ),D88T,,,Y,1,2
705,D89N,74892,2017-05-23 10:16:53.7,2014-04-19 16:59:03.097,0,4014SPGCN(ºáÎÆ),D88T,,,Y,1,2
706,D90,74900,2017-05-23 10:16:33.177,2014-04-23 11:28:22.493,0,4001AGC,D90,,,N,1,2
707,D90S,74901,2017-05-23 10:16:37.877,2014-04-23 11:28:34.63,0,4001AGCS,D90,,,N,1,2
708,D06D,74064,2017-05-31 11:34:50.107,2014-04-25 17:25:23.037,0,3174GCD,D06,,,N,1,2
709,D92T,74920,2017-05-23 10:15:48.223,2014-04-30 15:58:08.01,0,4030SPGC,D92T,,,Y,1,2
710,D92Y,74921,2017-05-23 10:15:53.603,2014-04-30 15:58:22.847,0,4030SPGCY,D92T,,,Y,1,2
711,D92A,74922,2017-05-23 10:16:02.743,2014-04-30 15:58:38.447,0,4030SPGCA,D92T,,,Y,1,2
712,D92N,74923,2017-05-23 10:16:10.903,2014-04-30 15:59:03.39,0,4030SPGCN,D92T,,,Y,1,2
713,D93,74930,2017-05-23 10:15:35.103,2014-05-03 15:31:07.927,0,4034GC,D93,,,N,1,2
714,D93Y,74931,2017-05-23 10:15:40.953,2014-05-03 15:31:26.85,0,4034GCY,D93,,,N,1,2
715,D94Q,74941,2017-05-23 10:15:29.75,2014-05-03 16:10:24.287,0,YQ4001,,,,Y,1,2
716,D95Q,74950,2017-05-23 10:15:23.717,2014-05-03 16:10:36.05,0,YQ4006,,,,Y,1,2
717,D96,74960,2017-05-23 10:15:11.147,2014-05-05 15:25:58.623,0,4027GC,D96,,,N,1,2
718,D96S,74961,2017-05-23 10:15:15.973,2014-05-05 17:02:03.723,0,4027GCS,D96,,,N,1,2
719,990G,9902,2017-06-01 14:22:05.58,2014-05-10 11:24:19.57,0,»¨ÀæÄ¾,990,,,N,1,2
720,D97T,74970,2017-05-23 10:14:21.463,2014-05-12 15:00:12.837,0,3135SPGC,D97T,,,Y,1,2
721,029G,292,2017-06-01 14:17:12.687,2014-05-14 17:50:58.377,0,ºúÌÒÄ¾(13¿î),029,,,N,1,2
722,D92J,74924,2017-05-23 10:16:16.887,2014-05-17 08:32:00.887,0,4030SPGCJ,D92T,,,Y,1,2
723,D99S,74991,2017-05-23 10:12:41.367,2014-05-20 09:38:21.54,0,2052GCS,D99,,,N,1,2
724,D99,74990,2017-05-23 10:12:33.81,2014-05-20 09:38:35.86,0,2052GC,D99,,,N,1,2
725,D98N,74983,2017-05-23 10:14:00.93,2014-05-20 09:39:08.23,0,4031SPGCN,D98T,,,Y,1,2
726,D98Y,74981,2017-05-23 10:13:43.08,2014-05-20 09:39:24.44,0,4031SPGCY,D98T,,,Y,1,2
727,D98T,74980,2017-05-23 10:13:30.157,2014-05-20 09:39:41.663,0,4031SPGCT,D98T,,,Y,1,2
728,A02D,71022,2017-05-31 18:00:39.63,2014-05-20 14:22:38.89,0,318D,A02,,,N,1,2
729,E01Q,75010,2017-05-23 10:11:55.737,2014-05-21 08:24:27.08,0,YQ4029,,,,Y,1,2
730,E02Q,75020,2017-05-23 10:11:45.707,2014-05-21 08:24:50.98,0,YQ4030,,,,Y,1,2
731,D97J,74971,2017-05-23 10:14:35.537,2014-05-23 15:21:12.217,0,3135SPGCJ,D97T,,,Y,1,2
732,D97N,74972,2017-05-23 10:14:41.933,2014-05-23 15:21:39.66,0,3135SPGCN,D97T,,,Y,1,2
733,E04,75040,2017-05-23 10:11:35.677,2014-05-23 16:26:24.893,0,4023GC,E04,,,N,1,2
734,E04S,75041,2017-05-23 10:11:39.573,2014-05-23 16:26:40.46,0,4023GCS,E04,,,N,1,2
735,E05,75050,2017-05-23 10:11:20.413,2014-05-23 16:26:58.167,0,4024GC,E05,,,N,1,2
736,E05S,75051,2017-05-23 10:11:25.297,2014-05-23 16:27:13.017,0,4024GCS,E05,,,N,1,2
737,E06,75060,2017-05-23 10:11:01.74,2014-05-23 16:27:35.343,0,4025GC,E06,,,N,1,2
738,E06S,75061,2017-05-23 10:11:08.377,2014-05-23 16:27:47.323,0,4025GCS,E06,,,N,1,2
739,E06D,75062,2017-05-23 10:11:13.07,2014-05-23 16:27:59.367,0,4025GCD,E06,,,N,1,2
740,E07,75070,2017-05-23 10:10:42.253,2014-05-23 16:28:18.85,0,4038GC,E07,,,N,1,2
741,E07S,75070,2017-05-23 10:10:47.18,2014-05-23 16:28:34.56,0,4038GCS,E07,,,N,1,2
742,E08,75080,2017-05-23 10:10:25.397,2014-05-23 16:28:57.553,0,4037GC,E08,,,N,1,2
743,E09,75090,2017-05-23 10:10:13.643,2014-05-24 16:57:29.207,0,4041GC,E09,,,N,1,2
744,E09Y,75091,2017-05-23 10:10:18.577,2014-05-24 16:57:43.03,0,4041GCY,E09,,,N,1,2
745,981D,12,2017-06-01 10:11:42.0,2014-05-26 11:48:10.027,1,981,981,,,N,1,
746,982D,13,2017-06-01 10:15:07.0,2014-05-26 11:48:29.293,1,982,982,,,N,1,
747,E10Y,75101,2017-05-23 10:09:34.387,2014-05-28 16:04:42.157,0,3156SPGCY(ºáÎÆ),D86T,,,Y,1,2
748,E10N,75102,2017-05-23 10:09:39.373,2014-05-28 16:05:08.193,0,3156SPGCN(ºáÎÆ),D86T,,,Y,1,2
749,E11Y,75111,2017-05-23 10:09:21.92,2014-05-28 16:05:25.887,0,3157SPGCY(ºáÎÆ),E12T,,,Y,1,2
750,E11N,75112,2017-05-23 10:09:27.547,2014-05-28 16:05:47.617,0,3157SPGCN(ºáÎÆ),E12T,,,Y,1,2
751,E12T,75120,2017-05-23 10:09:03.567,2014-05-28 16:06:04.87,0,3157SPGC,E12T,,,Y,1,2
752,E12Y,75121,2017-05-23 10:09:09.043,2014-05-29 16:38:50.04,0,3157SPGCY,E12T,,,Y,1,2
753,E12N,75122,2017-05-23 10:09:14.193,2014-05-29 16:39:08.027,0,3157SPGCN,E12T,,,Y,1,2
754,E13,75130,2017-05-23 10:08:57.817,2014-05-30 11:03:05.68,0,4043GC,E13,,,N,1,2
755,E15Q,75150,2017-05-23 10:08:46.613,2014-06-07 11:22:38.643,0,YQ4022,,,,N,1,2
756,E16,75160,2017-05-23 10:08:36.24,2014-06-09 15:51:37.78,0,4042GC,E16,,,N,1,2
757,D98A,74982,2017-05-23 10:13:52.637,2014-06-15 11:08:45.297,0,4031SPGCA,D98T,,,Y,1,2
758,E17,75170,2017-05-23 10:08:26.217,2014-06-18 10:10:33.667,0,4046GC,E17,,,N,1,2
759,E17S,75171,2017-05-23 10:08:31.13,2014-06-18 10:11:00.387,0,4046GCS,E17,,,N,1,2
760,A76S,71761,2017-05-31 17:39:56.083,2014-06-18 11:01:29.273,0,2073GCS,A76,,,N,1,2
761,E18,75180,2017-05-23 10:08:05.38,2014-06-19 16:28:54.937,0,4051GC,E18,,,N,1,2
762,E18D,75182,2017-05-23 10:07:43.947,2014-06-19 16:29:18.353,0,4051GCD,E18,,,N,0,2
763,E19,75190,2017-05-23 10:08:16.19,2014-06-19 16:29:39.663,0,4052GC,E19,,,N,1,2
764,E19D,75192,2017-05-23 10:05:02.143,2014-06-19 16:29:57.4,0,4052GCD,E19,,,N,0,2
765,218G,2183,2017-06-01 10:06:39.407,2014-06-21 08:39:57.737,0,°×ÏðÄ¾,218,,,N,0,2
766,716G,7162,2017-06-01 10:07:27.79,2014-06-21 08:52:39.237,0,·ãÄ¾,716,,,N,1,2
767,A71S,71711,2017-05-31 17:40:42.36,2014-06-21 11:17:15.517,0,2046GCS,A71,,,N,0,2
768,D06G,74063,2017-05-31 11:34:43.33,2014-06-21 16:26:46.96,0,3174GCG,D06,,,N,0,2
769,C57Y,73572,2017-05-31 14:43:58.987,2014-06-23 14:02:59.33,0,3091GCY,C57,,,N,1,2
770,D06Y,74062,2017-05-31 11:34:37.513,2014-06-23 14:03:48.673,0,3174GCY,D06,,,N,1,2
771,E20,75200,2017-05-23 10:04:40.28,2014-06-25 16:49:35.337,0,4062GC,981,,,N,1,2
772,E20S,75201,2017-05-23 10:04:44.723,2014-06-25 16:49:49.813,0,4062GCS,981,,,N,1,2
773,E21,75210,2017-05-23 10:04:30.127,2014-06-25 16:50:02.573,0,4063GC,982,,,N,1,2
774,E21S,75211,2017-05-23 10:04:35.87,2014-06-25 16:50:19.25,0,4063GCS,982,,,N,1,2
775,E22,75220,2017-05-23 10:04:14.09,2014-06-25 16:50:42.633,0,4056GC,E22,,,N,1,2
776,E22S,75221,2017-05-23 10:04:18.56,2014-06-26 08:53:24.777,0,4056GCS,E22,,,N,1,2
777,E22D,75222,2017-05-23 10:04:25.083,2014-06-26 08:53:37.977,0,4056GCD,E22,,,N,1,2
778,E18S,75181,2017-05-23 10:07:37.863,2014-06-27 09:46:18.683,0,4051GCS,E18,,,N,1,2
779,E19S,75191,2017-05-23 10:04:57.42,2014-06-27 09:46:37.687,0,4052GCS,E19,,,N,1,2
780,905D,9052,2017-06-01 10:19:56.997,2014-06-27 15:38:13.617,0,Èé°×É«,905,,,N,1,2
781,E23T,75230,2017-05-23 10:03:58.53,2014-07-03 11:12:23.577,0,4055SPGC,E23T,,,Y,1,2
782,E08S,75081,2017-05-23 10:10:31.31,2014-07-03 17:16:04.393,0,4037GCS,E08,,,N,1,2
783,E24,75240,2017-05-23 10:03:47.51,2014-07-05 14:11:32.267,0,4053GC,E24,,,N,1,2
784,E24S,75241,2017-05-23 10:03:52.61,2014-07-05 14:11:44.183,0,4053GCS,E24,,,N,1,2
785,E23Y,75231,2017-05-23 10:04:03.813,2014-07-07 11:33:55.737,0,4055SPGCY,E23T,,,Y,1,2
786,E23N,75232,2017-05-23 10:04:08.24,2014-07-07 11:34:12.117,0,4055SPGCN,E23T,,,Y,1,2
787,C46D,73462,2017-05-31 14:46:44.603,2014-07-09 15:48:48.7,0,206(MT),206,,,N,1,2
788,C14S,73141,2017-05-31 16:30:36.59,2014-07-10 16:06:59.02,0,3064GCS,C14,,,N,1,2
789,E25T,75250,2017-05-23 10:03:22.71,2014-07-10 17:22:36.6,0,4059SPGC,E25T,,,Y,1,2
790,E25A,75252,2017-05-23 10:03:35.253,2014-07-10 17:22:50.313,0,4059SPGCA,E25T,,,Y,1,2
791,E25Y,75251,2017-05-23 10:03:30.623,2014-07-10 17:23:04.587,0,4059SPGCY,E25T,,,Y,1,2
792,E25N,75253,2017-05-23 10:03:41.72,2014-07-10 17:23:24.243,0,4059SPGCN,E25T,,,Y,1,2
793,B10Y,72102,2017-05-31 17:34:00.013,2014-07-12 08:17:29.777,0,2072GCY,B10,,,N,1,2
794,A80Y,71802,2017-05-31 17:38:12.107,2014-07-12 16:54:38.23,0,40231-BY,A80,,,N,1,2
795,C80S,73801,2017-05-31 11:45:11.913,2014-07-14 14:07:12.747,0,3144GCS,C80,,,N,1,2
796,E26,75260,2017-05-23 10:03:16.037,2014-07-15 09:25:54.877,0,4065GC,E26,,,N,1,2
797,E27,75270,2017-05-23 10:03:08.447,2014-07-15 09:26:12.1,0,4067GC,E27,,,N,1,2
798,E28,75280,2017-05-23 10:03:03.603,2014-07-15 09:26:36.903,0,4068GC,E28,,,N,1,2
799,E29,75290,2017-05-23 10:02:51.8,2014-07-15 10:02:21.657,0,4020GC,E29,,,N,1,2
800,E29S,75291,2017-05-23 10:02:58.07,2014-07-15 10:02:35.697,0,4020GCS,E29,,,N,1,2
801,E30T,75300,2017-05-23 10:02:46.737,2014-07-15 10:43:19.303,0,4062SPGC,E30T,,,Y,1,2
802,A09S,71091,2017-05-31 17:57:07.8,2014-07-16 08:42:48.35,0,830S,A09,,,N,1,2
803,E31,75310,2017-05-23 10:02:31.643,2014-07-17 10:11:43.03,0,4040GC,E31,,,N,1,2
804,E32J,75323,2017-05-23 10:01:21.0,2014-07-17 10:12:12.547,1,4063SPGCAJ,E32T,,,Y,1,2
805,E32N,75322,2017-05-23 10:00:31.307,2014-07-17 11:03:24.02,0,4063SPGCAN,E32T,,,Y,1,2
806,E32Y,75321,2017-05-23 09:59:52.957,2014-07-17 15:51:10.833,0,4063SPGCAY,E32T,,,Y,1,2
807,E32T,75320,2017-05-23 09:59:46.663,2014-07-17 15:53:07.49,0,4063SPGCA,E32T,,,Y,1,2
808,E31S,75311,2017-05-23 10:02:37.24,2014-07-18 09:12:32.687,0,4040GCS,E31,,,N,1,2
809,E31Y,75312,2017-05-23 10:02:42.52,2014-07-18 11:30:33.587,0,4040GCY,E31,,,N,1,2
810,E18G,75182,2017-05-23 10:07:49.573,2014-07-18 17:35:18.007,0,4051GCG,E18,,,N,1,2
811,E33,75330,2017-05-23 09:59:04.84,2014-07-19 09:56:55.537,0,3237GC,E33,,,N,1,2
812,E34,75340,2017-05-23 09:58:20.09,2014-07-19 15:48:11.36,0,4069GC,E34,,,N,1,2
813,E34S,75341,2017-05-23 09:58:25.57,2014-07-19 15:48:23.62,0,4069GCS,E34,,,N,1,2
814,E35,75350,2017-05-23 09:58:14.82,2014-07-21 17:22:28.47,0,4079GC,E35,,,N,1,2
815,E36,75360,2017-05-23 09:57:50.38,2014-07-22 17:00:00.537,0,4047GC,E36,,,N,1,2
816,E37S,75371,2017-05-23 09:57:26.57,2014-07-22 17:39:52.037,0,4072AGCS,E37,,,N,1,2
817,E37,75370,2017-05-23 09:57:21.563,2014-07-22 17:40:07.683,0,4072AGC,E37,,,N,1,2
818,B70Y,72702,2017-05-31 17:18:19.95,2014-07-23 10:06:13.22,0,2094GCY(MX),B70,,,N,1,2
819,E37D,75372,2017-05-23 09:57:31.787,2014-07-24 09:57:08.987,0,4072AGCD,E37,,,N,1,2
820,E36S,75361,2017-05-23 09:57:55.897,2014-07-24 10:56:55.51,0,4047GCS,E36,,,N,1,2
821,E36D,75363,2017-05-23 09:58:07.553,2014-07-24 14:03:36.953,0,4047GCD,E36,,,N,1,2
822,E36Y,75362,2017-05-23 09:58:02.603,2014-07-24 14:03:50.12,0,4047GCY,E36,,,N,1,2
823,E38,75380,2017-05-23 09:57:13.17,2014-07-25 10:15:34.827,0,S038,,,,N,1,3
824,B10D,72103,2017-05-31 17:34:07.63,2014-07-25 10:59:11.39,0,2072GCD,B10,,,N,1,2
825,E39,75390,2017-05-23 09:56:51.323,2014-07-28 11:05:27.627,0,4077GC,E39,,,N,1,2
826,E40,75400,2017-05-23 09:56:40.573,2014-07-28 11:36:03.347,0,4078GC,E40,,,N,1,2
827,E39S,75391,2017-05-23 09:56:55.93,2014-07-28 11:40:45.97,0,4077GCS,E39,,,N,1,2
828,E40S,75401,2017-05-23 09:56:45.677,2014-07-28 11:41:06.767,0,4078GCS,E40,,,N,1,2
829,E33S,75331,2017-05-23 09:59:10.24,2014-07-28 16:41:42.69,0,3237GCS,E33,,,N,1,2
830,E42,75420,2017-05-23 09:56:09.203,2014-08-05 08:39:29.68,0,4049DGC,E42,,,N,1,2
831,E42S,75421,2017-05-23 09:56:14.193,2014-08-05 08:41:37.537,0,4049DGCS,E42,,,N,1,2
832,C53G,73532,2017-05-31 14:45:06.247,2014-08-05 11:40:27.767,0,3118GCG,C53,,,N,1,2
833,E41Q,75410,2017-05-23 09:56:34.007,2014-08-05 15:10:14.633,0,YQ4036,,,,Y,1,2
834,E42G,75422,2017-05-23 09:56:20.38,2014-08-08 08:54:53.023,0,4049DGCG,E42,,,N,1,2
835,E43,75430,2017-05-23 09:55:59.097,2014-08-09 08:41:50.2,0,4080GC,E43,,,N,1,2
836,E43S,75431,2017-05-23 09:56:03.993,2014-08-09 08:42:03.773,0,4080GCS,E43,,,N,1,2
837,905G,9053,2017-06-01 14:20:25.31,2014-08-09 15:20:48.927,0,Èé°×É«,905,,,N,1,2
838,E44,75440,2017-05-23 09:55:51.56,2014-08-11 08:12:55.137,0,S052-1,,,,N,1,2
839,E45T,75450,2017-05-23 09:54:41.777,2014-08-11 11:37:04.98,0,4064SPGC,E45T,,,Y,1,2
840,E46Y,75461,2017-05-23 09:54:18.297,2014-08-11 11:37:23.823,0,4064SPGCY(ºáÎÆ),E46T,,,Y,1,2
841,E46N,75463,2017-05-23 09:54:33.1,2014-08-11 11:37:38.083,0,4064SPGCN(ºáÎÆ),E46T,,,Y,1,2
842,E47T,75470,2017-05-23 09:54:05.05,2014-08-11 11:37:58.597,0,4065SPGC,E47T,,,Y,1,2
843,E48T,75480,2017-05-23 09:53:42.797,2014-08-11 11:38:14.477,0,4066SPGC,E48T,,,Y,1,2
844,E49,75490,2017-05-23 09:53:36.07,2014-08-12 09:55:00.24,0,4071GC,E49,,,N,1,2
845,E14S,75141,2017-05-23 10:08:53.27,2014-08-13 10:40:17.22,0,4044GCS,E14,,,N,1,2
846,E48Y,75481,2017-05-23 09:53:48.033,2014-08-13 14:09:09.91,0,4066SPGCY,E48T,,,Y,1,2
847,E48N,75482,2017-05-23 09:53:53.88,2014-08-13 14:09:24.637,0,4066SPGCN,E48T,,,Y,1,2
848,E46T,75460,2017-05-23 09:54:12.263,2014-08-13 14:09:49.86,0,4064SPGC(ºáÎÆ),E46T,,,Y,1,2
849,E46A,75462,2017-05-23 09:54:25.153,2014-08-13 14:10:10.437,0,4064SPGCA(ºáÎÆ),E46T,,,Y,1,2
850,E50,75500,2017-05-23 09:53:00.277,2014-08-14 15:35:38.857,0,4084GC,E50,,,N,1,2
851,E50S,75501,2017-05-23 09:53:05.583,2014-08-14 15:35:50.273,0,4084GCS,E50,,,N,1,2
852,E51T,75510,2017-05-23 09:52:47.777,2014-08-15 15:30:59.837,0,4068SPGC,E51T,,,Y,1,2
853,E51J,75511,2017-05-23 09:52:53.26,2014-08-15 15:31:18.26,0,4068SPGCJ,E51T,,,Y,1,2
854,D26S,74261,2017-05-27 11:49:01.29,2014-08-16 10:28:31.36,0,3158GCS,D26,,,N,1,2
855,D25S,74251,2017-05-27 11:49:15.46,2014-08-16 11:38:58.453,0,3114GCS,D25,,,N,1,2
856,E50D,75502,2017-05-23 09:53:14.803,2014-08-18 10:24:25.93,0,4084GCD,E50,,,N,1,2
857,E56Q,75560,2017-05-23 09:46:32.18,2014-08-20 15:43:41.71,0,YQ4034E,,,,Y,1,2
858,E52,75520,2017-05-23 09:52:22.71,2014-08-20 16:04:11.023,0,4081GC,E52,,,N,1,2
859,E52S,75521,2017-05-23 09:52:28.56,2014-08-20 16:04:26.123,0,4081GCS,E52,,,N,1,2
860,E53,75530,2017-05-23 09:51:56.287,2014-08-20 16:04:44.673,0,4082GC,E53,,,N,1,2
861,E53S,75531,2017-05-23 09:52:02.117,2014-08-20 16:04:58.79,0,4082GCS,E53,,,N,1,2
862,E54T,75540,2017-05-23 09:49:13.24,2014-08-20 16:05:21.707,0,4051BSPGC,E54T,,,Y,1,2
863,E54Y,75541,2017-05-23 09:49:23.253,2014-08-20 16:05:36.98,0,4051BSPGCY,E54T,,,Y,1,2
