Id,MaterialId,OrgId,ProductOrg
7196,49383,121,85
7197,49383,192,85
7198,49383,208,85
7199,49384,121,85
7200,49384,192,85
7201,49384,208,85
7202,49385,121,85
7203,49385,192,85
7204,49385,208,85
7205,49386,121,85
7206,49386,192,85
7207,49386,208,85
7208,49387,121,85
7209,49387,192,85
7210,49387,208,85
7211,49388,121,85
7212,49388,192,85
7213,49388,208,85
7214,49389,121,85
7215,49389,192,85
7216,49389,208,85
7217,49390,121,85
7218,49390,192,85
7219,49390,208,85
7220,49391,121,85
7221,49391,192,85
7222,49391,208,85
7223,49392,121,85
7224,49392,192,85
7225,49392,208,85
7226,49393,121,85
7227,49393,192,85
7228,49393,208,85
7229,49394,121,85
7230,49394,192,85
7231,49394,208,85
7232,49395,121,85
7233,49395,192,85
7234,49395,208,85
7235,49396,121,85
7236,49396,192,85
7237,49396,208,85
7238,49397,121,85
7239,49397,192,85
7240,49397,208,85
7241,49398,121,85
7242,49398,192,85
7243,49398,208,85
7244,49399,121,85
7245,49399,192,85
7246,49399,208,85
7247,49400,121,85
7248,49400,192,85
7249,49400,208,85
7250,49401,121,85
7251,49401,192,85
7252,49401,208,85
7253,49402,121,85
7254,49402,192,85
7255,49402,208,85
7256,49403,121,85
7257,49403,192,85
7258,49403,208,85
7259,49404,121,85
7260,49404,192,85
7261,49404,208,85
7262,49405,121,85
7263,49405,192,85
7264,49405,208,85
7265,49406,121,85
7266,49406,192,85
7267,49406,208,85
7268,49407,121,85
7269,49407,192,85
7270,49407,208,85
7271,49408,121,85
7272,49408,192,85
7273,49408,208,85
7274,49409,121,85
7275,49409,192,85
7276,49409,208,85
7277,49410,121,85
7278,49410,192,85
7279,49410,208,85
7280,49411,121,85
7281,49411,192,85
7282,49411,208,85
7283,49412,121,85
7284,49412,192,85
7285,49412,208,85
7304,49419,121,85
7305,49419,192,85
7306,49419,208,85
7307,49420,121,85
7308,49420,192,85
7309,49420,208,85
7319,49426,121,85
7320,49426,192,85
7321,49426,208,85
7322,49427,121,85
7323,49427,192,85
7324,49427,208,85
7325,49434,121,85
7326,49434,192,85
7327,49434,208,85
7328,49435,121,85
7329,49435,192,85
7330,49435,208,85
7331,49436,121,85
7332,49436,192,85
7333,49436,208,85
7334,49437,121,85
7335,49437,192,85
7336,49437,208,85
7337,49438,121,85
7338,49438,192,85
7339,49438,208,85
7340,49439,121,85
7341,49439,192,85
7342,49439,208,85
7343,49440,121,85
7344,49440,192,85
7345,49440,208,85
7346,49441,121,85
7347,49441,192,85
7348,49441,208,85
7349,49442,121,85
7350,49442,192,85
7351,49442,208,85
7352,49443,121,85
7353,49443,192,85
7354,49443,208,85
7355,49444,121,85
7356,49444,192,85
7357,49444,208,85
7358,49445,121,85
7359,49445,192,85
7360,49445,208,85
7361,49446,121,85
7362,49446,192,85
7363,49446,208,85
7364,49447,121,85
7365,49447,192,85
7366,49447,208,85
7367,49448,121,85
7368,49448,192,85
7369,49448,208,85
7370,49449,121,85
7371,49449,192,85
7372,49449,208,85
7373,49450,121,85
7374,49450,192,85
7375,49450,208,85
7376,49451,121,85
7377,49451,192,85
7378,49451,208,85
7382,49453,121,85
7383,49453,192,85
7384,49453,208,85
7388,49455,121,85
7389,49455,192,85
7390,49455,208,85
7391,49456,121,85
7392,49456,192,85
7393,49456,208,85
7394,49457,121,85
7395,49457,192,85
7396,49457,208,85
7397,49458,121,85
7398,49458,192,85
7399,49458,208,85
7400,49459,121,85
7401,49459,192,85
7402,49459,208,85
7403,49460,121,85
7404,49460,192,85
7405,49460,208,85
7406,49461,121,85
7407,49461,192,85
7408,49461,208,85
7409,49462,121,85
7410,49462,192,85
7411,49462,208,85
7412,49463,121,85
7413,49463,192,85
7414,49463,208,85
7418,49465,121,85
7419,49465,192,85
7420,49465,208,85
7427,49468,121,85
7428,49468,192,85
7429,49468,208,85
7430,49469,121,85
7431,49469,192,85
7432,49469,208,85
7433,49471,121,85
7434,49471,192,85
7435,49471,208,85
7436,49472,121,85
7437,49472,192,85
7438,49472,208,85
7439,49473,121,85
7440,49473,192,85
7441,49473,208,85
7442,49474,121,85
7443,49474,192,85
7444,49474,208,85
7445,49477,121,85
7446,49477,192,85
7447,49477,208,85
7448,49478,121,85
7449,49478,192,85
7450,49478,208,85
7451,49479,121,85
7452,49479,192,85
7453,49479,208,85
7454,49480,121,85
7455,49480,192,85
7456,49480,208,85
7457,49481,121,85
7458,49481,192,85
7459,49481,208,85
7460,49482,121,85
7461,49482,192,85
7462,49482,208,85
7463,49484,121,85
7464,49484,192,85
7465,49484,208,85
7466,49485,121,85
7467,49485,192,85
7468,49485,208,85
7469,49486,121,85
7470,49486,192,85
7471,49486,208,85
7472,49487,121,85
7473,49487,192,85
7474,49487,208,85
7478,49489,121,85
7479,49489,192,85
7480,49489,208,85
7484,49491,121,85
7485,49491,192,85
7486,49491,208,85
7487,49492,121,85
7488,49492,192,85
7489,49492,208,85
7490,49493,121,85
7491,49493,192,85
7492,49493,208,85
7493,49494,121,85
7494,49494,192,85
7495,49494,208,85
7496,49495,121,85
7497,49495,192,85
7498,49495,208,85
7574,49570,121,85
7575,49570,192,85
7576,49570,208,85
7577,49571,121,85
7578,49571,192,85
7579,49571,208,85
7580,49572,121,85
7581,49572,192,85
7582,49572,208,85
7631,49590,121,85
7632,49590,192,85
7633,49590,208,85
7634,49467,121,85
7635,49467,192,85
7636,49467,208,85
7643,49547,121,85
7644,49547,192,85
7645,49547,208,85
7646,49548,121,85
7647,49548,192,85
7648,49548,208,85
7649,49549,121,85
7650,49549,192,85
7651,49549,208,85
7652,49550,121,85
7653,49550,192,85
7654,49550,208,85
7655,49551,121,85
7656,49551,192,85
7657,49551,208,85
7658,49552,121,85
7659,49552,192,85
7660,49552,208,85
7661,49553,121,85
7662,49553,192,85
7663,49553,208,85
7664,49554,121,85
7665,49554,192,85
7666,49554,208,85
7667,49560,121,85
7668,49560,192,85
7669,49560,208,85
7670,49561,121,85
7671,49561,192,85
7672,49561,208,85
7673,49562,121,85
7674,49562,192,85
7675,49562,208,85
7676,49563,121,85
7677,49563,192,85
7678,49563,208,85
7679,49564,121,85
7680,49564,192,85
7681,49564,208,85
7682,49565,121,85
7683,49565,192,85
7684,49565,208,85
7685,49566,121,85
7686,49566,192,85
7687,49566,208,85
7688,49567,121,85
7689,49567,192,85
7690,49567,208,85
7691,49568,121,85
7692,49568,192,85
7693,49568,208,85
7694,49569,121,85
7695,49569,192,85
7696,49569,208,85
7751,49555,121,85
7752,49555,192,85
7753,49555,208,85
7754,49556,121,85
7755,49556,192,85
7756,49556,208,85
7760,49558,121,85
7761,49558,192,85
7762,49558,208,85
7763,49557,121,85
7764,49557,192,85
7765,49557,208,85
7766,49559,121,85
7767,49559,192,85
7768,49559,208,85
7769,49573,121,85
7770,49573,192,85
7771,49573,208,85
7772,49574,121,85
7773,49574,192,85
7774,49574,208,85
7775,49575,121,85
7776,49575,192,85
7777,49575,208,85
7778,49576,121,85
7779,49576,192,85
7780,49576,208,85
7781,49577,121,85
7782,49577,192,85
7783,49577,208,85
7787,49578,121,85
7788,49578,192,85
7789,49578,208,85
7790,49579,121,85
7791,49579,192,85
7792,49579,208,85
7793,49580,121,85
7794,49580,192,85
7795,49580,208,85
7796,49581,121,85
7797,49581,192,85
7798,49581,208,85
7799,49582,121,85
7800,49582,192,85
7801,49582,208,85
7802,49583,121,85
7803,49583,192,85
7804,49583,208,85
7805,49584,121,85
7806,49584,192,85
7807,49584,208,85
7808,49585,121,85
7809,49585,192,85
7810,49585,208,85
7811,49586,121,85
7812,49586,192,85
7813,49586,208,85
7814,49587,121,85
7815,49587,192,85
7816,49587,208,85
7817,49588,121,85
7818,49588,192,85
7819,49588,208,85
7823,49114,121,85
7824,49114,192,85
7825,49114,208,85
7832,49370,121,85
7833,49370,192,85
7834,49370,208,85
7865,49324,121,85
7866,49324,192,85
7867,49324,208,85
7868,49129,121,85
7869,49129,192,85
7870,49129,208,85
7871,49112,121,85
7872,49112,192,85
7873,49112,208,85
7874,49111,121,85
7875,49111,192,85
7876,49111,208,85
7877,49133,121,85
7878,49133,192,85
7879,49133,208,85
7895,49115,121,85
7896,49115,192,85
7897,49115,208,85
7898,49116,121,85
7899,49116,192,85
7900,49116,208,85
7904,49123,121,85
7905,49123,192,85
7906,49123,208,85
7907,49124,121,85
7908,49124,192,85
7909,49124,208,85
7910,49125,121,85
7911,49125,192,85
7912,49125,208,85
7913,49128,121,85
7914,49128,192,85
7915,49128,208,85
7916,49110,121,85
7917,49110,192,85
7918,49110,208,85
7919,49113,121,85
7920,49113,192,85
7921,49113,208,85
7922,49117,121,85
7923,49117,192,85
7924,49117,208,85
7925,49118,121,85
7926,49118,192,85
7927,49118,208,85
7928,49119,121,85
7929,49119,192,85
7930,49119,208,85
7931,49120,121,85
7932,49120,192,85
7933,49120,208,85
7934,49121,121,85
7935,49121,192,85
7936,49121,208,85
7937,49122,121,85
7938,49122,192,85
7939,49122,208,85
7940,49126,121,85
7941,49126,192,85
7942,49126,208,85
7943,49127,121,85
7944,49127,192,85
7945,49127,208,85
7946,49132,121,85
7947,49132,192,85
7948,49132,208,85
7949,49135,121,85
7950,49135,192,85
7951,49135,208,85
7952,49136,121,85
7953,49136,192,85
7954,49136,208,85
7955,49137,121,85
7956,49137,192,85
7957,49137,208,85
7958,49138,121,85
7959,49138,192,85
7960,49138,208,85
7961,49139,121,85
7962,49139,192,85
7963,49139,208,85
7964,49140,121,85
7965,49140,192,85
7966,49140,208,85
7967,49373,121,85
7968,49373,192,85
7969,49373,208,85
7970,49374,121,85
7971,49374,192,85
7972,49374,208,85
7973,49157,121,85
7974,49157,192,85
7975,49157,208,85
7998,49413,121,85
7999,49413,192,85
8000,49424,121,85
8001,49424,192,85
8002,49425,121,85
8003,49425,192,85
8004,49414,121,85
8005,49414,192,85
8006,49220,121,85
8007,49220,192,85
8008,49234,121,85
8009,49234,192,85
8010,49235,121,85
8011,49235,192,85
8012,49236,121,85
8013,49236,192,85
8014,49238,121,85
8015,49238,192,85
8016,49239,121,85
8017,49239,192,85
8018,49240,121,85
8019,49240,192,85
8020,49243,121,85
8021,49243,192,85
8026,49237,121,85
8027,49237,192,85
8028,43373,121,85
8029,43373,192,85
8030,49241,121,85
8031,49241,192,85
8032,49247,121,85
8033,49247,192,85
8060,49323,121,85
8061,49323,192,85
8075,49188,121,85
8076,49188,192,85
8077,49188,208,85
8078,49189,121,85
8079,49189,192,85
8080,49189,208,85
8081,49190,121,85
8082,49190,192,85
8083,49190,208,85
8084,49191,121,85
8085,49191,192,85
8086,49191,208,85
8089,49229,121,85
8090,49229,192,85
8091,49229,208,85
8092,49228,121,85
8093,49228,192,85
8094,49228,208,85
8095,49230,121,85
8096,49230,192,85
8097,49230,208,85
8098,49231,121,85
8099,49231,192,85
8100,49231,208,85
8104,49225,121,85
8105,49225,192,85
8106,49233,121,85
8107,49233,192,85
8150,49232,121,85
8151,49232,192,85
8173,43714,121,85
8174,43714,192,85
8175,43714,208,85
8223,43040,121,85
8224,43040,192,85
8225,43040,208,85
8226,45911,121,85
8227,45911,192,85
8228,45911,208,85
8255,49307,121,85
8256,49307,192,85
8257,49307,208,85
8258,49592,121,85
8259,49592,192,85
8260,49592,208,85
8264,42518,121,85
8265,42518,192,85
8266,42518,208,85
8273,47514,121,85
8274,47514,192,85
8275,47514,208,85
8276,49313,121,85
8277,49313,192,85
8278,49313,208,85
8279,49311,121,85
8280,49311,192,85
8281,49311,208,85
8282,47489,121,85
8283,47489,192,85
8284,47489,208,85
8291,49319,121,85
8292,49319,192,85
8293,49319,208,85
8294,49321,121,85
8295,49321,192,85
8296,49321,208,85
8297,49317,121,85
8298,49317,192,85
8299,49317,208,85
8300,47490,121,85
8301,47490,192,85
8302,47490,208,85
8306,47485,121,85
8307,47485,192,85
8308,47485,208,85
8309,47486,121,85
8310,47486,192,85
8311,47486,208,85
8312,37543,121,85
8313,37543,192,85
8314,37543,208,85
8315,38112,121,85
8316,38112,192,85
8317,38112,208,85
8318,41904,121,85
8319,41904,192,85
8320,41904,208,85
8321,37544,121,85
8322,37544,192,85
8323,37544,208,85
8324,38113,121,85
8325,38113,192,85
8326,38113,208,85
8327,41955,121,85
8328,41955,192,85
8329,41955,208,85
8330,49301,121,85
8331,49301,192,85
8332,48019,121,85
8333,48019,192,85
8334,48019,208,85
8335,49303,121,85
8336,49303,192,85
8337,49303,208,85
8338,49305,121,85
8339,49305,192,85
8340,49305,208,85
8341,47488,121,85
8342,47488,192,85
8343,47488,208,85
8344,49309,121,85
8345,49309,192,85
8346,49309,208,85
8350,47393,121,85
8351,47393,192,85
8352,47393,208,85
8353,49315,121,85
8354,49315,192,85
8355,49315,208,85
8356,47352,121,85
8357,47352,192,85
8358,47352,208,85
8359,47394,121,85
8360,47394,192,85
8361,47394,208,85
8362,34361,121,85
8363,34361,192,85
8364,34361,208,85
8365,34409,121,85
8366,34409,192,85
8367,34409,208,85
8368,48111,121,85
8369,48111,192,85
8370,48111,208,85
8371,34360,121,85
8372,34360,192,85
8373,34360,208,85
8374,34410,121,85
8375,34410,192,85
8376,34410,208,85
8377,48112,121,85
8378,48112,192,85
8379,48112,208,85
8380,48113,121,85
8381,48113,192,85
8382,48113,208,85
8395,49146,121,85
8396,49146,192,85
8397,49146,208,85
8451,49131,121,85
8452,49131,192,85
8453,49131,208,85
8510,49226,121,85
8511,49226,192,85
8512,49226,208,85
8513,40666,121,85
8514,40666,192,85
8515,40666,208,85
8516,49304,121,85
8517,49304,192,85
8518,49304,208,85
8522,44525,121,85
8523,44525,192,85
8524,44525,208,85
8531,49415,121,85
8532,49415,192,85
8533,49415,208,85
8534,49416,121,85
8535,49416,192,85
8536,49416,208,85
8540,49254,121,85
8541,49254,192,85
8542,49254,208,85
8543,49255,121,85
8544,49255,192,85
8545,49255,208,85
8546,49417,121,85
8547,49417,192,85
8548,49417,208,85
8555,49267,121,85
8556,49267,192,85
8557,49267,208,85
8558,49268,121,85
8559,49268,192,85
8560,49268,208,85
8564,49270,121,85
8565,49270,192,85
8566,49270,208,85
8567,49271,121,85
8568,49271,192,85
8569,49271,208,85
8570,49272,121,85
8571,49272,192,85
8572,49272,208,85
8573,49273,121,85
8574,49273,192,85
8575,49273,208,85
8582,49277,121,85
8583,49277,192,85
8584,49277,208,85
8585,49278,121,85
8586,49278,192,85
8587,49278,208,85
8588,49597,121,85
8589,49597,192,85
8590,49597,208,85
8594,49294,121,85
8595,49294,192,85
8596,49294,208,85
8597,49260,121,85
8598,49260,192,85
8599,49260,208,85
8600,49295,121,85
8601,49295,192,85
8602,49295,208,85
8603,49296,121,85
8604,49296,192,85
8605,49296,208,85
8612,49259,121,85
8613,49259,192,85
8614,49259,208,85
8618,49298,121,85
8619,49298,192,85
8620,49298,208,85
8621,49264,121,85
8622,49264,192,85
8623,49264,208,85
8624,49299,121,85
8625,49299,192,85
8626,49299,208,85
8627,49300,121,85
8628,49300,192,85
8629,49300,208,85
8636,49263,121,85
8637,49263,192,85
8638,49263,208,85
8642,49280,121,85
8643,49280,192,85
8644,49280,208,85
8648,49282,121,85
8649,49282,192,85
8650,49282,208,85
8651,49283,121,85
8652,49283,192,85
8653,49283,208,85
8654,49284,121,85
8655,49284,192,85
8656,49284,208,85
8657,49285,121,85
8658,49285,192,85
8659,49285,208,85
8660,49286,121,85
8661,49286,192,85
8662,49286,208,85
8666,49289,121,85
8667,49289,192,85
8668,49289,208,85
8669,49290,121,85
8670,49290,192,85
8671,49290,208,85
8672,49598,121,85
8673,49598,192,85
8674,49598,208,85
8675,49306,121,85
8676,49306,192,85
8677,49306,208,85
8678,49511,121,85
8679,49511,192,85
8680,49511,208,85
8681,49310,121,85
8682,49310,192,85
8683,49310,208,85
8684,49314,121,85
8685,49314,192,85
8686,49314,208,85
8687,49312,121,85
8688,49312,192,85
8689,49312,208,85
8693,49195,121,85
8694,49195,192,85
8695,49195,208,85
8696,49250,121,85
8697,49250,192,85
8698,49250,208,85
8703,49253,121,85
8704,49253,192,85
8708,40670,121,85
8709,40670,192,85
8710,40670,208,85
8711,40669,121,85
8712,40669,192,85
8713,40669,208,85
8714,40668,121,85
8715,40668,192,85
8716,40668,208,85
8717,40665,121,85
8718,40665,192,85
8719,40665,208,85
8720,40661,121,85
8721,40661,192,85
8722,40661,208,85
8723,40655,121,85
8724,40655,192,85
8725,40655,208,85
8726,40652,121,85
8727,40652,192,85
8728,40652,208,85
8729,40650,121,85
8730,40650,192,85
8731,40650,208,85
8732,40649,121,85
8733,40649,192,85
8734,40649,208,85
8735,40647,121,85
8736,40647,192,85
8737,40647,208,85
8738,40644,121,85
8739,40644,192,85
8740,40644,208,85
8741,40642,121,85
8742,40642,192,85
8743,40642,208,85
8744,40640,121,85
8745,40640,192,85
8746,40640,208,85
8747,43671,121,85
8748,43671,192,85
8749,43671,208,85
8750,43672,121,85
8751,43672,192,85
8752,43672,208,85
8753,43675,121,85
8754,43675,192,85
8755,43675,208,85
8756,49227,121,85
8757,49227,192,85
8758,49227,208,85
8759,49545,121,85
8760,49545,192,85
8761,49545,208,85
8762,49257,121,85
8763,49257,192,85
8764,49257,208,85
8765,49452,121,85
8766,49452,192,85
8767,49452,208,85
8768,49454,121,85
8769,49454,192,85
8770,49454,208,85
8771,49258,121,85
8772,49258,192,85
8773,49258,208,85
8774,49269,121,85
8775,49269,192,85
8776,49269,208,85
8777,49275,121,85
8778,49275,192,85
8779,49275,208,85
8780,49276,121,85
8781,49276,192,85
8782,49276,208,85
8783,49261,121,85
8784,49261,192,85
8785,49261,208,85
8786,49464,121,85
8787,49464,192,85
8788,49464,208,85
8789,49466,121,85
8790,49466,192,85
8791,49466,208,85
8792,49262,121,85
8793,49262,192,85
8794,49262,208,85
8795,49265,121,85
8796,49265,192,85
8797,49265,208,85
8798,49488,121,85
8799,49488,192,85
8800,49488,208,85
8801,49490,121,85
8802,49490,192,85
8803,49490,208,85
8804,49266,121,85
8805,49266,192,85
8806,49266,208,85
8807,49279,121,85
8808,49279,192,85
8809,49279,208,85
8810,49281,121,85
8811,49281,192,85
8812,49281,208,85
8813,49287,121,85
8814,49287,192,85
8815,49287,208,85
8819,46159,121,85
8821,46160,121,85
8822,46173,121,85
8823,46174,121,85
8825,47182,121,85
8826,47183,121,85
8827,47184,121,85
8828,47185,121,85
8829,47186,121,85
8830,47187,121,85
8831,47188,121,85
8832,47189,121,85
8833,47190,121,85
8834,47191,121,85
8835,47192,121,85
8836,47193,121,85
8837,47194,121,85
8838,47195,121,85
8839,47196,121,85
8840,43921,121,85
8841,43921,192,85
8842,43921,208,85
8843,46157,121,85
8844,47181,121,85
8845,49274,121,85
8846,49274,192,85
8847,49274,208,85
8848,49288,121,85
8849,49288,192,85
8850,49288,208,85
8851,49291,121,85
8852,49291,192,85
8853,49291,208,85
8854,49292,121,85
8855,49292,192,85
8856,49292,208,85
8857,49293,121,85
8858,49293,192,85
8859,49293,208,85
8860,49297,121,85
8861,49297,192,85
8862,49297,208,85
8863,49302,121,85
8864,49302,192,85
8865,49418,121,85
8866,49418,192,85
8867,49418,208,85
8868,49423,121,85
8869,49423,192,85
8870,49423,208,85
8871,49544,121,85
8872,49544,192,85
8873,49544,208,85
8874,49256,121,85
8875,49256,192,85
8876,49256,208,85
