Id,MaterialId,OrgId,ProductOrg
5484,48787,192,85
5485,48787,208,85
5486,48788,121,85
5487,48788,192,85
5488,48788,208,85
5489,48789,121,85
5490,48789,192,85
5491,48789,208,85
5492,48790,121,85
5493,48790,192,85
5494,48790,208,85
5495,48791,121,85
5496,48791,192,85
5497,48791,208,85
5498,48792,121,85
5499,48792,192,85
5500,48792,208,85
5501,48793,121,85
5502,48793,192,85
5503,48793,208,85
5504,48794,121,85
5505,48794,192,85
5506,48794,208,85
5507,48795,121,85
5508,48795,192,85
5509,48795,208,85
5510,48796,121,85
5511,48796,192,85
5512,48796,208,85
5513,48797,121,85
5514,48797,192,85
5515,48797,208,85
5516,48798,121,85
5517,48798,192,85
5518,48798,208,85
5519,48799,121,85
5520,48799,192,85
5521,48799,208,85
5522,48800,121,85
5523,48800,192,85
5524,48800,208,85
5525,48801,121,85
5526,48801,192,85
5527,48801,208,85
5528,48802,121,85
5529,48802,192,85
5530,48802,208,85
5531,48803,121,85
5532,48803,192,85
5533,48803,208,85
5534,48804,121,85
5535,48804,192,85
5536,48804,208,85
5537,48805,121,85
5538,48805,192,85
5539,48805,208,85
5540,48806,121,85
5541,48806,192,85
5542,48806,208,85
5543,48807,121,85
5544,48807,192,85
5545,48807,208,85
5546,48808,121,85
5547,48808,192,85
5548,48808,208,85
5549,48809,121,85
5550,48809,192,85
5551,48809,208,85
5552,48810,121,85
5553,48810,192,85
5554,48810,208,85
5555,48811,121,85
5556,48811,192,85
5557,48811,208,85
5558,48812,121,85
5559,48812,192,85
5560,48812,208,85
5561,48813,121,85
5562,48813,192,85
5563,48813,208,85
5564,48814,121,85
5565,48814,192,85
5566,48814,208,85
5567,48815,121,85
5568,48815,192,85
5569,48815,208,85
5570,48816,121,85
5571,48816,192,85
5572,48816,208,85
5573,48817,121,85
5574,48817,192,85
5575,48817,208,85
5576,48818,121,85
5577,48818,192,85
5578,48818,208,85
5579,48819,121,85
5580,48819,192,85
5581,48819,208,85
5582,48820,121,85
5583,48820,192,85
5584,48820,208,85
5585,48821,121,85
5586,48821,192,85
5587,48821,208,85
5588,48822,121,85
5589,48822,192,85
5590,48822,208,85
5591,48823,121,85
5592,48823,192,85
5593,48823,208,85
5594,48824,121,85
5595,48824,192,85
5596,48824,208,85
5597,48825,121,85
5598,48825,192,85
5599,48825,208,85
5600,48826,121,85
5601,48826,192,85
5602,48826,208,85
5603,48827,121,85
5604,48827,192,85
5605,48827,208,85
5606,48828,121,85
5607,48828,192,85
5608,48828,208,85
5609,48829,121,85
5610,48829,192,85
5611,48829,208,85
5612,48830,121,85
5613,48830,192,85
5614,48830,208,85
5615,48831,121,85
5616,48831,192,85
5617,48831,208,85
5618,48832,121,85
5619,48832,192,85
5620,48832,208,85
5621,48833,121,85
5622,48833,192,85
5623,48833,208,85
5624,48834,121,85
5625,48834,192,85
5626,48834,208,85
5627,48835,121,85
5628,48835,192,85
5629,48835,208,85
5630,48836,121,85
5631,48836,192,85
5632,48836,208,85
5633,48837,121,85
5634,48837,192,85
5635,48837,208,85
5636,48838,121,85
5637,48838,192,85
5638,48838,208,85
5639,48839,121,85
5640,48839,192,85
5641,48839,208,85
5642,48840,121,85
5643,48840,192,85
5644,48840,208,85
5645,48841,121,85
5646,48841,192,85
5647,48841,208,85
5648,48842,121,85
5649,48842,192,85
5650,48842,208,85
5651,48843,121,85
5652,48843,192,85
5653,48843,208,85
5654,48844,121,85
5655,48844,192,85
5656,48844,208,85
5657,48845,121,85
5658,48845,192,85
5659,48845,208,85
5660,48846,121,85
5661,48846,192,85
5662,48846,208,85
5663,48847,121,85
5664,48847,192,85
5665,48847,208,85
5666,48848,121,85
5667,48848,192,85
5668,48848,208,85
5669,48849,121,85
5670,48849,192,85
5671,48849,208,85
5672,48850,121,85
5673,48850,192,85
5674,48850,208,85
5675,48851,121,85
5676,48851,192,85
5677,48851,208,85
5678,48852,121,85
5679,48852,192,85
5680,48852,208,85
5681,48853,121,85
5682,48853,192,85
5683,48853,208,85
5684,48854,121,85
5685,48854,192,85
5686,48854,208,85
5687,48855,121,85
5688,48855,192,85
5689,48855,208,85
5690,48856,121,85
5691,48856,192,85
5692,48856,208,85
5693,48857,121,85
5694,48857,192,85
5695,48857,208,85
5696,48858,121,85
5697,48858,192,85
5698,48858,208,85
5699,48859,121,85
5700,48859,192,85
5701,48859,208,85
5702,48860,121,85
5703,48860,192,85
5704,48860,208,85
5705,48861,121,85
5706,48861,192,85
5707,48861,208,85
5708,48862,121,85
5709,48862,192,85
5710,48862,208,85
5711,48863,121,85
5712,48863,192,85
5713,48863,208,85
5714,48864,121,85
5715,48864,192,85
5716,48864,208,85
5717,48865,121,85
5718,48865,192,85
5719,48865,208,85
5720,48866,121,85
5721,48866,192,85
5722,48866,208,85
5723,48867,121,85
5724,48867,192,85
5725,48867,208,85
5726,48868,121,85
5727,48868,192,85
5728,48868,208,85
5729,48869,121,85
5730,48869,192,85
5731,48869,208,85
5732,48870,121,85
5733,48870,192,85
5734,48870,208,85
5735,48871,121,85
5736,48871,192,85
5737,48871,208,85
5738,48872,121,85
5739,48872,192,85
5740,48872,208,85
5741,48873,121,85
5742,48873,192,85
5743,48873,208,85
5744,48874,121,85
5745,48874,192,85
5746,48874,208,85
5747,48875,121,85
5748,48875,192,85
5749,48875,208,85
5750,48876,121,85
5751,48876,192,85
5752,48876,208,85
5753,48877,121,85
5754,48877,192,85
5755,48877,208,85
5756,48878,121,85
5757,48878,192,85
5758,48878,208,85
5759,48879,121,85
5760,48879,192,85
5761,48879,208,85
5762,48880,121,85
5763,48880,192,85
5764,48880,208,85
5765,48881,121,85
5766,48881,192,85
5767,48881,208,85
5768,48883,121,85
5769,48883,192,85
5770,48883,208,85
5771,48884,121,85
5772,48884,192,85
5773,48884,208,85
5774,48885,121,85
5775,48885,192,85
5776,48885,208,85
5777,48886,121,85
5778,48886,192,85
5779,48886,208,85
5780,48887,121,85
5781,48887,192,85
5782,48887,208,85
5783,48888,121,85
5784,48888,192,85
5785,48888,208,85
5786,48889,121,85
5787,48889,192,85
5788,48889,208,85
5789,48890,121,85
5790,48890,192,85
5791,48890,208,85
5792,48891,121,85
5793,48891,192,85
5794,48891,208,85
5795,48892,121,85
5796,48892,192,85
5797,48892,208,85
5798,48893,121,85
5799,48893,192,85
5800,48893,208,85
5801,48894,121,85
5802,48894,192,85
5803,48894,208,85
5804,48895,121,85
5805,48895,192,85
5806,48895,208,85
5807,48896,121,85
5808,48896,192,85
5809,48896,208,85
5810,48897,121,85
5811,48897,192,85
5812,48897,208,85
5813,48898,121,85
5814,48898,192,85
5815,48898,208,85
5816,48899,121,85
5817,48899,192,85
5818,48899,208,85
5819,48900,121,85
5820,48900,192,85
5821,48900,208,85
5822,48901,121,85
5823,48901,192,85
5824,48901,208,85
5825,48902,121,85
5826,48902,192,85
5827,48902,208,85
5828,48903,121,85
5829,48903,192,85
5830,48903,208,85
5831,48904,121,85
5832,48904,192,85
5833,48904,208,85
5834,48905,121,85
5835,48905,192,85
5836,48905,208,85
5837,48906,121,85
5838,48906,192,85
5839,48906,208,85
5840,48907,121,85
5841,48907,192,85
5842,48907,208,85
5843,48908,121,85
5844,48908,192,85
5845,48908,208,85
5846,48909,121,85
5847,48909,192,85
5848,48909,208,85
5849,48910,121,85
5850,48910,192,85
5851,48910,208,85
5852,48911,121,85
5853,48911,192,85
5854,48911,208,85
5855,48912,121,85
5856,48912,192,85
5857,48912,208,85
5858,48913,121,85
5859,48913,192,85
5860,48913,208,85
5861,48914,121,85
5862,48914,192,85
5863,48914,208,85
5864,48915,121,85
5865,48915,192,85
5866,48915,208,85
5867,48916,121,85
5868,48916,192,85
5869,48916,208,85
6479,49512,121,85
6480,49512,192,85
6481,49512,208,85
6482,49513,121,85
6483,49513,192,85
6484,49513,208,85
6488,49106,121,85
6489,49106,192,85
6490,49106,208,85
6491,49107,121,85
6492,49107,192,85
6493,49107,208,85
6494,49108,121,85
6495,49108,192,85
6496,49108,208,85
6497,49109,121,85
6498,49109,192,85
6499,49109,208,85
6560,49130,121,85
6561,49130,192,85
6562,49130,208,85
6572,49134,121,85
6573,49134,192,85
6574,49134,208,85
6593,49141,121,85
6594,49141,192,85
6595,49141,208,85
6596,49142,121,85
6597,49142,192,85
6598,49142,208,85
6599,49143,121,85
6600,49143,192,85
6601,49143,208,85
6602,49144,121,85
6603,49144,192,85
6604,49144,208,85
6605,49145,121,85
6606,49145,192,85
6607,49145,208,85
6611,49147,121,85
6612,49147,192,85
6613,49147,208,85
6614,49148,121,85
6615,49148,192,85
6616,49148,208,85
6617,49149,121,85
6618,49149,192,85
6619,49149,208,85
6620,49150,121,85
6621,49150,192,85
6622,49150,208,85
6623,49151,121,85
6624,49151,192,85
6625,49151,208,85
6626,49152,121,85
6627,49152,192,85
6628,49152,208,85
6629,49153,121,85
6630,49153,192,85
6631,49153,208,85
6632,49154,121,85
6633,49154,192,85
6634,49154,208,85
6635,49155,121,85
6636,49155,192,85
6637,49155,208,85
6638,49156,121,85
6639,49156,192,85
6640,49156,208,85
6644,49158,121,85
6645,49158,192,85
6646,49158,208,85
6647,49159,121,85
6648,49159,192,85
6649,49159,208,85
6650,49160,121,85
6651,49160,192,85
6652,49160,208,85
6653,49161,121,85
6654,49161,192,85
6655,49161,208,85
6656,49162,121,85
6657,49162,192,85
6658,49162,208,85
6659,49163,121,85
6660,49163,192,85
6661,49163,208,85
6662,49164,121,85
6663,49164,192,85
6664,49164,208,85
6665,49165,121,85
6666,49165,192,85
6667,49165,208,85
6668,49166,121,85
6669,49166,192,85
6670,49166,208,85
6671,49167,121,85
6672,49167,192,85
6673,49167,208,85
6674,49168,121,85
6675,49168,192,85
6676,49168,208,85
6677,49169,121,85
6678,49169,192,85
6679,49169,208,85
6680,49170,121,85
6681,49170,192,85
6682,49170,208,85
6683,49171,121,85
6684,49171,192,85
6685,49171,208,85
6686,49172,121,85
6687,49172,192,85
6688,49172,208,85
6689,49173,121,85
6690,49173,192,85
6691,49173,208,85
6692,49174,121,85
6693,49174,192,85
6694,49174,208,85
6695,49175,121,85
6696,49175,192,85
6697,49175,208,85
6698,49177,121,85
6699,49177,192,85
6700,49177,208,85
6701,49178,121,85
6702,49178,192,85
6703,49178,208,85
6704,49179,121,85
6705,49179,192,85
6706,49179,208,85
6707,49180,121,85
6708,49180,192,85
6709,49180,208,85
6710,49181,121,85
6711,49181,192,85
6712,49181,208,85
6713,49182,121,85
6714,49182,192,85
6715,49182,208,85
6716,49183,121,85
6717,49183,192,85
6718,49183,208,85
6719,49184,121,85
6720,49184,192,85
6721,49184,208,85
6722,49187,121,85
6723,49187,192,85
6724,49187,208,85
6737,49192,121,85
6738,49192,192,85
6739,49192,208,85
6740,49193,121,85
6741,49193,192,85
6742,49193,208,85
6743,49194,121,85
6744,49194,192,85
6745,49194,208,85
6749,49196,121,85
6750,49196,192,85
6751,49196,208,85
6752,49197,121,85
6753,49197,192,85
6754,49197,208,85
6755,49198,121,85
6756,49198,192,85
6757,49198,208,85
6758,49199,121,85
6759,49199,192,85
6760,49199,208,85
6761,49200,121,85
6762,49200,192,85
6763,49200,208,85
6764,49201,121,85
6765,49201,192,85
6766,49201,208,85
6767,49202,121,85
6768,49202,192,85
6769,49202,208,85
6770,49203,121,85
6771,49203,192,85
6772,49203,208,85
6773,49204,121,85
6774,49204,192,85
6775,49204,208,85
6776,49205,121,85
6777,49205,192,85
6778,49205,208,85
6779,49206,121,85
6780,49206,192,85
6781,49206,208,85
6782,49207,121,85
6783,49207,192,85
6784,49207,208,85
6785,49208,121,85
6786,49208,192,85
6787,49208,208,85
6788,49209,121,85
6789,49209,192,85
6790,49209,208,85
6791,49210,121,85
6792,49210,192,85
6793,49210,208,85
6794,49211,121,85
6795,49211,192,85
6796,49211,208,85
6797,49212,121,85
6798,49212,192,85
6799,49212,208,85
6800,49213,121,85
6801,49213,192,85
6802,49213,208,85
6803,49214,121,85
6804,49214,192,85
6805,49214,208,85
6806,49215,121,85
6807,49215,192,85
6808,49215,208,85
6809,49216,121,85
6810,49216,192,85
6811,49216,208,85
6812,49217,121,85
6813,49217,192,85
6814,49217,208,85
6815,49218,121,85
6816,49218,192,85
6817,49218,208,85
6818,49219,121,85
6819,49219,192,85
6820,49219,208,85
6824,49221,121,85
6825,49221,192,85
6826,49221,208,85
6827,49222,121,85
6828,49222,192,85
6829,49222,208,85
6830,49223,121,85
6831,49223,192,85
6832,49223,208,85
6833,49224,121,85
6834,49224,192,85
6835,49224,208,85
6887,49242,121,85
6888,49242,192,85
6889,49242,208,85
6893,49244,121,85
6894,49244,192,85
6895,49244,208,85
6896,49245,121,85
6897,49245,192,85
6898,49245,208,85
6899,49246,121,85
6900,49246,192,85
6901,49246,208,85
6905,49248,121,85
6906,49248,192,85
6907,49248,208,85
6908,49249,121,85
6909,49249,192,85
6910,49249,208,85
6914,49251,121,85
6915,49251,192,85
6916,49251,208,85
6917,49252,121,85
6918,49252,192,85
6919,49252,208,85
7085,49308,121,85
7086,49308,192,85
7087,49308,208,85
7109,49316,121,85
7110,49316,192,85
7111,49316,208,85
7115,49318,121,85
7116,49318,192,85
7117,49318,208,85
7121,49320,121,85
7122,49320,192,85
7123,49320,208,85
7127,49322,121,85
7128,49322,192,85
7129,49322,208,85
7136,49363,121,85
7137,49363,192,85
7138,49363,208,85
7139,49364,121,85
7140,49364,192,85
7141,49364,208,85
7142,49365,121,85
7143,49365,192,85
7144,49365,208,85
7145,49366,121,85
7146,49366,192,85
7147,49366,208,85
7148,49367,121,85
7149,49367,192,85
7150,49367,208,85
7151,49368,121,85
7152,49368,192,85
7153,49368,208,85
7154,49369,121,85
7155,49369,192,85
7156,49369,208,85
7160,49371,121,85
7161,49371,192,85
7162,49371,208,85
7163,49372,121,85
7164,49372,192,85
7165,49372,208,85
7172,49375,121,85
7173,49375,192,85
7174,49375,208,85
7175,49376,121,85
7176,49376,192,85
7177,49376,208,85
7178,49377,121,85
7179,49377,192,85
7180,49377,208,85
7181,49378,121,85
7182,49378,192,85
7183,49378,208,85
7184,49379,121,85
7185,49379,192,85
7186,49379,208,85
7187,49380,121,85
7188,49380,192,85
7189,49380,208,85
7190,49381,121,85
7191,49381,192,85
7192,49381,208,85
7193,49382,121,85
7194,49382,192,85
7195,49382,208,85
